#TGICL_NAME	CONTIG_NAME
CL75Contig1	HCGP-ST-CO_03090
CL75Contig2	HCGP-ST-CO_03091
CL760Contig1	HCGP-ST-CO_03092
CL761Contig1	HCGP-ST-CO_03093
CL762Contig1	HCGP-ST-CO_03094
CL762Contig2	HCGP-ST-CO_03095
CL763Contig1	HCGP-ST-CO_03096
CL763Contig2	HCGP-ST-CO_03097
CL764Contig1	HCGP-ST-CO_03098
CL765Contig1	HCGP-ST-CO_03099
CL766Contig1	HCGP-ST-CO_03100
CL767Contig1	HCGP-ST-CO_03101
CL767Contig2	HCGP-ST-CO_03102
CL768Contig1	HCGP-ST-CO_03103
CL769Contig1	HCGP-ST-CO_03104
CL76Contig1	HCGP-ST-CO_03105
CL770Contig1	HCGP-ST-CO_03106
CL771Contig1	HCGP-ST-CO_03107
CL772Contig1	HCGP-ST-CO_03108
CL773Contig1	HCGP-ST-CO_03109
CL774Contig1	HCGP-ST-CO_03110
CL775Contig1	HCGP-ST-CO_03111
CL776Contig1	HCGP-ST-CO_03112
CL777Contig1	HCGP-ST-CO_03113
CL778Contig1	HCGP-ST-CO_03114
CL779Contig1	HCGP-ST-CO_03115
CL77Contig1	HCGP-ST-CO_03116
CL780Contig1	HCGP-ST-CO_03117
CL781Contig1	HCGP-ST-CO_03118
CL782Contig1	HCGP-ST-CO_03119
CL783Contig1	HCGP-ST-CO_03120
CL784Contig1	HCGP-ST-CO_03121
CL785Contig1	HCGP-ST-CO_03122
CL786Contig1	HCGP-ST-CO_03123
CL787Contig1	HCGP-ST-CO_03124
CL788Contig1	HCGP-ST-CO_03125
CL789Contig1	HCGP-ST-CO_03126
CL790Contig1	HCGP-ST-CO_03127
CL790Contig2	HCGP-ST-CO_03128
CL791Contig1	HCGP-ST-CO_03129
CL792Contig1	HCGP-ST-CO_03130
CL793Contig1	HCGP-ST-CO_03131
CL794Contig1	HCGP-ST-CO_03132
CL795Contig1	HCGP-ST-CO_03133
CL796Contig1	HCGP-ST-CO_03134
CL797Contig1	HCGP-ST-CO_03135
CL798Contig1	HCGP-ST-CO_03136
CL799Contig1	HCGP-ST-CO_03137
CL79Contig1	HCGP-ST-CO_03138
CL79Contig2	HCGP-ST-CO_03139
CL79Contig3	HCGP-ST-CO_03140
CL79Contig4	HCGP-ST-CO_03141
CL7Contig1	HCGP-ST-CO_03142
CL7Contig2	HCGP-ST-CO_03143
CL7Contig3	HCGP-ST-CO_03144
CL7Contig4	HCGP-ST-CO_03145
CL800Contig1	HCGP-ST-CO_03146
CL801Contig1	HCGP-ST-CO_03147
CL802Contig1	HCGP-ST-CO_03148
CL803Contig1	HCGP-ST-CO_03149
CL803Contig2	HCGP-ST-CO_03150
CL804Contig1	HCGP-ST-CO_03151
CL805Contig1	HCGP-ST-CO_03152
CL806Contig1	HCGP-ST-CO_03153
CL807Contig1	HCGP-ST-CO_03154
CL808Contig1	HCGP-ST-CO_03155
CL809Contig1	HCGP-ST-CO_03156
CL80Contig1	HCGP-ST-CO_03157
CL810Contig1	HCGP-ST-CO_03158
CL811Contig1	HCGP-ST-CO_03159
CL812Contig1	HCGP-ST-CO_03160
CL813Contig1	HCGP-ST-CO_03161
CL814Contig1	HCGP-ST-CO_03162
CL814Contig2	HCGP-ST-CO_03163
CL815Contig1	HCGP-ST-CO_03164
CL816Contig1	HCGP-ST-CO_03165
CL817Contig1	HCGP-ST-CO_03166
CL819Contig1	HCGP-ST-CO_03167
CL81Contig1	HCGP-ST-CO_03168
CL820Contig1	HCGP-ST-CO_03169
CL821Contig1	HCGP-ST-CO_03170
CL821Contig2	HCGP-ST-CO_03171
CL822Contig1	HCGP-ST-CO_03172
CL823Contig1	HCGP-ST-CO_03173
CL824Contig1	HCGP-ST-CO_03174
CL825Contig1	HCGP-ST-CO_03175
CL826Contig1	HCGP-ST-CO_03176
CL827Contig1	HCGP-ST-CO_03177
CL828Contig1	HCGP-ST-CO_03178
CL829Contig1	HCGP-ST-CO_03179
CL82Contig1	HCGP-ST-CO_03180
CL82Contig2	HCGP-ST-CO_03181
CL830Contig1	HCGP-ST-CO_03182
CL831Contig1	HCGP-ST-CO_03183
CL832Contig1	HCGP-ST-CO_03184
CL833Contig1	HCGP-ST-CO_03185
CL834Contig1	HCGP-ST-CO_03186
CL835Contig1	HCGP-ST-CO_03187
CL835Contig2	HCGP-ST-CO_03188
CL836Contig1	HCGP-ST-CO_03189
CL837Contig1	HCGP-ST-CO_03190
CL838Contig1	HCGP-ST-CO_03191
CL838Contig2	HCGP-ST-CO_03192
CL839Contig1	HCGP-ST-CO_03193
CL83Contig1	HCGP-ST-CO_03194
CL840Contig1	HCGP-ST-CO_03195
CL842Contig1	HCGP-ST-CO_03196
CL843Contig1	HCGP-ST-CO_03197
CL844Contig1	HCGP-ST-CO_03198
CL845Contig1	HCGP-ST-CO_03199
CL846Contig1	HCGP-ST-CO_03200
CL847Contig1	HCGP-ST-CO_03201
CL848Contig1	HCGP-ST-CO_03202
CL849Contig1	HCGP-ST-CO_03203
CL84Contig1	HCGP-ST-CO_03204
CL850Contig1	HCGP-ST-CO_03205
CL850Contig2	HCGP-ST-CO_03206
CL851Contig1	HCGP-ST-CO_03207
CL853Contig1	HCGP-ST-CO_03208
CL854Contig1	HCGP-ST-CO_03209
CL855Contig1	HCGP-ST-CO_03210
CL856Contig1	HCGP-ST-CO_03211
CL857Contig1	HCGP-ST-CO_03212
CL858Contig1	HCGP-ST-CO_03213
CL858Contig2	HCGP-ST-CO_03214
CL859Contig1	HCGP-ST-CO_03215
CL85Contig1	HCGP-ST-CO_03216
CL860Contig1	HCGP-ST-CO_03217
CL861Contig1	HCGP-ST-CO_03218
CL863Contig1	HCGP-ST-CO_03219
CL864Contig1	HCGP-ST-CO_03220
CL865Contig1	HCGP-ST-CO_03221
CL866Contig1	HCGP-ST-CO_03222
CL867Contig1	HCGP-ST-CO_03223
CL868Contig1	HCGP-ST-CO_03224
CL869Contig1	HCGP-ST-CO_03225
CL869Contig2	HCGP-ST-CO_03226
CL86Contig1	HCGP-ST-CO_03227
CL86Contig2	HCGP-ST-CO_03228
CL86Contig3	HCGP-ST-CO_03229
CL870Contig1	HCGP-ST-CO_03230
CL871Contig1	HCGP-ST-CO_03231
CL872Contig1	HCGP-ST-CO_03232
CL872Contig2	HCGP-ST-CO_03233
CL873Contig1	HCGP-ST-CO_03234
CL874Contig1	HCGP-ST-CO_03235
CL875Contig1	HCGP-ST-CO_03236
CL876Contig1	HCGP-ST-CO_03237
CL877Contig1	HCGP-ST-CO_03238
CL878Contig1	HCGP-ST-CO_03239
CL879Contig1	HCGP-ST-CO_03240
CL87Contig1	HCGP-ST-CO_03241
CL880Contig1	HCGP-ST-CO_03242
CL881Contig1	HCGP-ST-CO_03243
CL882Contig1	HCGP-ST-CO_03244
CL883Contig1	HCGP-ST-CO_03245
CL884Contig1	HCGP-ST-CO_03246
CL885Contig1	HCGP-ST-CO_03247
CL886Contig1	HCGP-ST-CO_03248
CL887Contig1	HCGP-ST-CO_03249
CL888Contig1	HCGP-ST-CO_03250
CL889Contig1	HCGP-ST-CO_03251
CL88Contig1	HCGP-ST-CO_03252
CL890Contig1	HCGP-ST-CO_03253
CL891Contig1	HCGP-ST-CO_03254
CL892Contig1	HCGP-ST-CO_03255
CL893Contig1	HCGP-ST-CO_03256
CL894Contig1	HCGP-ST-CO_03257
CL895Contig1	HCGP-ST-CO_03258
CL896Contig1	HCGP-ST-CO_03259
CL897Contig1	HCGP-ST-CO_03260
CL897Contig2	HCGP-ST-CO_03261
CL898Contig1	HCGP-ST-CO_03262
CL899Contig1	HCGP-ST-CO_03263
CL89Contig1	HCGP-ST-CO_03264
CL8Contig1	HCGP-ST-CO_03265
CL900Contig1	HCGP-ST-CO_03266
CL901Contig1	HCGP-ST-CO_03267
CL902Contig1	HCGP-ST-CO_03268
CL903Contig1	HCGP-ST-CO_03269
CL903Contig2	HCGP-ST-CO_03270
CL904Contig1	HCGP-ST-CO_03271
CL905Contig1	HCGP-ST-CO_03272
CL906Contig1	HCGP-ST-CO_03273
CL907Contig1	HCGP-ST-CO_03274
CL908Contig1	HCGP-ST-CO_03275
CL909Contig1	HCGP-ST-CO_03276
CL90Contig1	HCGP-ST-CO_03277
CL910Contig1	HCGP-ST-CO_03278
CL911Contig1	HCGP-ST-CO_03279
CL912Contig1	HCGP-ST-CO_03280
CL913Contig1	HCGP-ST-CO_03281
CL913Contig2	HCGP-ST-CO_03282
CL914Contig1	HCGP-ST-CO_03283
CL915Contig1	HCGP-ST-CO_03284
CL916Contig1	HCGP-ST-CO_03285
CL917Contig1	HCGP-ST-CO_03286
CL918Contig1	HCGP-ST-CO_03287
CL918Contig2	HCGP-ST-CO_03288
CL91Contig1	HCGP-ST-CO_03289
CL91Contig2	HCGP-ST-CO_03290
CL91Contig3	HCGP-ST-CO_03291
CL920Contig1	HCGP-ST-CO_03292
CL921Contig1	HCGP-ST-CO_03293
CL922Contig1	HCGP-ST-CO_03294
CL922Contig2	HCGP-ST-CO_03295
CL923Contig1	HCGP-ST-CO_03296
CL924Contig1	HCGP-ST-CO_03297
CL925Contig1	HCGP-ST-CO_03298
CL926Contig1	HCGP-ST-CO_03299
CL927Contig1	HCGP-ST-CO_03300
CL928Contig1	HCGP-ST-CO_03301
CL929Contig1	HCGP-ST-CO_03302
CL931Contig1	HCGP-ST-CO_03303
CL932Contig1	HCGP-ST-CO_03304
CL933Contig1	HCGP-ST-CO_03305
CL934Contig1	HCGP-ST-CO_03306
CL935Contig1	HCGP-ST-CO_03307
CL936Contig1	HCGP-ST-CO_03308
CL937Contig1	HCGP-ST-CO_03309
CL938Contig1	HCGP-ST-CO_03310
CL939Contig1	HCGP-ST-CO_03311
CL93Contig1	HCGP-ST-CO_03312
CL940Contig1	HCGP-ST-CO_03313
CL941Contig1	HCGP-ST-CO_03314
CL943Contig1	HCGP-ST-CO_03315
CL943Contig2	HCGP-ST-CO_03316
CL944Contig1	HCGP-ST-CO_03317
CL945Contig1	HCGP-ST-CO_03318
CL946Contig1	HCGP-ST-CO_03319
CL947Contig1	HCGP-ST-CO_03320
CL948Contig1	HCGP-ST-CO_03321
CL949Contig1	HCGP-ST-CO_03322
CL94Contig1	HCGP-ST-CO_03323
CL950Contig1	HCGP-ST-CO_03324
CL951Contig1	HCGP-ST-CO_03325
CL952Contig1	HCGP-ST-CO_03326
CL953Contig1	HCGP-ST-CO_03327
CL954Contig1	HCGP-ST-CO_03328
CL955Contig1	HCGP-ST-CO_03329
CL956Contig1	HCGP-ST-CO_03330
CL957Contig1	HCGP-ST-CO_03331
CL958Contig1	HCGP-ST-CO_03332
CL959Contig1	HCGP-ST-CO_03333
CL95Contig1	HCGP-ST-CO_03334
CL960Contig1	HCGP-ST-CO_03335
CL961Contig1	HCGP-ST-CO_03336
CL963Contig1	HCGP-ST-CO_03337
CL964Contig1	HCGP-ST-CO_03338
CL965Contig1	HCGP-ST-CO_03339
CL966Contig1	HCGP-ST-CO_03340
CL967Contig1	HCGP-ST-CO_03341
CL968Contig1	HCGP-ST-CO_03342
CL969Contig1	HCGP-ST-CO_03343
CL96Contig1	HCGP-ST-CO_03344
CL96Contig2	HCGP-ST-CO_03345
CL96Contig3	HCGP-ST-CO_03346
CL96Contig4	HCGP-ST-CO_03347
CL970Contig1	HCGP-ST-CO_03348
CL971Contig1	HCGP-ST-CO_03349
CL972Contig1	HCGP-ST-CO_03350
CL973Contig1	HCGP-ST-CO_03351
CL974Contig1	HCGP-ST-CO_03352
CL975Contig1	HCGP-ST-CO_03353
CL976Contig1	HCGP-ST-CO_03354
CL977Contig1	HCGP-ST-CO_03355
CL978Contig1	HCGP-ST-CO_03356
CL979Contig1	HCGP-ST-CO_03357
CL97Contig1	HCGP-ST-CO_03358
CL980Contig1	HCGP-ST-CO_03359
CL981Contig1	HCGP-ST-CO_03360
CL981Contig2	HCGP-ST-CO_03361
CL982Contig1	HCGP-ST-CO_03362
CL983Contig1	HCGP-ST-CO_03363
CL984Contig1	HCGP-ST-CO_03364
CL985Contig1	HCGP-ST-CO_03365
CL986Contig1	HCGP-ST-CO_03366
CL987Contig1	HCGP-ST-CO_03367
CL988Contig1	HCGP-ST-CO_03368
CL989Contig1	HCGP-ST-CO_03369
CL98Contig1	HCGP-ST-CO_03370
CL98Contig2	HCGP-ST-CO_03371
CL990Contig1	HCGP-ST-CO_03372
CL992Contig1	HCGP-ST-CO_03373
CL993Contig1	HCGP-ST-CO_03374
CL994Contig1	HCGP-ST-CO_03375
CL995Contig1	HCGP-ST-CO_03376
CL996Contig1	HCGP-ST-CO_03377
CL997Contig1	HCGP-ST-CO_03378
CL998Contig1	HCGP-ST-CO_03379
CL999Contig1	HCGP-ST-CO_03380
CL99Contig1	HCGP-ST-CO_03381
CL9Contig1	HCGP-ST-CO_03382
CL9Contig2	HCGP-ST-CO_03383
