#TGICL_NAME	CONTIG_NAME
CL3706Contig1	HCGP-CT-CO_03737
CL3707Contig1	HCGP-CT-CO_03738
CL3708Contig1	HCGP-CT-CO_03739
CL3709Contig1	HCGP-CT-CO_03740
CL370Contig1	HCGP-CT-CO_03741
CL3710Contig1	HCGP-CT-CO_03742
CL3711Contig1	HCGP-CT-CO_03743
CL3712Contig1	HCGP-CT-CO_03744
CL3713Contig1	HCGP-CT-CO_03745
CL3714Contig1	HCGP-CT-CO_03746
CL3716Contig1	HCGP-CT-CO_03747
CL3717Contig1	HCGP-CT-CO_03748
CL3718Contig1	HCGP-CT-CO_03749
CL3719Contig1	HCGP-CT-CO_03750
CL371Contig1	HCGP-CT-CO_03751
CL3720Contig1	HCGP-CT-CO_03752
CL3721Contig1	HCGP-CT-CO_03753
CL3722Contig1	HCGP-CT-CO_03754
CL3724Contig1	HCGP-CT-CO_03755
CL3726Contig1	HCGP-CT-CO_03756
CL3728Contig1	HCGP-CT-CO_03757
CL3729Contig1	HCGP-CT-CO_03758
CL372Contig1	HCGP-CT-CO_03759
CL3731Contig1	HCGP-CT-CO_03760
CL3732Contig1	HCGP-CT-CO_03761
CL3733Contig1	HCGP-CT-CO_03762
CL3734Contig1	HCGP-CT-CO_03763
CL3735Contig1	HCGP-CT-CO_03764
CL3736Contig1	HCGP-CT-CO_03765
CL3737Contig1	HCGP-CT-CO_03766
CL3738Contig1	HCGP-CT-CO_03767
CL3739Contig1	HCGP-CT-CO_03768
CL373Contig1	HCGP-CT-CO_03769
CL3740Contig1	HCGP-CT-CO_03770
CL3741Contig1	HCGP-CT-CO_03771
CL3742Contig1	HCGP-CT-CO_03772
CL3743Contig1	HCGP-CT-CO_03773
CL3744Contig1	HCGP-CT-CO_03774
CL3745Contig1	HCGP-CT-CO_03775
CL3746Contig1	HCGP-CT-CO_03776
CL3748Contig1	HCGP-CT-CO_03777
CL3749Contig1	HCGP-CT-CO_03778
CL3750Contig1	HCGP-CT-CO_03779
CL3751Contig1	HCGP-CT-CO_03780
CL3752Contig1	HCGP-CT-CO_03781
CL3753Contig1	HCGP-CT-CO_03782
CL3755Contig1	HCGP-CT-CO_03783
CL3756Contig1	HCGP-CT-CO_03784
CL3757Contig1	HCGP-CT-CO_03785
CL3758Contig1	HCGP-CT-CO_03786
CL3759Contig1	HCGP-CT-CO_03787
CL375Contig1	HCGP-CT-CO_03788
CL3760Contig1	HCGP-CT-CO_03789
CL3761Contig1	HCGP-CT-CO_03790
CL3763Contig1	HCGP-CT-CO_03791
CL3764Contig1	HCGP-CT-CO_03792
CL3766Contig1	HCGP-CT-CO_03793
CL3767Contig1	HCGP-CT-CO_03794
CL3769Contig1	HCGP-CT-CO_03795
CL376Contig1	HCGP-CT-CO_03796
CL3770Contig1	HCGP-CT-CO_03797
CL3771Contig1	HCGP-CT-CO_03798
CL3772Contig1	HCGP-CT-CO_03799
CL3773Contig1	HCGP-CT-CO_03800
CL3774Contig1	HCGP-CT-CO_03801
CL3776Contig1	HCGP-CT-CO_03802
CL3777Contig1	HCGP-CT-CO_03803
CL3778Contig1	HCGP-CT-CO_03804
CL3779Contig1	HCGP-CT-CO_03805
CL377Contig1	HCGP-CT-CO_03806
CL3780Contig1	HCGP-CT-CO_03807
CL3781Contig1	HCGP-CT-CO_03808
CL3782Contig1	HCGP-CT-CO_03809
CL3783Contig1	HCGP-CT-CO_03810
CL3784Contig1	HCGP-CT-CO_03811
CL3785Contig1	HCGP-CT-CO_03812
CL3786Contig1	HCGP-CT-CO_03813
CL3787Contig1	HCGP-CT-CO_03814
CL3788Contig1	HCGP-CT-CO_03815
CL378Contig1	HCGP-CT-CO_03816
CL378Contig2	HCGP-CT-CO_03817
CL3790Contig1	HCGP-CT-CO_03818
CL3792Contig1	HCGP-CT-CO_03819
CL3793Contig1	HCGP-CT-CO_03820
CL3794Contig1	HCGP-CT-CO_03821
CL3795Contig1	HCGP-CT-CO_03822
CL3796Contig1	HCGP-CT-CO_03823
CL3797Contig1	HCGP-CT-CO_03824
CL3799Contig1	HCGP-CT-CO_03825
CL379Contig1	HCGP-CT-CO_03826
CL37Contig1	HCGP-CT-CO_03827
CL37Contig2	HCGP-CT-CO_03828
CL3800Contig1	HCGP-CT-CO_03829
CL3801Contig1	HCGP-CT-CO_03830
CL3802Contig1	HCGP-CT-CO_03831
CL3804Contig1	HCGP-CT-CO_03832
CL3805Contig1	HCGP-CT-CO_03833
CL3806Contig1	HCGP-CT-CO_03834
CL3808Contig1	HCGP-CT-CO_03835
CL3809Contig1	HCGP-CT-CO_03836
CL380Contig1	HCGP-CT-CO_03837
CL380Contig2	HCGP-CT-CO_03838
CL3810Contig1	HCGP-CT-CO_03839
CL3811Contig1	HCGP-CT-CO_03840
CL3812Contig1	HCGP-CT-CO_03841
CL3813Contig1	HCGP-CT-CO_03842
CL3814Contig1	HCGP-CT-CO_03843
CL3815Contig1	HCGP-CT-CO_03844
CL3816Contig1	HCGP-CT-CO_03845
CL3817Contig1	HCGP-CT-CO_03846
CL3818Contig1	HCGP-CT-CO_03847
CL381Contig1	HCGP-CT-CO_03848
CL3820Contig1	HCGP-CT-CO_03849
CL3822Contig1	HCGP-CT-CO_03850
CL3823Contig1	HCGP-CT-CO_03851
CL3824Contig1	HCGP-CT-CO_03852
CL3825Contig1	HCGP-CT-CO_03853
CL3826Contig1	HCGP-CT-CO_03854
CL3827Contig1	HCGP-CT-CO_03855
CL3828Contig1	HCGP-CT-CO_03856
CL3829Contig1	HCGP-CT-CO_03857
CL382Contig1	HCGP-CT-CO_03858
CL3830Contig1	HCGP-CT-CO_03859
CL3831Contig1	HCGP-CT-CO_03860
CL3832Contig1	HCGP-CT-CO_03861
CL3833Contig1	HCGP-CT-CO_03862
CL3834Contig1	HCGP-CT-CO_03863
CL3835Contig1	HCGP-CT-CO_03864
CL3836Contig1	HCGP-CT-CO_03865
CL3837Contig1	HCGP-CT-CO_03866
CL3838Contig1	HCGP-CT-CO_03867
CL3839Contig1	HCGP-CT-CO_03868
CL383Contig1	HCGP-CT-CO_03869
CL3840Contig1	HCGP-CT-CO_03870
CL3841Contig1	HCGP-CT-CO_03871
CL3842Contig1	HCGP-CT-CO_03872
CL3844Contig1	HCGP-CT-CO_03873
CL3845Contig1	HCGP-CT-CO_03874
CL3846Contig1	HCGP-CT-CO_03875
CL3847Contig1	HCGP-CT-CO_03876
CL3848Contig1	HCGP-CT-CO_03877
CL3849Contig1	HCGP-CT-CO_03878
CL384Contig1	HCGP-CT-CO_03879
CL3850Contig1	HCGP-CT-CO_03880
CL3853Contig1	HCGP-CT-CO_03881
CL3855Contig1	HCGP-CT-CO_03882
CL3856Contig1	HCGP-CT-CO_03883
CL3857Contig1	HCGP-CT-CO_03884
CL3858Contig1	HCGP-CT-CO_03885
CL3859Contig1	HCGP-CT-CO_03886
CL385Contig1	HCGP-CT-CO_03887
CL385Contig2	HCGP-CT-CO_03888
CL3861Contig1	HCGP-CT-CO_03889
CL3862Contig1	HCGP-CT-CO_03890
CL3863Contig1	HCGP-CT-CO_03891
CL3864Contig1	HCGP-CT-CO_03892
CL3866Contig1	HCGP-CT-CO_03893
CL3868Contig1	HCGP-CT-CO_03894
CL3869Contig1	HCGP-CT-CO_03895
CL386Contig1	HCGP-CT-CO_03896
CL3870Contig1	HCGP-CT-CO_03897
CL3871Contig1	HCGP-CT-CO_03898
CL3872Contig1	HCGP-CT-CO_03899
CL3873Contig1	HCGP-CT-CO_03900
CL3874Contig1	HCGP-CT-CO_03901
CL3875Contig1	HCGP-CT-CO_03902
CL3876Contig1	HCGP-CT-CO_03903
CL3878Contig1	HCGP-CT-CO_03904
CL3879Contig1	HCGP-CT-CO_03905
CL387Contig1	HCGP-CT-CO_03906
CL3880Contig1	HCGP-CT-CO_03907
CL3881Contig1	HCGP-CT-CO_03908
CL3882Contig1	HCGP-CT-CO_03909
CL3883Contig1	HCGP-CT-CO_03910
CL3884Contig1	HCGP-CT-CO_03911
CL3885Contig1	HCGP-CT-CO_03912
CL3886Contig1	HCGP-CT-CO_03913
CL3887Contig1	HCGP-CT-CO_03914
CL3888Contig1	HCGP-CT-CO_03915
CL3889Contig1	HCGP-CT-CO_03916
CL388Contig1	HCGP-CT-CO_03917
CL388Contig2	HCGP-CT-CO_03918
CL3890Contig1	HCGP-CT-CO_03919
CL3891Contig1	HCGP-CT-CO_03920
CL3892Contig1	HCGP-CT-CO_03921
CL3893Contig1	HCGP-CT-CO_03922
CL3895Contig1	HCGP-CT-CO_03923
CL3897Contig1	HCGP-CT-CO_03924
CL3898Contig1	HCGP-CT-CO_03925
CL3899Contig1	HCGP-CT-CO_03926
CL389Contig1	HCGP-CT-CO_03927
CL38Contig1	HCGP-CT-CO_03928
CL3900Contig1	HCGP-CT-CO_03929
CL3901Contig1	HCGP-CT-CO_03930
CL3902Contig1	HCGP-CT-CO_03931
CL3905Contig1	HCGP-CT-CO_03932
CL3906Contig1	HCGP-CT-CO_03933
CL3908Contig1	HCGP-CT-CO_03934
CL3909Contig1	HCGP-CT-CO_03935
CL390Contig1	HCGP-CT-CO_03936
CL3910Contig1	HCGP-CT-CO_03937
CL3912Contig1	HCGP-CT-CO_03938
CL3915Contig1	HCGP-CT-CO_03939
CL3917Contig1	HCGP-CT-CO_03940
CL3918Contig1	HCGP-CT-CO_03941
CL3919Contig1	HCGP-CT-CO_03942
CL391Contig1	HCGP-CT-CO_03943
CL391Contig2	HCGP-CT-CO_03944
CL3920Contig1	HCGP-CT-CO_03945
CL3921Contig1	HCGP-CT-CO_03946
CL3922Contig1	HCGP-CT-CO_03947
CL3923Contig1	HCGP-CT-CO_03948
CL3924Contig1	HCGP-CT-CO_03949
CL3925Contig1	HCGP-CT-CO_03950
CL3926Contig1	HCGP-CT-CO_03951
CL3927Contig1	HCGP-CT-CO_03952
CL3928Contig1	HCGP-CT-CO_03953
CL3929Contig1	HCGP-CT-CO_03954
CL392Contig1	HCGP-CT-CO_03955
CL3930Contig1	HCGP-CT-CO_03956
CL3933Contig1	HCGP-CT-CO_03957
CL3934Contig1	HCGP-CT-CO_03958
CL3935Contig1	HCGP-CT-CO_03959
CL3936Contig1	HCGP-CT-CO_03960
CL3937Contig1	HCGP-CT-CO_03961
CL3938Contig1	HCGP-CT-CO_03962
CL3939Contig1	HCGP-CT-CO_03963
CL393Contig1	HCGP-CT-CO_03964
CL3941Contig1	HCGP-CT-CO_03965
CL3942Contig1	HCGP-CT-CO_03966
CL3944Contig1	HCGP-CT-CO_03967
CL3946Contig1	HCGP-CT-CO_03968
CL3947Contig1	HCGP-CT-CO_03969
CL3948Contig1	HCGP-CT-CO_03970
CL3949Contig1	HCGP-CT-CO_03971
CL394Contig1	HCGP-CT-CO_03972
CL3950Contig1	HCGP-CT-CO_03973
CL3951Contig1	HCGP-CT-CO_03974
CL3952Contig1	HCGP-CT-CO_03975
CL3955Contig1	HCGP-CT-CO_03976
CL3957Contig1	HCGP-CT-CO_03977
CL3958Contig1	HCGP-CT-CO_03978
CL3959Contig1	HCGP-CT-CO_03979
CL395Contig1	HCGP-CT-CO_03980
CL3960Contig1	HCGP-CT-CO_03981
CL3962Contig1	HCGP-CT-CO_03982
CL3963Contig1	HCGP-CT-CO_03983
CL3964Contig1	HCGP-CT-CO_03984
CL3965Contig1	HCGP-CT-CO_03985
CL3966Contig1	HCGP-CT-CO_03986
CL3967Contig1	HCGP-CT-CO_03987
CL3969Contig1	HCGP-CT-CO_03988
CL396Contig1	HCGP-CT-CO_03989
CL396Contig2	HCGP-CT-CO_03990
CL3970Contig1	HCGP-CT-CO_03991
CL3971Contig1	HCGP-CT-CO_03992
CL3972Contig1	HCGP-CT-CO_03993
CL3973Contig1	HCGP-CT-CO_03994
CL3974Contig1	HCGP-CT-CO_03995
CL3975Contig1	HCGP-CT-CO_03996
CL3976Contig1	HCGP-CT-CO_03997
CL3977Contig1	HCGP-CT-CO_03998
CL3978Contig1	HCGP-CT-CO_03999
CL3979Contig1	HCGP-CT-CO_04000
CL397Contig1	HCGP-CT-CO_04001
CL397Contig2	HCGP-CT-CO_04002
CL3981Contig1	HCGP-CT-CO_04003
CL3982Contig1	HCGP-CT-CO_04004
CL3983Contig1	HCGP-CT-CO_04005
CL3984Contig1	HCGP-CT-CO_04006
CL3985Contig1	HCGP-CT-CO_04007
CL3986Contig1	HCGP-CT-CO_04008
CL3987Contig1	HCGP-CT-CO_04009
CL3988Contig1	HCGP-CT-CO_04010
CL398Contig1	HCGP-CT-CO_04011
CL3990Contig1	HCGP-CT-CO_04012
CL3992Contig1	HCGP-CT-CO_04013
CL3993Contig1	HCGP-CT-CO_04014
CL3994Contig1	HCGP-CT-CO_04015
CL3995Contig1	HCGP-CT-CO_04016
CL3996Contig1	HCGP-CT-CO_04017
CL3997Contig1	HCGP-CT-CO_04018
CL3999Contig1	HCGP-CT-CO_04019
CL399Contig1	HCGP-CT-CO_04020
CL39Contig1	HCGP-CT-CO_04021
CL39Contig2	HCGP-CT-CO_04022
CL39Contig3	HCGP-CT-CO_04023
CL3Contig1	HCGP-CT-CO_04024
CL4000Contig1	HCGP-CT-CO_04025
CL4001Contig1	HCGP-CT-CO_04026
CL4002Contig1	HCGP-CT-CO_04027
CL4004Contig1	HCGP-CT-CO_04028
CL4005Contig1	HCGP-CT-CO_04029
CL4006Contig1	HCGP-CT-CO_04030
CL4007Contig1	HCGP-CT-CO_04031
CL4008Contig1	HCGP-CT-CO_04032
CL4009Contig1	HCGP-CT-CO_04033
CL400Contig1	HCGP-CT-CO_04034
CL4010Contig1	HCGP-CT-CO_04035
CL4011Contig1	HCGP-CT-CO_04036
CL4012Contig1	HCGP-CT-CO_04037
CL4016Contig1	HCGP-CT-CO_04038
CL4017Contig1	HCGP-CT-CO_04039
CL4018Contig1	HCGP-CT-CO_04040
CL4019Contig1	HCGP-CT-CO_04041
CL401Contig1	HCGP-CT-CO_04042
CL4020Contig1	HCGP-CT-CO_04043
CL4022Contig1	HCGP-CT-CO_04044
CL4023Contig1	HCGP-CT-CO_04045
CL4024Contig1	HCGP-CT-CO_04046
CL4025Contig1	HCGP-CT-CO_04047
CL4027Contig1	HCGP-CT-CO_04048
CL4029Contig1	HCGP-CT-CO_04049
CL402Contig1	HCGP-CT-CO_04050
CL4030Contig1	HCGP-CT-CO_04051
CL4031Contig1	HCGP-CT-CO_04052
CL4032Contig1	HCGP-CT-CO_04053
CL4033Contig1	HCGP-CT-CO_04054
CL4034Contig1	HCGP-CT-CO_04055
CL4035Contig1	HCGP-CT-CO_04056
CL4036Contig1	HCGP-CT-CO_04057
CL4037Contig1	HCGP-CT-CO_04058
CL4038Contig1	HCGP-CT-CO_04059
CL4039Contig1	HCGP-CT-CO_04060
CL403Contig1	HCGP-CT-CO_04061
CL403Contig2	HCGP-CT-CO_04062
CL4043Contig1	HCGP-CT-CO_04063
CL4044Contig1	HCGP-CT-CO_04064
CL4045Contig1	HCGP-CT-CO_04065
CL4046Contig1	HCGP-CT-CO_04066
CL4047Contig1	HCGP-CT-CO_04067
CL4048Contig1	HCGP-CT-CO_04068
CL4050Contig1	HCGP-CT-CO_04069
CL4051Contig1	HCGP-CT-CO_04070
CL4052Contig1	HCGP-CT-CO_04071
CL4053Contig1	HCGP-CT-CO_04072
CL4054Contig1	HCGP-CT-CO_04073
CL4055Contig1	HCGP-CT-CO_04074
CL4056Contig1	HCGP-CT-CO_04075
CL4057Contig1	HCGP-CT-CO_04076
CL4058Contig1	HCGP-CT-CO_04077
CL4059Contig1	HCGP-CT-CO_04078
CL405Contig1	HCGP-CT-CO_04079
CL4060Contig1	HCGP-CT-CO_04080
CL4061Contig1	HCGP-CT-CO_04081
CL4062Contig1	HCGP-CT-CO_04082
CL4063Contig1	HCGP-CT-CO_04083
CL4064Contig1	HCGP-CT-CO_04084
CL4065Contig1	HCGP-CT-CO_04085
CL4066Contig1	HCGP-CT-CO_04086
CL4067Contig1	HCGP-CT-CO_04087
CL4068Contig1	HCGP-CT-CO_04088
CL406Contig1	HCGP-CT-CO_04089
CL4070Contig1	HCGP-CT-CO_04090
CL4071Contig1	HCGP-CT-CO_04091
CL4072Contig1	HCGP-CT-CO_04092
CL4073Contig1	HCGP-CT-CO_04093
CL4074Contig1	HCGP-CT-CO_04094
CL4075Contig1	HCGP-CT-CO_04095
CL4076Contig1	HCGP-CT-CO_04096
CL4077Contig1	HCGP-CT-CO_04097
CL4078Contig1	HCGP-CT-CO_04098
CL4079Contig1	HCGP-CT-CO_04099
CL407Contig1	HCGP-CT-CO_04100
CL4081Contig1	HCGP-CT-CO_04101
CL4082Contig1	HCGP-CT-CO_04102
CL4084Contig1	HCGP-CT-CO_04103
CL4087Contig1	HCGP-CT-CO_04104
CL4088Contig1	HCGP-CT-CO_04105
CL4089Contig1	HCGP-CT-CO_04106
CL408Contig1	HCGP-CT-CO_04107
CL4090Contig1	HCGP-CT-CO_04108
CL4091Contig1	HCGP-CT-CO_04109
CL4092Contig1	HCGP-CT-CO_04110
CL4093Contig1	HCGP-CT-CO_04111
CL4094Contig1	HCGP-CT-CO_04112
CL4098Contig1	HCGP-CT-CO_04113
CL409Contig1	HCGP-CT-CO_04114
CL40Contig1	HCGP-CT-CO_04115
CL40Contig2	HCGP-CT-CO_04116
CL40Contig3	HCGP-CT-CO_04117
CL40Contig4	HCGP-CT-CO_04118
CL40Contig5	HCGP-CT-CO_04119
CL40Contig6	HCGP-CT-CO_04120
CL4101Contig1	HCGP-CT-CO_04121
CL4102Contig1	HCGP-CT-CO_04122
CL4103Contig1	HCGP-CT-CO_04123
CL4105Contig1	HCGP-CT-CO_04124
CL4106Contig1	HCGP-CT-CO_04125
CL4107Contig1	HCGP-CT-CO_04126
CL4108Contig1	HCGP-CT-CO_04127
CL410Contig1	HCGP-CT-CO_04128
CL4110Contig1	HCGP-CT-CO_04129
CL4111Contig1	HCGP-CT-CO_04130
CL4112Contig1	HCGP-CT-CO_04131
CL4114Contig1	HCGP-CT-CO_04132
CL4115Contig1	HCGP-CT-CO_04133
CL4116Contig1	HCGP-CT-CO_04134
CL4117Contig1	HCGP-CT-CO_04135
CL4118Contig1	HCGP-CT-CO_04136
CL4119Contig1	HCGP-CT-CO_04137
CL411Contig1	HCGP-CT-CO_04138
CL4120Contig1	HCGP-CT-CO_04139
CL4121Contig1	HCGP-CT-CO_04140
CL4122Contig1	HCGP-CT-CO_04141
CL4123Contig1	HCGP-CT-CO_04142
CL4124Contig1	HCGP-CT-CO_04143
CL4126Contig1	HCGP-CT-CO_04144
CL4128Contig1	HCGP-CT-CO_04145
CL412Contig1	HCGP-CT-CO_04146
CL4130Contig1	HCGP-CT-CO_04147
CL4131Contig1	HCGP-CT-CO_04148
CL4132Contig1	HCGP-CT-CO_04149
CL4133Contig1	HCGP-CT-CO_04150
CL4134Contig1	HCGP-CT-CO_04151
CL4136Contig1	HCGP-CT-CO_04152
CL4137Contig1	HCGP-CT-CO_04153
CL4138Contig1	HCGP-CT-CO_04154
CL4139Contig1	HCGP-CT-CO_04155
CL413Contig1	HCGP-CT-CO_04156
CL413Contig2	HCGP-CT-CO_04157
CL4140Contig1	HCGP-CT-CO_04158
CL4141Contig1	HCGP-CT-CO_04159
CL4142Contig1	HCGP-CT-CO_04160
CL4144Contig1	HCGP-CT-CO_04161
CL4145Contig1	HCGP-CT-CO_04162
CL4146Contig1	HCGP-CT-CO_04163
CL4147Contig1	HCGP-CT-CO_04164
CL4148Contig1	HCGP-CT-CO_04165
CL4149Contig1	HCGP-CT-CO_04166
CL414Contig1	HCGP-CT-CO_04167
CL414Contig2	HCGP-CT-CO_04168
CL4150Contig1	HCGP-CT-CO_04169
CL4151Contig1	HCGP-CT-CO_04170
CL4152Contig1	HCGP-CT-CO_04171
CL4153Contig1	HCGP-CT-CO_04172
CL4154Contig1	HCGP-CT-CO_04173
CL4155Contig1	HCGP-CT-CO_04174
CL4156Contig1	HCGP-CT-CO_04175
CL4157Contig1	HCGP-CT-CO_04176
CL4159Contig1	HCGP-CT-CO_04177
CL415Contig1	HCGP-CT-CO_04178
CL4160Contig1	HCGP-CT-CO_04179
CL4161Contig1	HCGP-CT-CO_04180
CL4162Contig1	HCGP-CT-CO_04181
CL4163Contig1	HCGP-CT-CO_04182
CL4164Contig1	HCGP-CT-CO_04183
CL4165Contig1	HCGP-CT-CO_04184
CL4166Contig1	HCGP-CT-CO_04185
CL4167Contig1	HCGP-CT-CO_04186
CL4168Contig1	HCGP-CT-CO_04187
CL4169Contig1	HCGP-CT-CO_04188
CL416Contig1	HCGP-CT-CO_04189
CL4170Contig1	HCGP-CT-CO_04190
CL4171Contig1	HCGP-CT-CO_04191
CL4172Contig1	HCGP-CT-CO_04192
CL4173Contig1	HCGP-CT-CO_04193
CL4174Contig1	HCGP-CT-CO_04194
CL4175Contig1	HCGP-CT-CO_04195
CL4176Contig1	HCGP-CT-CO_04196
CL4177Contig1	HCGP-CT-CO_04197
CL4178Contig1	HCGP-CT-CO_04198
CL4179Contig1	HCGP-CT-CO_04199
CL417Contig1	HCGP-CT-CO_04200
CL4180Contig1	HCGP-CT-CO_04201
CL4181Contig1	HCGP-CT-CO_04202
CL4183Contig1	HCGP-CT-CO_04203
CL4184Contig1	HCGP-CT-CO_04204
CL4185Contig1	HCGP-CT-CO_04205
CL4186Contig1	HCGP-CT-CO_04206
CL4187Contig1	HCGP-CT-CO_04207
CL4188Contig1	HCGP-CT-CO_04208
CL4189Contig1	HCGP-CT-CO_04209
CL418Contig1	HCGP-CT-CO_04210
CL4190Contig1	HCGP-CT-CO_04211
CL4191Contig1	HCGP-CT-CO_04212
CL4192Contig1	HCGP-CT-CO_04213
CL4193Contig1	HCGP-CT-CO_04214
CL4194Contig1	HCGP-CT-CO_04215
CL4195Contig1	HCGP-CT-CO_04216
CL4196Contig1	HCGP-CT-CO_04217
CL4197Contig1	HCGP-CT-CO_04218
CL4198Contig1	HCGP-CT-CO_04219
CL4199Contig1	HCGP-CT-CO_04220
CL419Contig1	HCGP-CT-CO_04221
CL41Contig1	HCGP-CT-CO_04222
CL41Contig2	HCGP-CT-CO_04223
CL4200Contig1	HCGP-CT-CO_04224
CL4202Contig1	HCGP-CT-CO_04225
CL4203Contig1	HCGP-CT-CO_04226
CL4205Contig1	HCGP-CT-CO_04227
CL4206Contig1	HCGP-CT-CO_04228
CL4207Contig1	HCGP-CT-CO_04229
CL4208Contig1	HCGP-CT-CO_04230
CL420Contig1	HCGP-CT-CO_04231
CL4210Contig1	HCGP-CT-CO_04232
CL4211Contig1	HCGP-CT-CO_04233
CL4212Contig1	HCGP-CT-CO_04234
CL4213Contig1	HCGP-CT-CO_04235
CL4214Contig1	HCGP-CT-CO_04236
CL4216Contig1	HCGP-CT-CO_04237
CL4217Contig1	HCGP-CT-CO_04238
CL4218Contig1	HCGP-CT-CO_04239
CL4219Contig1	HCGP-CT-CO_04240
CL421Contig1	HCGP-CT-CO_04241
CL4220Contig1	HCGP-CT-CO_04242
CL4222Contig1	HCGP-CT-CO_04243
CL4223Contig1	HCGP-CT-CO_04244
CL4224Contig1	HCGP-CT-CO_04245
CL4225Contig1	HCGP-CT-CO_04246
CL4229Contig1	HCGP-CT-CO_04247
CL422Contig1	HCGP-CT-CO_04248
CL4230Contig1	HCGP-CT-CO_04249
CL4231Contig1	HCGP-CT-CO_04250
CL4232Contig1	HCGP-CT-CO_04251
CL4234Contig1	HCGP-CT-CO_04252
CL4235Contig1	HCGP-CT-CO_04253
CL4236Contig1	HCGP-CT-CO_04254
CL4237Contig1	HCGP-CT-CO_04255
CL4238Contig1	HCGP-CT-CO_04256
CL4239Contig1	HCGP-CT-CO_04257
CL423Contig1	HCGP-CT-CO_04258
CL423Contig2	HCGP-CT-CO_04259
CL4240Contig1	HCGP-CT-CO_04260
CL4241Contig1	HCGP-CT-CO_04261
CL4242Contig1	HCGP-CT-CO_04262
CL4243Contig1	HCGP-CT-CO_04263
CL4244Contig1	HCGP-CT-CO_04264
CL4245Contig1	HCGP-CT-CO_04265
CL4246Contig1	HCGP-CT-CO_04266
CL4247Contig1	HCGP-CT-CO_04267
CL4249Contig1	HCGP-CT-CO_04268
CL424Contig1	HCGP-CT-CO_04269
CL4250Contig1	HCGP-CT-CO_04270
CL4251Contig1	HCGP-CT-CO_04271
CL4252Contig1	HCGP-CT-CO_04272
CL4253Contig1	HCGP-CT-CO_04273
CL4254Contig1	HCGP-CT-CO_04274
CL4255Contig1	HCGP-CT-CO_04275
CL4256Contig1	HCGP-CT-CO_04276
CL4257Contig1	HCGP-CT-CO_04277
CL4258Contig1	HCGP-CT-CO_04278
CL425Contig1	HCGP-CT-CO_04279
CL425Contig2	HCGP-CT-CO_04280
CL4261Contig1	HCGP-CT-CO_04281
CL4262Contig1	HCGP-CT-CO_04282
CL4263Contig1	HCGP-CT-CO_04283
CL4264Contig1	HCGP-CT-CO_04284
CL4266Contig1	HCGP-CT-CO_04285
CL4267Contig1	HCGP-CT-CO_04286
CL4268Contig1	HCGP-CT-CO_04287
CL4269Contig1	HCGP-CT-CO_04288
CL426Contig1	HCGP-CT-CO_04289
CL426Contig2	HCGP-CT-CO_04290
CL426Contig3	HCGP-CT-CO_04291
CL4270Contig1	HCGP-CT-CO_04292
CL4271Contig1	HCGP-CT-CO_04293
CL4272Contig1	HCGP-CT-CO_04294
CL4273Contig1	HCGP-CT-CO_04295
CL4274Contig1	HCGP-CT-CO_04296
CL4275Contig1	HCGP-CT-CO_04297
CL4276Contig1	HCGP-CT-CO_04298
CL4277Contig1	HCGP-CT-CO_04299
CL4279Contig1	HCGP-CT-CO_04300
CL427Contig1	HCGP-CT-CO_04301
CL4280Contig1	HCGP-CT-CO_04302
CL4282Contig1	HCGP-CT-CO_04303
CL4283Contig1	HCGP-CT-CO_04304
CL4284Contig1	HCGP-CT-CO_04305
CL4285Contig1	HCGP-CT-CO_04306
CL4286Contig1	HCGP-CT-CO_04307
CL4287Contig1	HCGP-CT-CO_04308
CL4288Contig1	HCGP-CT-CO_04309
CL4289Contig1	HCGP-CT-CO_04310
CL428Contig1	HCGP-CT-CO_04311
CL4291Contig1	HCGP-CT-CO_04312
CL4292Contig1	HCGP-CT-CO_04313
CL4293Contig1	HCGP-CT-CO_04314
CL4294Contig1	HCGP-CT-CO_04315
CL4295Contig1	HCGP-CT-CO_04316
CL4296Contig1	HCGP-CT-CO_04317
CL4297Contig1	HCGP-CT-CO_04318
CL4298Contig1	HCGP-CT-CO_04319
CL4299Contig1	HCGP-CT-CO_04320
CL429Contig1	HCGP-CT-CO_04321
CL42Contig1	HCGP-CT-CO_04322
CL42Contig2	HCGP-CT-CO_04323
CL4300Contig1	HCGP-CT-CO_04324
CL4301Contig1	HCGP-CT-CO_04325
CL4302Contig1	HCGP-CT-CO_04326
CL4304Contig1	HCGP-CT-CO_04327
CL4306Contig1	HCGP-CT-CO_04328
CL4307Contig1	HCGP-CT-CO_04329
CL4308Contig1	HCGP-CT-CO_04330
CL4309Contig1	HCGP-CT-CO_04331
CL430Contig1	HCGP-CT-CO_04332
CL4310Contig1	HCGP-CT-CO_04333
CL4311Contig1	HCGP-CT-CO_04334
CL4312Contig1	HCGP-CT-CO_04335
CL4313Contig1	HCGP-CT-CO_04336
CL4314Contig1	HCGP-CT-CO_04337
CL4315Contig1	HCGP-CT-CO_04338
CL4316Contig1	HCGP-CT-CO_04339
CL4317Contig1	HCGP-CT-CO_04340
CL4318Contig1	HCGP-CT-CO_04341
CL4319Contig1	HCGP-CT-CO_04342
CL431Contig1	HCGP-CT-CO_04343
CL4320Contig1	HCGP-CT-CO_04344
CL4321Contig1	HCGP-CT-CO_04345
CL4322Contig1	HCGP-CT-CO_04346
CL4323Contig1	HCGP-CT-CO_04347
