#TGICL_NAME	CONTIG_NAME
CL639Contig1	HCGP-CT-CO_06489
CL63Contig1	HCGP-CT-CO_06490
CL63Contig2	HCGP-CT-CO_06491
CL63Contig3	HCGP-CT-CO_06492
CL6400Contig1	HCGP-CT-CO_06493
CL6401Contig1	HCGP-CT-CO_06494
CL6402Contig1	HCGP-CT-CO_06495
CL6403Contig1	HCGP-CT-CO_06496
CL6404Contig1	HCGP-CT-CO_06497
CL6405Contig1	HCGP-CT-CO_06498
CL6406Contig1	HCGP-CT-CO_06499
CL6407Contig1	HCGP-CT-CO_06500
CL6408Contig1	HCGP-CT-CO_06501
CL6409Contig1	HCGP-CT-CO_06502
CL640Contig1	HCGP-CT-CO_06503
CL6410Contig1	HCGP-CT-CO_06504
CL6411Contig1	HCGP-CT-CO_06505
CL6412Contig1	HCGP-CT-CO_06506
CL6413Contig1	HCGP-CT-CO_06507
CL6414Contig1	HCGP-CT-CO_06508
CL6416Contig1	HCGP-CT-CO_06509
CL6417Contig1	HCGP-CT-CO_06510
CL6418Contig1	HCGP-CT-CO_06511
CL6419Contig1	HCGP-CT-CO_06512
CL641Contig1	HCGP-CT-CO_06513
CL6420Contig1	HCGP-CT-CO_06514
CL6421Contig1	HCGP-CT-CO_06515
CL6422Contig1	HCGP-CT-CO_06516
CL6424Contig1	HCGP-CT-CO_06517
CL6426Contig1	HCGP-CT-CO_06518
CL6427Contig1	HCGP-CT-CO_06519
CL6428Contig1	HCGP-CT-CO_06520
CL6429Contig1	HCGP-CT-CO_06521
CL642Contig1	HCGP-CT-CO_06522
CL6430Contig1	HCGP-CT-CO_06523
CL6431Contig1	HCGP-CT-CO_06524
CL6432Contig1	HCGP-CT-CO_06525
CL6433Contig1	HCGP-CT-CO_06526
CL6434Contig1	HCGP-CT-CO_06527
CL6435Contig1	HCGP-CT-CO_06528
CL6436Contig1	HCGP-CT-CO_06529
CL6437Contig1	HCGP-CT-CO_06530
CL6438Contig1	HCGP-CT-CO_06531
CL6439Contig1	HCGP-CT-CO_06532
CL643Contig1	HCGP-CT-CO_06533
CL6440Contig1	HCGP-CT-CO_06534
CL6441Contig1	HCGP-CT-CO_06535
CL6442Contig1	HCGP-CT-CO_06536
CL6443Contig1	HCGP-CT-CO_06537
CL6444Contig1	HCGP-CT-CO_06538
CL6445Contig1	HCGP-CT-CO_06539
CL6446Contig1	HCGP-CT-CO_06540
CL6448Contig1	HCGP-CT-CO_06541
CL6449Contig1	HCGP-CT-CO_06542
CL644Contig1	HCGP-CT-CO_06543
CL6450Contig1	HCGP-CT-CO_06544
CL6451Contig1	HCGP-CT-CO_06545
CL6452Contig1	HCGP-CT-CO_06546
CL6453Contig1	HCGP-CT-CO_06547
CL6454Contig1	HCGP-CT-CO_06548
CL6456Contig1	HCGP-CT-CO_06549
CL6458Contig1	HCGP-CT-CO_06550
CL6459Contig1	HCGP-CT-CO_06551
CL645Contig1	HCGP-CT-CO_06552
CL6460Contig1	HCGP-CT-CO_06553
CL6461Contig1	HCGP-CT-CO_06554
CL6462Contig1	HCGP-CT-CO_06555
CL6463Contig1	HCGP-CT-CO_06556
CL6464Contig1	HCGP-CT-CO_06557
CL6465Contig1	HCGP-CT-CO_06558
CL6466Contig1	HCGP-CT-CO_06559
CL6467Contig1	HCGP-CT-CO_06560
CL6468Contig1	HCGP-CT-CO_06561
CL6469Contig1	HCGP-CT-CO_06562
CL646Contig1	HCGP-CT-CO_06563
CL6470Contig1	HCGP-CT-CO_06564
CL6471Contig1	HCGP-CT-CO_06565
CL6472Contig1	HCGP-CT-CO_06566
CL6473Contig1	HCGP-CT-CO_06567
CL6474Contig1	HCGP-CT-CO_06568
CL6475Contig1	HCGP-CT-CO_06569
CL6476Contig1	HCGP-CT-CO_06570
CL6477Contig1	HCGP-CT-CO_06571
CL6478Contig1	HCGP-CT-CO_06572
CL6479Contig1	HCGP-CT-CO_06573
CL647Contig1	HCGP-CT-CO_06574
CL6480Contig1	HCGP-CT-CO_06575
CL6481Contig1	HCGP-CT-CO_06576
CL6482Contig1	HCGP-CT-CO_06577
CL6483Contig1	HCGP-CT-CO_06578
CL6484Contig1	HCGP-CT-CO_06579
CL6485Contig1	HCGP-CT-CO_06580
CL6486Contig1	HCGP-CT-CO_06581
CL6487Contig1	HCGP-CT-CO_06582
CL6488Contig1	HCGP-CT-CO_06583
CL6489Contig1	HCGP-CT-CO_06584
CL648Contig1	HCGP-CT-CO_06585
CL6490Contig1	HCGP-CT-CO_06586
CL6492Contig1	HCGP-CT-CO_06587
CL6493Contig1	HCGP-CT-CO_06588
CL6494Contig1	HCGP-CT-CO_06589
CL6495Contig1	HCGP-CT-CO_06590
CL6496Contig1	HCGP-CT-CO_06591
CL6497Contig1	HCGP-CT-CO_06592
CL6498Contig1	HCGP-CT-CO_06593
CL6499Contig1	HCGP-CT-CO_06594
CL649Contig1	HCGP-CT-CO_06595
CL6500Contig1	HCGP-CT-CO_06596
CL6501Contig1	HCGP-CT-CO_06597
CL6502Contig1	HCGP-CT-CO_06598
CL6503Contig1	HCGP-CT-CO_06599
CL6504Contig1	HCGP-CT-CO_06600
CL6505Contig1	HCGP-CT-CO_06601
CL6506Contig1	HCGP-CT-CO_06602
CL6507Contig1	HCGP-CT-CO_06603
CL6508Contig1	HCGP-CT-CO_06604
CL6509Contig1	HCGP-CT-CO_06605
CL650Contig1	HCGP-CT-CO_06606
CL650Contig2	HCGP-CT-CO_06607
CL6510Contig1	HCGP-CT-CO_06608
CL6511Contig1	HCGP-CT-CO_06609
CL6513Contig1	HCGP-CT-CO_06610
CL6514Contig1	HCGP-CT-CO_06611
CL6515Contig1	HCGP-CT-CO_06612
CL6516Contig1	HCGP-CT-CO_06613
CL6517Contig1	HCGP-CT-CO_06614
CL6518Contig1	HCGP-CT-CO_06615
CL6519Contig1	HCGP-CT-CO_06616
CL651Contig1	HCGP-CT-CO_06617
CL6520Contig1	HCGP-CT-CO_06618
CL6521Contig1	HCGP-CT-CO_06619
CL6522Contig1	HCGP-CT-CO_06620
CL6523Contig1	HCGP-CT-CO_06621
CL6524Contig1	HCGP-CT-CO_06622
CL6525Contig1	HCGP-CT-CO_06623
CL6526Contig1	HCGP-CT-CO_06624
CL6527Contig1	HCGP-CT-CO_06625
CL6528Contig1	HCGP-CT-CO_06626
CL6529Contig1	HCGP-CT-CO_06627
CL652Contig1	HCGP-CT-CO_06628
CL652Contig2	HCGP-CT-CO_06629
CL6530Contig1	HCGP-CT-CO_06630
CL6533Contig1	HCGP-CT-CO_06631
CL6534Contig1	HCGP-CT-CO_06632
CL6535Contig1	HCGP-CT-CO_06633
CL6536Contig1	HCGP-CT-CO_06634
CL6537Contig1	HCGP-CT-CO_06635
CL6538Contig1	HCGP-CT-CO_06636
CL653Contig1	HCGP-CT-CO_06637
CL6540Contig1	HCGP-CT-CO_06638
CL6541Contig1	HCGP-CT-CO_06639
CL6542Contig1	HCGP-CT-CO_06640
CL6543Contig1	HCGP-CT-CO_06641
CL6544Contig1	HCGP-CT-CO_06642
CL6545Contig1	HCGP-CT-CO_06643
CL6546Contig1	HCGP-CT-CO_06644
CL6547Contig1	HCGP-CT-CO_06645
CL6548Contig1	HCGP-CT-CO_06646
CL6549Contig1	HCGP-CT-CO_06647
CL654Contig1	HCGP-CT-CO_06648
CL6550Contig1	HCGP-CT-CO_06649
CL6551Contig1	HCGP-CT-CO_06650
CL6553Contig1	HCGP-CT-CO_06651
CL6554Contig1	HCGP-CT-CO_06652
CL6555Contig1	HCGP-CT-CO_06653
CL6556Contig1	HCGP-CT-CO_06654
CL6557Contig1	HCGP-CT-CO_06655
CL6559Contig1	HCGP-CT-CO_06656
CL655Contig1	HCGP-CT-CO_06657
CL6560Contig1	HCGP-CT-CO_06658
CL6561Contig1	HCGP-CT-CO_06659
CL6562Contig1	HCGP-CT-CO_06660
CL6563Contig1	HCGP-CT-CO_06661
CL6564Contig1	HCGP-CT-CO_06662
CL6566Contig1	HCGP-CT-CO_06663
CL6567Contig1	HCGP-CT-CO_06664
CL6568Contig1	HCGP-CT-CO_06665
CL6569Contig1	HCGP-CT-CO_06666
CL656Contig1	HCGP-CT-CO_06667
CL6570Contig1	HCGP-CT-CO_06668
CL6571Contig1	HCGP-CT-CO_06669
CL6572Contig1	HCGP-CT-CO_06670
CL6573Contig1	HCGP-CT-CO_06671
CL6574Contig1	HCGP-CT-CO_06672
CL6575Contig1	HCGP-CT-CO_06673
CL6576Contig1	HCGP-CT-CO_06674
CL6577Contig1	HCGP-CT-CO_06675
CL6578Contig1	HCGP-CT-CO_06676
CL6579Contig1	HCGP-CT-CO_06677
CL657Contig1	HCGP-CT-CO_06678
CL6580Contig1	HCGP-CT-CO_06679
CL6581Contig1	HCGP-CT-CO_06680
CL6582Contig1	HCGP-CT-CO_06681
CL6584Contig1	HCGP-CT-CO_06682
CL6585Contig1	HCGP-CT-CO_06683
CL6586Contig1	HCGP-CT-CO_06684
CL6587Contig1	HCGP-CT-CO_06685
CL6588Contig1	HCGP-CT-CO_06686
CL658Contig1	HCGP-CT-CO_06687
CL6590Contig1	HCGP-CT-CO_06688
CL6591Contig1	HCGP-CT-CO_06689
CL6592Contig1	HCGP-CT-CO_06690
CL6593Contig1	HCGP-CT-CO_06691
CL6594Contig1	HCGP-CT-CO_06692
CL6595Contig1	HCGP-CT-CO_06693
CL6597Contig1	HCGP-CT-CO_06694
CL6598Contig1	HCGP-CT-CO_06695
CL6599Contig1	HCGP-CT-CO_06696
CL65Contig1	HCGP-CT-CO_06697
CL65Contig2	HCGP-CT-CO_06698
CL65Contig3	HCGP-CT-CO_06699
CL65Contig4	HCGP-CT-CO_06700
CL6600Contig1	HCGP-CT-CO_06701
CL6601Contig1	HCGP-CT-CO_06702
CL6603Contig1	HCGP-CT-CO_06703
CL6604Contig1	HCGP-CT-CO_06704
CL6605Contig1	HCGP-CT-CO_06705
CL6606Contig1	HCGP-CT-CO_06706
CL6607Contig1	HCGP-CT-CO_06707
CL6609Contig1	HCGP-CT-CO_06708
CL660Contig1	HCGP-CT-CO_06709
CL6610Contig1	HCGP-CT-CO_06710
CL6611Contig1	HCGP-CT-CO_06711
CL6612Contig1	HCGP-CT-CO_06712
CL6613Contig1	HCGP-CT-CO_06713
CL6614Contig1	HCGP-CT-CO_06714
CL6615Contig1	HCGP-CT-CO_06715
CL6616Contig1	HCGP-CT-CO_06716
CL6617Contig1	HCGP-CT-CO_06717
CL6618Contig1	HCGP-CT-CO_06718
CL6619Contig1	HCGP-CT-CO_06719
CL661Contig1	HCGP-CT-CO_06720
CL6620Contig1	HCGP-CT-CO_06721
CL6623Contig1	HCGP-CT-CO_06722
CL6624Contig1	HCGP-CT-CO_06723
CL6625Contig1	HCGP-CT-CO_06724
CL6626Contig1	HCGP-CT-CO_06725
CL6627Contig1	HCGP-CT-CO_06726
CL6628Contig1	HCGP-CT-CO_06727
CL6629Contig1	HCGP-CT-CO_06728
CL662Contig1	HCGP-CT-CO_06729
CL6630Contig1	HCGP-CT-CO_06730
CL6631Contig1	HCGP-CT-CO_06731
CL6632Contig1	HCGP-CT-CO_06732
CL6633Contig1	HCGP-CT-CO_06733
CL6634Contig1	HCGP-CT-CO_06734
CL6635Contig1	HCGP-CT-CO_06735
CL6636Contig1	HCGP-CT-CO_06736
CL6637Contig1	HCGP-CT-CO_06737
CL6638Contig1	HCGP-CT-CO_06738
CL663Contig1	HCGP-CT-CO_06739
CL6640Contig1	HCGP-CT-CO_06740
CL6641Contig1	HCGP-CT-CO_06741
CL6642Contig1	HCGP-CT-CO_06742
CL6643Contig1	HCGP-CT-CO_06743
CL6644Contig1	HCGP-CT-CO_06744
CL6645Contig1	HCGP-CT-CO_06745
CL6646Contig1	HCGP-CT-CO_06746
CL6647Contig1	HCGP-CT-CO_06747
CL6649Contig1	HCGP-CT-CO_06748
CL664Contig1	HCGP-CT-CO_06749
CL6650Contig1	HCGP-CT-CO_06750
CL6651Contig1	HCGP-CT-CO_06751
CL6653Contig1	HCGP-CT-CO_06752
CL6654Contig1	HCGP-CT-CO_06753
CL6655Contig1	HCGP-CT-CO_06754
CL6658Contig1	HCGP-CT-CO_06755
CL6659Contig1	HCGP-CT-CO_06756
CL665Contig1	HCGP-CT-CO_06757
CL6660Contig1	HCGP-CT-CO_06758
CL6661Contig1	HCGP-CT-CO_06759
CL6662Contig1	HCGP-CT-CO_06760
CL6663Contig1	HCGP-CT-CO_06761
CL6664Contig1	HCGP-CT-CO_06762
CL6665Contig1	HCGP-CT-CO_06763
CL6666Contig1	HCGP-CT-CO_06764
CL6667Contig1	HCGP-CT-CO_06765
CL6668Contig1	HCGP-CT-CO_06766
CL6669Contig1	HCGP-CT-CO_06767
CL666Contig1	HCGP-CT-CO_06768
CL6671Contig1	HCGP-CT-CO_06769
CL6672Contig1	HCGP-CT-CO_06770
CL6673Contig1	HCGP-CT-CO_06771
CL6675Contig1	HCGP-CT-CO_06772
CL6676Contig1	HCGP-CT-CO_06773
CL6677Contig1	HCGP-CT-CO_06774
CL6678Contig1	HCGP-CT-CO_06775
CL6679Contig1	HCGP-CT-CO_06776
CL667Contig1	HCGP-CT-CO_06777
CL6680Contig1	HCGP-CT-CO_06778
CL6682Contig1	HCGP-CT-CO_06779
CL6683Contig1	HCGP-CT-CO_06780
CL6684Contig1	HCGP-CT-CO_06781
CL6685Contig1	HCGP-CT-CO_06782
CL6686Contig1	HCGP-CT-CO_06783
CL6687Contig1	HCGP-CT-CO_06784
CL6688Contig1	HCGP-CT-CO_06785
CL6689Contig1	HCGP-CT-CO_06786
CL668Contig1	HCGP-CT-CO_06787
CL6691Contig1	HCGP-CT-CO_06788
CL6692Contig1	HCGP-CT-CO_06789
CL6693Contig1	HCGP-CT-CO_06790
CL6694Contig1	HCGP-CT-CO_06791
CL6695Contig1	HCGP-CT-CO_06792
CL6696Contig1	HCGP-CT-CO_06793
CL6697Contig1	HCGP-CT-CO_06794
CL6698Contig1	HCGP-CT-CO_06795
CL6699Contig1	HCGP-CT-CO_06796
CL669Contig1	HCGP-CT-CO_06797
CL66Contig1	HCGP-CT-CO_06798
CL66Contig2	HCGP-CT-CO_06799
CL66Contig3	HCGP-CT-CO_06800
CL6700Contig1	HCGP-CT-CO_06801
CL6701Contig1	HCGP-CT-CO_06802
CL6702Contig1	HCGP-CT-CO_06803
CL6703Contig1	HCGP-CT-CO_06804
CL6704Contig1	HCGP-CT-CO_06805
CL6705Contig1	HCGP-CT-CO_06806
CL6706Contig1	HCGP-CT-CO_06807
CL6707Contig1	HCGP-CT-CO_06808
CL6708Contig1	HCGP-CT-CO_06809
CL6709Contig1	HCGP-CT-CO_06810
CL670Contig1	HCGP-CT-CO_06811
CL6710Contig1	HCGP-CT-CO_06812
CL6711Contig1	HCGP-CT-CO_06813
CL6712Contig1	HCGP-CT-CO_06814
CL6713Contig1	HCGP-CT-CO_06815
CL6714Contig1	HCGP-CT-CO_06816
CL6715Contig1	HCGP-CT-CO_06817
CL6716Contig1	HCGP-CT-CO_06818
CL6717Contig1	HCGP-CT-CO_06819
CL6718Contig1	HCGP-CT-CO_06820
CL6719Contig1	HCGP-CT-CO_06821
CL671Contig1	HCGP-CT-CO_06822
CL6720Contig1	HCGP-CT-CO_06823
CL6721Contig1	HCGP-CT-CO_06824
CL6722Contig1	HCGP-CT-CO_06825
CL6723Contig1	HCGP-CT-CO_06826
CL6724Contig1	HCGP-CT-CO_06827
CL6726Contig1	HCGP-CT-CO_06828
CL6727Contig1	HCGP-CT-CO_06829
CL6729Contig1	HCGP-CT-CO_06830
CL672Contig1	HCGP-CT-CO_06831
CL6730Contig1	HCGP-CT-CO_06832
CL6731Contig1	HCGP-CT-CO_06833
CL6732Contig1	HCGP-CT-CO_06834
CL6734Contig1	HCGP-CT-CO_06835
CL6735Contig1	HCGP-CT-CO_06836
CL6736Contig1	HCGP-CT-CO_06837
CL6737Contig1	HCGP-CT-CO_06838
CL6738Contig1	HCGP-CT-CO_06839
CL6739Contig1	HCGP-CT-CO_06840
CL673Contig1	HCGP-CT-CO_06841
CL6740Contig1	HCGP-CT-CO_06842
CL6741Contig1	HCGP-CT-CO_06843
CL6743Contig1	HCGP-CT-CO_06844
CL6745Contig1	HCGP-CT-CO_06845
CL6746Contig1	HCGP-CT-CO_06846
CL6747Contig1	HCGP-CT-CO_06847
CL6749Contig1	HCGP-CT-CO_06848
CL674Contig1	HCGP-CT-CO_06849
CL674Contig2	HCGP-CT-CO_06850
CL6750Contig1	HCGP-CT-CO_06851
CL6751Contig1	HCGP-CT-CO_06852
CL6752Contig1	HCGP-CT-CO_06853
CL6754Contig1	HCGP-CT-CO_06854
CL6755Contig1	HCGP-CT-CO_06855
CL6756Contig1	HCGP-CT-CO_06856
CL6757Contig1	HCGP-CT-CO_06857
CL6758Contig1	HCGP-CT-CO_06858
CL6759Contig1	HCGP-CT-CO_06859
CL675Contig1	HCGP-CT-CO_06860
CL6760Contig1	HCGP-CT-CO_06861
CL6761Contig1	HCGP-CT-CO_06862
CL6762Contig1	HCGP-CT-CO_06863
CL6763Contig1	HCGP-CT-CO_06864
CL6764Contig1	HCGP-CT-CO_06865
CL6765Contig1	HCGP-CT-CO_06866
CL6766Contig1	HCGP-CT-CO_06867
CL6767Contig1	HCGP-CT-CO_06868
CL6768Contig1	HCGP-CT-CO_06869
CL6769Contig1	HCGP-CT-CO_06870
CL676Contig1	HCGP-CT-CO_06871
CL6770Contig1	HCGP-CT-CO_06872
CL6771Contig1	HCGP-CT-CO_06873
CL6772Contig1	HCGP-CT-CO_06874
CL6774Contig1	HCGP-CT-CO_06875
CL6775Contig1	HCGP-CT-CO_06876
CL6776Contig1	HCGP-CT-CO_06877
CL6778Contig1	HCGP-CT-CO_06878
CL6779Contig1	HCGP-CT-CO_06879
CL677Contig1	HCGP-CT-CO_06880
CL6780Contig1	HCGP-CT-CO_06881
CL6781Contig1	HCGP-CT-CO_06882
CL6782Contig1	HCGP-CT-CO_06883
CL6784Contig1	HCGP-CT-CO_06884
CL6785Contig1	HCGP-CT-CO_06885
CL6786Contig1	HCGP-CT-CO_06886
CL6787Contig1	HCGP-CT-CO_06887
CL6789Contig1	HCGP-CT-CO_06888
CL678Contig1	HCGP-CT-CO_06889
CL6790Contig1	HCGP-CT-CO_06890
CL6791Contig1	HCGP-CT-CO_06891
CL6793Contig1	HCGP-CT-CO_06892
CL6794Contig1	HCGP-CT-CO_06893
CL6795Contig1	HCGP-CT-CO_06894
CL6796Contig1	HCGP-CT-CO_06895
CL6797Contig1	HCGP-CT-CO_06896
CL6798Contig1	HCGP-CT-CO_06897
CL6799Contig1	HCGP-CT-CO_06898
CL679Contig1	HCGP-CT-CO_06899
CL67Contig1	HCGP-CT-CO_06900
CL67Contig2	HCGP-CT-CO_06901
CL67Contig3	HCGP-CT-CO_06902
CL6800Contig1	HCGP-CT-CO_06903
CL6801Contig1	HCGP-CT-CO_06904
CL6802Contig1	HCGP-CT-CO_06905
CL6803Contig1	HCGP-CT-CO_06906
CL6805Contig1	HCGP-CT-CO_06907
CL6806Contig1	HCGP-CT-CO_06908
CL6807Contig1	HCGP-CT-CO_06909
CL6809Contig1	HCGP-CT-CO_06910
CL680Contig1	HCGP-CT-CO_06911
CL6810Contig1	HCGP-CT-CO_06912
CL6811Contig1	HCGP-CT-CO_06913
CL6812Contig1	HCGP-CT-CO_06914
CL6813Contig1	HCGP-CT-CO_06915
CL6814Contig1	HCGP-CT-CO_06916
CL6815Contig1	HCGP-CT-CO_06917
CL6816Contig1	HCGP-CT-CO_06918
CL6817Contig1	HCGP-CT-CO_06919
CL6818Contig1	HCGP-CT-CO_06920
CL6819Contig1	HCGP-CT-CO_06921
CL681Contig1	HCGP-CT-CO_06922
CL6820Contig1	HCGP-CT-CO_06923
CL6821Contig1	HCGP-CT-CO_06924
CL6822Contig1	HCGP-CT-CO_06925
CL6823Contig1	HCGP-CT-CO_06926
CL6824Contig1	HCGP-CT-CO_06927
CL6825Contig1	HCGP-CT-CO_06928
CL6826Contig1	HCGP-CT-CO_06929
CL6827Contig1	HCGP-CT-CO_06930
CL6828Contig1	HCGP-CT-CO_06931
CL682Contig1	HCGP-CT-CO_06932
CL6831Contig1	HCGP-CT-CO_06933
CL6832Contig1	HCGP-CT-CO_06934
CL6834Contig1	HCGP-CT-CO_06935
CL6835Contig1	HCGP-CT-CO_06936
CL6837Contig1	HCGP-CT-CO_06937
CL6839Contig1	HCGP-CT-CO_06938
CL683Contig1	HCGP-CT-CO_06939
CL6840Contig1	HCGP-CT-CO_06940
CL6841Contig1	HCGP-CT-CO_06941
CL6842Contig1	HCGP-CT-CO_06942
CL6843Contig1	HCGP-CT-CO_06943
CL6844Contig1	HCGP-CT-CO_06944
CL6845Contig1	HCGP-CT-CO_06945
CL6846Contig1	HCGP-CT-CO_06946
CL6847Contig1	HCGP-CT-CO_06947
CL6848Contig1	HCGP-CT-CO_06948
CL6849Contig1	HCGP-CT-CO_06949
CL684Contig1	HCGP-CT-CO_06950
CL6850Contig1	HCGP-CT-CO_06951
CL6851Contig1	HCGP-CT-CO_06952
CL6852Contig1	HCGP-CT-CO_06953
CL6853Contig1	HCGP-CT-CO_06954
CL6854Contig1	HCGP-CT-CO_06955
CL6855Contig1	HCGP-CT-CO_06956
CL6856Contig1	HCGP-CT-CO_06957
CL6857Contig1	HCGP-CT-CO_06958
CL685Contig1	HCGP-CT-CO_06959
CL6860Contig1	HCGP-CT-CO_06960
CL6861Contig1	HCGP-CT-CO_06961
CL6862Contig1	HCGP-CT-CO_06962
CL6863Contig1	HCGP-CT-CO_06963
CL6864Contig1	HCGP-CT-CO_06964
CL6865Contig1	HCGP-CT-CO_06965
CL6866Contig1	HCGP-CT-CO_06966
CL6867Contig1	HCGP-CT-CO_06967
CL6868Contig1	HCGP-CT-CO_06968
CL6869Contig1	HCGP-CT-CO_06969
CL686Contig1	HCGP-CT-CO_06970
CL6870Contig1	HCGP-CT-CO_06971
CL6871Contig1	HCGP-CT-CO_06972
CL6872Contig1	HCGP-CT-CO_06973
CL6874Contig1	HCGP-CT-CO_06974
CL6876Contig1	HCGP-CT-CO_06975
CL6877Contig1	HCGP-CT-CO_06976
CL6878Contig1	HCGP-CT-CO_06977
CL6879Contig1	HCGP-CT-CO_06978
CL687Contig1	HCGP-CT-CO_06979
CL6880Contig1	HCGP-CT-CO_06980
CL6884Contig1	HCGP-CT-CO_06981
CL6886Contig1	HCGP-CT-CO_06982
CL6887Contig1	HCGP-CT-CO_06983
CL6888Contig1	HCGP-CT-CO_06984
CL6889Contig1	HCGP-CT-CO_06985
CL688Contig1	HCGP-CT-CO_06986
CL6890Contig1	HCGP-CT-CO_06987
CL6891Contig1	HCGP-CT-CO_06988
CL6892Contig1	HCGP-CT-CO_06989
CL6893Contig1	HCGP-CT-CO_06990
CL6894Contig1	HCGP-CT-CO_06991
CL6895Contig1	HCGP-CT-CO_06992
CL6896Contig1	HCGP-CT-CO_06993
CL6897Contig1	HCGP-CT-CO_06994
CL6898Contig1	HCGP-CT-CO_06995
CL6899Contig1	HCGP-CT-CO_06996
CL689Contig1	HCGP-CT-CO_06997
CL68Contig1	HCGP-CT-CO_06998
CL68Contig2	HCGP-CT-CO_06999
CL6900Contig1	HCGP-CT-CO_07000
CL6901Contig1	HCGP-CT-CO_07001
CL6902Contig1	HCGP-CT-CO_07002
CL6903Contig1	HCGP-CT-CO_07003
CL6904Contig1	HCGP-CT-CO_07004
CL6906Contig1	HCGP-CT-CO_07005
CL6907Contig1	HCGP-CT-CO_07006
CL6908Contig1	HCGP-CT-CO_07007
CL6909Contig1	HCGP-CT-CO_07008
CL690Contig1	HCGP-CT-CO_07009
CL6910Contig1	HCGP-CT-CO_07010
CL6911Contig1	HCGP-CT-CO_07011
CL6912Contig1	HCGP-CT-CO_07012
CL6913Contig1	HCGP-CT-CO_07013
CL6914Contig1	HCGP-CT-CO_07014
CL6915Contig1	HCGP-CT-CO_07015
CL6916Contig1	HCGP-CT-CO_07016
CL6917Contig1	HCGP-CT-CO_07017
CL6918Contig1	HCGP-CT-CO_07018
CL6919Contig1	HCGP-CT-CO_07019
CL691Contig1	HCGP-CT-CO_07020
CL6920Contig1	HCGP-CT-CO_07021
CL6921Contig1	HCGP-CT-CO_07022
CL6922Contig1	HCGP-CT-CO_07023
CL6923Contig1	HCGP-CT-CO_07024
CL6924Contig1	HCGP-CT-CO_07025
CL6925Contig1	HCGP-CT-CO_07026
CL6926Contig1	HCGP-CT-CO_07027
CL6927Contig1	HCGP-CT-CO_07028
CL6929Contig1	HCGP-CT-CO_07029
CL692Contig1	HCGP-CT-CO_07030
CL6930Contig1	HCGP-CT-CO_07031
CL6931Contig1	HCGP-CT-CO_07032
CL6932Contig1	HCGP-CT-CO_07033
CL6933Contig1	HCGP-CT-CO_07034
CL6934Contig1	HCGP-CT-CO_07035
CL6935Contig1	HCGP-CT-CO_07036
CL6936Contig1	HCGP-CT-CO_07037
CL6937Contig1	HCGP-CT-CO_07038
CL6938Contig1	HCGP-CT-CO_07039
CL6939Contig1	HCGP-CT-CO_07040
CL693Contig1	HCGP-CT-CO_07041
CL693Contig2	HCGP-CT-CO_07042
CL6940Contig1	HCGP-CT-CO_07043
CL6941Contig1	HCGP-CT-CO_07044
CL6942Contig1	HCGP-CT-CO_07045
CL6943Contig1	HCGP-CT-CO_07046
CL6944Contig1	HCGP-CT-CO_07047
CL6945Contig1	HCGP-CT-CO_07048
CL6946Contig1	HCGP-CT-CO_07049
CL6947Contig1	HCGP-CT-CO_07050
CL6948Contig1	HCGP-CT-CO_07051
CL6949Contig1	HCGP-CT-CO_07052
CL694Contig1	HCGP-CT-CO_07053
CL6950Contig1	HCGP-CT-CO_07054
CL6951Contig1	HCGP-CT-CO_07055
CL6952Contig1	HCGP-CT-CO_07056
CL6954Contig1	HCGP-CT-CO_07057
CL6955Contig1	HCGP-CT-CO_07058
CL6957Contig1	HCGP-CT-CO_07059
CL6958Contig1	HCGP-CT-CO_07060
CL6959Contig1	HCGP-CT-CO_07061
CL695Contig1	HCGP-CT-CO_07062
CL695Contig2	HCGP-CT-CO_07063
CL6960Contig1	HCGP-CT-CO_07064
CL6962Contig1	HCGP-CT-CO_07065
CL6963Contig1	HCGP-CT-CO_07066
CL6964Contig1	HCGP-CT-CO_07067
CL6965Contig1	HCGP-CT-CO_07068
CL6966Contig1	HCGP-CT-CO_07069
CL6967Contig1	HCGP-CT-CO_07070
CL6968Contig1	HCGP-CT-CO_07071
CL6969Contig1	HCGP-CT-CO_07072
CL696Contig1	HCGP-CT-CO_07073
CL6970Contig1	HCGP-CT-CO_07074
CL6971Contig1	HCGP-CT-CO_07075
CL6972Contig1	HCGP-CT-CO_07076
CL6973Contig1	HCGP-CT-CO_07077
CL6974Contig1	HCGP-CT-CO_07078
CL6975Contig1	HCGP-CT-CO_07079
CL6976Contig1	HCGP-CT-CO_07080
CL6977Contig1	HCGP-CT-CO_07081
CL6978Contig1	HCGP-CT-CO_07082
CL6979Contig1	HCGP-CT-CO_07083
CL697Contig1	HCGP-CT-CO_07084
CL6980Contig1	HCGP-CT-CO_07085
CL6981Contig1	HCGP-CT-CO_07086
CL6982Contig1	HCGP-CT-CO_07087
CL6983Contig1	HCGP-CT-CO_07088
CL6984Contig1	HCGP-CT-CO_07089
CL6985Contig1	HCGP-CT-CO_07090
CL6986Contig1	HCGP-CT-CO_07091
CL6987Contig1	HCGP-CT-CO_07092
CL6988Contig1	HCGP-CT-CO_07093
CL6989Contig1	HCGP-CT-CO_07094
CL698Contig1	HCGP-CT-CO_07095
CL6990Contig1	HCGP-CT-CO_07096
CL6991Contig1	HCGP-CT-CO_07097
CL6992Contig1	HCGP-CT-CO_07098
CL6993Contig1	HCGP-CT-CO_07099
