#TGICL_NAME	CONTIG_NAME
CL392Contig1	HCGP-EN-CO_01234
CL394Contig1	HCGP-EN-CO_01235
CL395Contig1	HCGP-EN-CO_01236
CL396Contig1	HCGP-EN-CO_01237
CL397Contig1	HCGP-EN-CO_01238
CL398Contig1	HCGP-EN-CO_01239
CL399Contig1	HCGP-EN-CO_01240
CL39Contig1	HCGP-EN-CO_01241
CL3Contig1	HCGP-EN-CO_01242
CL400Contig1	HCGP-EN-CO_01243
CL401Contig1	HCGP-EN-CO_01244
CL402Contig1	HCGP-EN-CO_01245
CL403Contig1	HCGP-EN-CO_01246
CL404Contig1	HCGP-EN-CO_01247
CL405Contig1	HCGP-EN-CO_01248
CL406Contig1	HCGP-EN-CO_01249
CL407Contig1	HCGP-EN-CO_01250
CL408Contig1	HCGP-EN-CO_01251
CL409Contig1	HCGP-EN-CO_01252
CL40Contig1	HCGP-EN-CO_01253
CL410Contig1	HCGP-EN-CO_01254
CL411Contig1	HCGP-EN-CO_01255
CL412Contig1	HCGP-EN-CO_01256
CL413Contig1	HCGP-EN-CO_01257
CL414Contig1	HCGP-EN-CO_01258
CL415Contig1	HCGP-EN-CO_01259
CL416Contig1	HCGP-EN-CO_01260
CL417Contig1	HCGP-EN-CO_01261
CL418Contig1	HCGP-EN-CO_01262
CL41Contig1	HCGP-EN-CO_01263
CL420Contig1	HCGP-EN-CO_01264
CL421Contig1	HCGP-EN-CO_01265
CL422Contig1	HCGP-EN-CO_01266
CL423Contig1	HCGP-EN-CO_01267
CL424Contig1	HCGP-EN-CO_01268
CL424Contig2	HCGP-EN-CO_01269
CL425Contig1	HCGP-EN-CO_01270
CL426Contig1	HCGP-EN-CO_01271
CL427Contig1	HCGP-EN-CO_01272
CL428Contig1	HCGP-EN-CO_01273
CL429Contig1	HCGP-EN-CO_01274
CL42Contig1	HCGP-EN-CO_01275
CL42Contig2	HCGP-EN-CO_01276
CL430Contig1	HCGP-EN-CO_01277
CL431Contig1	HCGP-EN-CO_01278
CL432Contig1	HCGP-EN-CO_01279
CL433Contig1	HCGP-EN-CO_01280
CL434Contig1	HCGP-EN-CO_01281
CL435Contig1	HCGP-EN-CO_01282
CL436Contig1	HCGP-EN-CO_01283
CL437Contig1	HCGP-EN-CO_01284
CL438Contig1	HCGP-EN-CO_01285
CL438Contig2	HCGP-EN-CO_01286
CL43Contig1	HCGP-EN-CO_01287
CL440Contig1	HCGP-EN-CO_01288
CL441Contig1	HCGP-EN-CO_01289
CL442Contig1	HCGP-EN-CO_01290
CL443Contig1	HCGP-EN-CO_01291
CL444Contig1	HCGP-EN-CO_01292
CL445Contig1	HCGP-EN-CO_01293
CL446Contig1	HCGP-EN-CO_01294
CL447Contig1	HCGP-EN-CO_01295
CL448Contig1	HCGP-EN-CO_01296
CL449Contig1	HCGP-EN-CO_01297
CL44Contig1	HCGP-EN-CO_01298
CL450Contig1	HCGP-EN-CO_01299
CL451Contig1	HCGP-EN-CO_01300
CL452Contig1	HCGP-EN-CO_01301
CL453Contig1	HCGP-EN-CO_01302
CL454Contig1	HCGP-EN-CO_01303
CL456Contig1	HCGP-EN-CO_01304
CL457Contig1	HCGP-EN-CO_01305
CL458Contig1	HCGP-EN-CO_01306
CL459Contig1	HCGP-EN-CO_01307
CL45Contig1	HCGP-EN-CO_01308
CL460Contig1	HCGP-EN-CO_01309
CL461Contig1	HCGP-EN-CO_01310
CL462Contig1	HCGP-EN-CO_01311
CL463Contig1	HCGP-EN-CO_01312
CL464Contig1	HCGP-EN-CO_01313
CL465Contig1	HCGP-EN-CO_01314
CL466Contig1	HCGP-EN-CO_01315
CL467Contig1	HCGP-EN-CO_01316
CL468Contig1	HCGP-EN-CO_01317
CL469Contig1	HCGP-EN-CO_01318
CL46Contig1	HCGP-EN-CO_01319
CL470Contig1	HCGP-EN-CO_01320
CL471Contig1	HCGP-EN-CO_01321
CL472Contig1	HCGP-EN-CO_01322
CL473Contig1	HCGP-EN-CO_01323
CL474Contig1	HCGP-EN-CO_01324
CL475Contig1	HCGP-EN-CO_01325
CL476Contig1	HCGP-EN-CO_01326
CL477Contig1	HCGP-EN-CO_01327
CL478Contig1	HCGP-EN-CO_01328
CL479Contig1	HCGP-EN-CO_01329
CL47Contig1	HCGP-EN-CO_01330
CL480Contig1	HCGP-EN-CO_01331
CL481Contig1	HCGP-EN-CO_01332
CL482Contig1	HCGP-EN-CO_01333
CL483Contig1	HCGP-EN-CO_01334
CL484Contig1	HCGP-EN-CO_01335
CL486Contig1	HCGP-EN-CO_01336
CL487Contig1	HCGP-EN-CO_01337
CL488Contig1	HCGP-EN-CO_01338
CL489Contig1	HCGP-EN-CO_01339
CL48Contig1	HCGP-EN-CO_01340
CL490Contig1	HCGP-EN-CO_01341
CL491Contig1	HCGP-EN-CO_01342
CL492Contig1	HCGP-EN-CO_01343
CL493Contig1	HCGP-EN-CO_01344
CL494Contig1	HCGP-EN-CO_01345
CL496Contig1	HCGP-EN-CO_01346
CL497Contig1	HCGP-EN-CO_01347
CL498Contig1	HCGP-EN-CO_01348
CL499Contig1	HCGP-EN-CO_01349
CL49Contig1	HCGP-EN-CO_01350
CL4Contig1	HCGP-EN-CO_01351
CL4Contig2	HCGP-EN-CO_01352
CL4Contig3	HCGP-EN-CO_01353
CL4Contig4	HCGP-EN-CO_01354
CL4Contig5	HCGP-EN-CO_01355
CL500Contig1	HCGP-EN-CO_01356
CL501Contig1	HCGP-EN-CO_01357
CL502Contig1	HCGP-EN-CO_01358
CL503Contig1	HCGP-EN-CO_01359
CL504Contig1	HCGP-EN-CO_01360
CL505Contig1	HCGP-EN-CO_01361
CL506Contig1	HCGP-EN-CO_01362
CL507Contig1	HCGP-EN-CO_01363
CL508Contig1	HCGP-EN-CO_01364
CL509Contig1	HCGP-EN-CO_01365
CL50Contig1	HCGP-EN-CO_01366
CL510Contig1	HCGP-EN-CO_01367
CL511Contig1	HCGP-EN-CO_01368
CL512Contig1	HCGP-EN-CO_01369
CL513Contig1	HCGP-EN-CO_01370
CL514Contig1	HCGP-EN-CO_01371
CL515Contig1	HCGP-EN-CO_01372
CL516Contig1	HCGP-EN-CO_01373
CL517Contig1	HCGP-EN-CO_01374
CL518Contig1	HCGP-EN-CO_01375
CL519Contig1	HCGP-EN-CO_01376
CL51Contig1	HCGP-EN-CO_01377
CL51Contig2	HCGP-EN-CO_01378
CL51Contig3	HCGP-EN-CO_01379
CL520Contig1	HCGP-EN-CO_01380
CL521Contig1	HCGP-EN-CO_01381
CL522Contig1	HCGP-EN-CO_01382
CL523Contig1	HCGP-EN-CO_01383
CL524Contig1	HCGP-EN-CO_01384
CL525Contig1	HCGP-EN-CO_01385
CL526Contig1	HCGP-EN-CO_01386
CL527Contig1	HCGP-EN-CO_01387
CL528Contig1	HCGP-EN-CO_01388
CL529Contig1	HCGP-EN-CO_01389
CL52Contig1	HCGP-EN-CO_01390
CL530Contig1	HCGP-EN-CO_01391
CL531Contig1	HCGP-EN-CO_01392
CL532Contig1	HCGP-EN-CO_01393
CL533Contig1	HCGP-EN-CO_01394
CL535Contig1	HCGP-EN-CO_01395
CL536Contig1	HCGP-EN-CO_01396
CL537Contig1	HCGP-EN-CO_01397
CL538Contig1	HCGP-EN-CO_01398
CL539Contig1	HCGP-EN-CO_01399
CL53Contig1	HCGP-EN-CO_01400
CL540Contig1	HCGP-EN-CO_01401
CL541Contig1	HCGP-EN-CO_01402
CL542Contig1	HCGP-EN-CO_01403
CL543Contig1	HCGP-EN-CO_01404
CL544Contig1	HCGP-EN-CO_01405
CL545Contig1	HCGP-EN-CO_01406
CL546Contig1	HCGP-EN-CO_01407
CL547Contig1	HCGP-EN-CO_01408
CL548Contig1	HCGP-EN-CO_01409
CL549Contig1	HCGP-EN-CO_01410
CL54Contig1	HCGP-EN-CO_01411
CL550Contig1	HCGP-EN-CO_01412
CL551Contig1	HCGP-EN-CO_01413
CL552Contig1	HCGP-EN-CO_01414
CL553Contig1	HCGP-EN-CO_01415
CL554Contig1	HCGP-EN-CO_01416
CL555Contig1	HCGP-EN-CO_01417
CL556Contig1	HCGP-EN-CO_01418
CL557Contig1	HCGP-EN-CO_01419
CL558Contig1	HCGP-EN-CO_01420
CL559Contig1	HCGP-EN-CO_01421
CL55Contig1	HCGP-EN-CO_01422
CL560Contig1	HCGP-EN-CO_01423
CL561Contig1	HCGP-EN-CO_01424
CL562Contig1	HCGP-EN-CO_01425
CL563Contig1	HCGP-EN-CO_01426
CL564Contig1	HCGP-EN-CO_01427
CL565Contig1	HCGP-EN-CO_01428
CL566Contig1	HCGP-EN-CO_01429
CL567Contig1	HCGP-EN-CO_01430
CL568Contig1	HCGP-EN-CO_01431
CL56Contig1	HCGP-EN-CO_01432
CL570Contig1	HCGP-EN-CO_01433
CL571Contig1	HCGP-EN-CO_01434
CL572Contig1	HCGP-EN-CO_01435
CL573Contig1	HCGP-EN-CO_01436
CL574Contig1	HCGP-EN-CO_01437
CL575Contig1	HCGP-EN-CO_01438
CL576Contig1	HCGP-EN-CO_01439
CL577Contig1	HCGP-EN-CO_01440
CL578Contig1	HCGP-EN-CO_01441
CL579Contig1	HCGP-EN-CO_01442
CL57Contig1	HCGP-EN-CO_01443
CL57Contig2	HCGP-EN-CO_01444
CL580Contig1	HCGP-EN-CO_01445
CL581Contig1	HCGP-EN-CO_01446
CL582Contig1	HCGP-EN-CO_01447
CL583Contig1	HCGP-EN-CO_01448
CL584Contig1	HCGP-EN-CO_01449
CL585Contig1	HCGP-EN-CO_01450
CL586Contig1	HCGP-EN-CO_01451
CL587Contig1	HCGP-EN-CO_01452
CL588Contig1	HCGP-EN-CO_01453
CL589Contig1	HCGP-EN-CO_01454
CL58Contig1	HCGP-EN-CO_01455
CL590Contig1	HCGP-EN-CO_01456
CL591Contig1	HCGP-EN-CO_01457
CL592Contig1	HCGP-EN-CO_01458
CL593Contig1	HCGP-EN-CO_01459
CL594Contig1	HCGP-EN-CO_01460
CL595Contig1	HCGP-EN-CO_01461
CL596Contig1	HCGP-EN-CO_01462
CL597Contig1	HCGP-EN-CO_01463
CL599Contig1	HCGP-EN-CO_01464
CL59Contig1	HCGP-EN-CO_01465
CL5Contig1	HCGP-EN-CO_01466
CL5Contig2	HCGP-EN-CO_01467
CL5Contig3	HCGP-EN-CO_01468
CL5Contig4	HCGP-EN-CO_01469
CL5Contig5	HCGP-EN-CO_01470
CL600Contig1	HCGP-EN-CO_01471
CL601Contig1	HCGP-EN-CO_01472
CL602Contig1	HCGP-EN-CO_01473
CL603Contig1	HCGP-EN-CO_01474
CL604Contig1	HCGP-EN-CO_01475
CL605Contig1	HCGP-EN-CO_01476
CL606Contig1	HCGP-EN-CO_01477
CL607Contig1	HCGP-EN-CO_01478
CL608Contig1	HCGP-EN-CO_01479
CL609Contig1	HCGP-EN-CO_01480
CL60Contig1	HCGP-EN-CO_01481
CL610Contig1	HCGP-EN-CO_01482
CL611Contig1	HCGP-EN-CO_01483
CL612Contig1	HCGP-EN-CO_01484
CL613Contig1	HCGP-EN-CO_01485
CL614Contig1	HCGP-EN-CO_01486
CL615Contig1	HCGP-EN-CO_01487
CL616Contig1	HCGP-EN-CO_01488
CL617Contig1	HCGP-EN-CO_01489
CL618Contig1	HCGP-EN-CO_01490
CL619Contig1	HCGP-EN-CO_01491
CL61Contig1	HCGP-EN-CO_01492
CL61Contig2	HCGP-EN-CO_01493
CL61Contig3	HCGP-EN-CO_01494
CL620Contig1	HCGP-EN-CO_01495
CL621Contig1	HCGP-EN-CO_01496
CL622Contig1	HCGP-EN-CO_01497
CL623Contig1	HCGP-EN-CO_01498
CL624Contig1	HCGP-EN-CO_01499
CL625Contig1	HCGP-EN-CO_01500
CL626Contig1	HCGP-EN-CO_01501
CL627Contig1	HCGP-EN-CO_01502
CL628Contig1	HCGP-EN-CO_01503
CL629Contig1	HCGP-EN-CO_01504
CL62Contig1	HCGP-EN-CO_01505
CL630Contig1	HCGP-EN-CO_01506
CL631Contig1	HCGP-EN-CO_01507
CL632Contig1	HCGP-EN-CO_01508
CL633Contig1	HCGP-EN-CO_01509
CL634Contig1	HCGP-EN-CO_01510
CL635Contig1	HCGP-EN-CO_01511
CL636Contig1	HCGP-EN-CO_01512
CL637Contig1	HCGP-EN-CO_01513
CL638Contig1	HCGP-EN-CO_01514
CL639Contig1	HCGP-EN-CO_01515
CL63Contig1	HCGP-EN-CO_01516
CL640Contig1	HCGP-EN-CO_01517
CL641Contig1	HCGP-EN-CO_01518
CL642Contig1	HCGP-EN-CO_01519
CL643Contig1	HCGP-EN-CO_01520
CL644Contig1	HCGP-EN-CO_01521
CL645Contig1	HCGP-EN-CO_01522
CL646Contig1	HCGP-EN-CO_01523
CL648Contig1	HCGP-EN-CO_01524
CL649Contig1	HCGP-EN-CO_01525
CL64Contig1	HCGP-EN-CO_01526
CL64Contig2	HCGP-EN-CO_01527
CL64Contig3	HCGP-EN-CO_01528
CL650Contig1	HCGP-EN-CO_01529
CL651Contig1	HCGP-EN-CO_01530
CL652Contig1	HCGP-EN-CO_01531
CL653Contig1	HCGP-EN-CO_01532
CL654Contig1	HCGP-EN-CO_01533
CL655Contig1	HCGP-EN-CO_01534
CL656Contig1	HCGP-EN-CO_01535
CL657Contig1	HCGP-EN-CO_01536
CL658Contig1	HCGP-EN-CO_01537
CL659Contig1	HCGP-EN-CO_01538
CL65Contig1	HCGP-EN-CO_01539
CL65Contig2	HCGP-EN-CO_01540
CL660Contig1	HCGP-EN-CO_01541
CL661Contig1	HCGP-EN-CO_01542
CL662Contig1	HCGP-EN-CO_01543
CL663Contig1	HCGP-EN-CO_01544
CL664Contig1	HCGP-EN-CO_01545
CL665Contig1	HCGP-EN-CO_01546
CL666Contig1	HCGP-EN-CO_01547
CL667Contig1	HCGP-EN-CO_01548
CL668Contig1	HCGP-EN-CO_01549
CL669Contig1	HCGP-EN-CO_01550
CL66Contig1	HCGP-EN-CO_01551
CL670Contig1	HCGP-EN-CO_01552
CL671Contig1	HCGP-EN-CO_01553
CL672Contig1	HCGP-EN-CO_01554
CL673Contig1	HCGP-EN-CO_01555
CL674Contig1	HCGP-EN-CO_01556
CL675Contig1	HCGP-EN-CO_01557
CL676Contig1	HCGP-EN-CO_01558
CL677Contig1	HCGP-EN-CO_01559
CL678Contig1	HCGP-EN-CO_01560
CL679Contig1	HCGP-EN-CO_01561
CL67Contig1	HCGP-EN-CO_01562
CL680Contig1	HCGP-EN-CO_01563
CL681Contig1	HCGP-EN-CO_01564
CL682Contig1	HCGP-EN-CO_01565
CL683Contig1	HCGP-EN-CO_01566
CL684Contig1	HCGP-EN-CO_01567
CL685Contig1	HCGP-EN-CO_01568
CL687Contig1	HCGP-EN-CO_01569
CL688Contig1	HCGP-EN-CO_01570
CL689Contig1	HCGP-EN-CO_01571
CL68Contig1	HCGP-EN-CO_01572
CL690Contig1	HCGP-EN-CO_01573
CL691Contig1	HCGP-EN-CO_01574
CL692Contig1	HCGP-EN-CO_01575
CL693Contig1	HCGP-EN-CO_01576
CL694Contig1	HCGP-EN-CO_01577
CL695Contig1	HCGP-EN-CO_01578
CL696Contig1	HCGP-EN-CO_01579
CL697Contig1	HCGP-EN-CO_01580
CL699Contig1	HCGP-EN-CO_01581
CL69Contig1	HCGP-EN-CO_01582
CL6Contig1	HCGP-EN-CO_01583
CL700Contig1	HCGP-EN-CO_01584
CL701Contig1	HCGP-EN-CO_01585
CL702Contig1	HCGP-EN-CO_01586
CL703Contig1	HCGP-EN-CO_01587
CL704Contig1	HCGP-EN-CO_01588
CL705Contig1	HCGP-EN-CO_01589
CL706Contig1	HCGP-EN-CO_01590
CL707Contig1	HCGP-EN-CO_01591
CL708Contig1	HCGP-EN-CO_01592
CL709Contig1	HCGP-EN-CO_01593
CL70Contig1	HCGP-EN-CO_01594
CL70Contig2	HCGP-EN-CO_01595
CL710Contig1	HCGP-EN-CO_01596
CL711Contig1	HCGP-EN-CO_01597
CL712Contig1	HCGP-EN-CO_01598
CL713Contig1	HCGP-EN-CO_01599
CL714Contig1	HCGP-EN-CO_01600
CL715Contig1	HCGP-EN-CO_01601
CL716Contig1	HCGP-EN-CO_01602
CL717Contig1	HCGP-EN-CO_01603
CL719Contig1	HCGP-EN-CO_01604
CL71Contig1	HCGP-EN-CO_01605
CL720Contig1	HCGP-EN-CO_01606
CL721Contig1	HCGP-EN-CO_01607
CL722Contig1	HCGP-EN-CO_01608
CL723Contig1	HCGP-EN-CO_01609
CL724Contig1	HCGP-EN-CO_01610
CL725Contig1	HCGP-EN-CO_01611
CL726Contig1	HCGP-EN-CO_01612
CL727Contig1	HCGP-EN-CO_01613
CL728Contig1	HCGP-EN-CO_01614
CL729Contig1	HCGP-EN-CO_01615
CL72Contig1	HCGP-EN-CO_01616
CL72Contig2	HCGP-EN-CO_01617
CL730Contig1	HCGP-EN-CO_01618
CL731Contig1	HCGP-EN-CO_01619
CL732Contig1	HCGP-EN-CO_01620
CL733Contig1	HCGP-EN-CO_01621
CL734Contig1	HCGP-EN-CO_01622
CL735Contig1	HCGP-EN-CO_01623
CL736Contig1	HCGP-EN-CO_01624
CL737Contig1	HCGP-EN-CO_01625
CL738Contig1	HCGP-EN-CO_01626
CL739Contig1	HCGP-EN-CO_01627
CL73Contig1	HCGP-EN-CO_01628
CL740Contig1	HCGP-EN-CO_01629
CL741Contig1	HCGP-EN-CO_01630
CL742Contig1	HCGP-EN-CO_01631
CL743Contig1	HCGP-EN-CO_01632
CL744Contig1	HCGP-EN-CO_01633
CL745Contig1	HCGP-EN-CO_01634
CL746Contig1	HCGP-EN-CO_01635
CL747Contig1	HCGP-EN-CO_01636
CL748Contig1	HCGP-EN-CO_01637
CL749Contig1	HCGP-EN-CO_01638
CL74Contig1	HCGP-EN-CO_01639
CL750Contig1	HCGP-EN-CO_01640
CL751Contig1	HCGP-EN-CO_01641
CL752Contig1	HCGP-EN-CO_01642
CL753Contig1	HCGP-EN-CO_01643
CL754Contig1	HCGP-EN-CO_01644
CL755Contig1	HCGP-EN-CO_01645
CL756Contig1	HCGP-EN-CO_01646
CL757Contig1	HCGP-EN-CO_01647
CL758Contig1	HCGP-EN-CO_01648
CL759Contig1	HCGP-EN-CO_01649
CL75Contig1	HCGP-EN-CO_01650
CL760Contig1	HCGP-EN-CO_01651
CL761Contig1	HCGP-EN-CO_01652
CL762Contig1	HCGP-EN-CO_01653
CL763Contig1	HCGP-EN-CO_01654
CL764Contig1	HCGP-EN-CO_01655
CL765Contig1	HCGP-EN-CO_01656
CL766Contig1	HCGP-EN-CO_01657
CL767Contig1	HCGP-EN-CO_01658
CL768Contig1	HCGP-EN-CO_01659
CL769Contig1	HCGP-EN-CO_01660
CL76Contig1	HCGP-EN-CO_01661
CL770Contig1	HCGP-EN-CO_01662
CL771Contig1	HCGP-EN-CO_01663
CL772Contig1	HCGP-EN-CO_01664
CL773Contig1	HCGP-EN-CO_01665
CL774Contig1	HCGP-EN-CO_01666
CL775Contig1	HCGP-EN-CO_01667
CL777Contig1	HCGP-EN-CO_01668
CL778Contig1	HCGP-EN-CO_01669
CL779Contig1	HCGP-EN-CO_01670
CL77Contig1	HCGP-EN-CO_01671
CL780Contig1	HCGP-EN-CO_01672
CL781Contig1	HCGP-EN-CO_01673
CL782Contig1	HCGP-EN-CO_01674
CL783Contig1	HCGP-EN-CO_01675
CL784Contig1	HCGP-EN-CO_01676
CL785Contig1	HCGP-EN-CO_01677
CL786Contig1	HCGP-EN-CO_01678
CL787Contig1	HCGP-EN-CO_01679
CL788Contig1	HCGP-EN-CO_01680
CL789Contig1	HCGP-EN-CO_01681
CL78Contig1	HCGP-EN-CO_01682
CL78Contig2	HCGP-EN-CO_01683
CL78Contig3	HCGP-EN-CO_01684
CL790Contig1	HCGP-EN-CO_01685
CL791Contig1	HCGP-EN-CO_01686
CL792Contig1	HCGP-EN-CO_01687
CL793Contig1	HCGP-EN-CO_01688
CL795Contig1	HCGP-EN-CO_01689
CL796Contig1	HCGP-EN-CO_01690
CL797Contig1	HCGP-EN-CO_01691
CL798Contig1	HCGP-EN-CO_01692
CL799Contig1	HCGP-EN-CO_01693
CL79Contig1	HCGP-EN-CO_01694
CL7Contig1	HCGP-EN-CO_01695
CL7Contig2	HCGP-EN-CO_01696
CL7Contig3	HCGP-EN-CO_01697
CL7Contig4	HCGP-EN-CO_01698
CL7Contig5	HCGP-EN-CO_01699
CL7Contig6	HCGP-EN-CO_01700
CL800Contig1	HCGP-EN-CO_01701
CL801Contig1	HCGP-EN-CO_01702
CL802Contig1	HCGP-EN-CO_01703
CL803Contig1	HCGP-EN-CO_01704
CL804Contig1	HCGP-EN-CO_01705
CL805Contig1	HCGP-EN-CO_01706
CL806Contig1	HCGP-EN-CO_01707
CL807Contig1	HCGP-EN-CO_01708
CL808Contig1	HCGP-EN-CO_01709
CL809Contig1	HCGP-EN-CO_01710
CL80Contig1	HCGP-EN-CO_01711
CL810Contig1	HCGP-EN-CO_01712
CL811Contig1	HCGP-EN-CO_01713
CL813Contig1	HCGP-EN-CO_01714
CL814Contig1	HCGP-EN-CO_01715
CL815Contig1	HCGP-EN-CO_01716
CL816Contig1	HCGP-EN-CO_01717
CL817Contig1	HCGP-EN-CO_01718
CL818Contig1	HCGP-EN-CO_01719
CL819Contig1	HCGP-EN-CO_01720
CL81Contig1	HCGP-EN-CO_01721
CL820Contig1	HCGP-EN-CO_01722
CL821Contig1	HCGP-EN-CO_01723
CL822Contig1	HCGP-EN-CO_01724
CL823Contig1	HCGP-EN-CO_01725
CL824Contig1	HCGP-EN-CO_01726
CL825Contig1	HCGP-EN-CO_01727
CL826Contig1	HCGP-EN-CO_01728
CL827Contig1	HCGP-EN-CO_01729
CL828Contig1	HCGP-EN-CO_01730
CL829Contig1	HCGP-EN-CO_01731
CL82Contig1	HCGP-EN-CO_01732
CL82Contig2	HCGP-EN-CO_01733
CL830Contig1	HCGP-EN-CO_01734
CL831Contig1	HCGP-EN-CO_01735
CL832Contig1	HCGP-EN-CO_01736
CL833Contig1	HCGP-EN-CO_01737
CL834Contig1	HCGP-EN-CO_01738
CL835Contig1	HCGP-EN-CO_01739
CL836Contig1	HCGP-EN-CO_01740
CL838Contig1	HCGP-EN-CO_01741
CL839Contig1	HCGP-EN-CO_01742
CL83Contig1	HCGP-EN-CO_01743
CL83Contig2	HCGP-EN-CO_01744
CL840Contig1	HCGP-EN-CO_01745
CL841Contig1	HCGP-EN-CO_01746
CL842Contig1	HCGP-EN-CO_01747
CL843Contig1	HCGP-EN-CO_01748
CL844Contig1	HCGP-EN-CO_01749
CL845Contig1	HCGP-EN-CO_01750
CL846Contig1	HCGP-EN-CO_01751
CL847Contig1	HCGP-EN-CO_01752
CL848Contig1	HCGP-EN-CO_01753
CL849Contig1	HCGP-EN-CO_01754
CL84Contig1	HCGP-EN-CO_01755
CL850Contig1	HCGP-EN-CO_01756
CL851Contig1	HCGP-EN-CO_01757
CL852Contig1	HCGP-EN-CO_01758
CL853Contig1	HCGP-EN-CO_01759
CL854Contig1	HCGP-EN-CO_01760
CL855Contig1	HCGP-EN-CO_01761
CL856Contig1	HCGP-EN-CO_01762
CL857Contig1	HCGP-EN-CO_01763
CL858Contig1	HCGP-EN-CO_01764
CL859Contig1	HCGP-EN-CO_01765
CL85Contig1	HCGP-EN-CO_01766
CL860Contig1	HCGP-EN-CO_01767
CL861Contig1	HCGP-EN-CO_01768
CL862Contig1	HCGP-EN-CO_01769
CL863Contig1	HCGP-EN-CO_01770
CL864Contig1	HCGP-EN-CO_01771
CL865Contig1	HCGP-EN-CO_01772
CL866Contig1	HCGP-EN-CO_01773
CL867Contig1	HCGP-EN-CO_01774
CL868Contig1	HCGP-EN-CO_01775
CL869Contig1	HCGP-EN-CO_01776
CL86Contig1	HCGP-EN-CO_01777
CL870Contig1	HCGP-EN-CO_01778
CL871Contig1	HCGP-EN-CO_01779
CL872Contig1	HCGP-EN-CO_01780
CL873Contig1	HCGP-EN-CO_01781
CL874Contig1	HCGP-EN-CO_01782
CL875Contig1	HCGP-EN-CO_01783
CL876Contig1	HCGP-EN-CO_01784
CL877Contig1	HCGP-EN-CO_01785
CL878Contig1	HCGP-EN-CO_01786
CL879Contig1	HCGP-EN-CO_01787
CL87Contig1	HCGP-EN-CO_01788
CL87Contig2	HCGP-EN-CO_01789
CL87Contig3	HCGP-EN-CO_01790
CL880Contig1	HCGP-EN-CO_01791
CL881Contig1	HCGP-EN-CO_01792
CL883Contig1	HCGP-EN-CO_01793
CL884Contig1	HCGP-EN-CO_01794
CL886Contig1	HCGP-EN-CO_01795
CL887Contig1	HCGP-EN-CO_01796
CL888Contig1	HCGP-EN-CO_01797
CL889Contig1	HCGP-EN-CO_01798
CL88Contig1	HCGP-EN-CO_01799
CL890Contig1	HCGP-EN-CO_01800
CL892Contig1	HCGP-EN-CO_01801
CL893Contig1	HCGP-EN-CO_01802
CL894Contig1	HCGP-EN-CO_01803
CL895Contig1	HCGP-EN-CO_01804
CL896Contig1	HCGP-EN-CO_01805
CL897Contig1	HCGP-EN-CO_01806
CL898Contig1	HCGP-EN-CO_01807
CL899Contig1	HCGP-EN-CO_01808
CL89Contig1	HCGP-EN-CO_01809
CL8Contig1	HCGP-EN-CO_01810
CL900Contig1	HCGP-EN-CO_01811
CL901Contig1	HCGP-EN-CO_01812
CL902Contig1	HCGP-EN-CO_01813
CL903Contig1	HCGP-EN-CO_01814
CL906Contig1	HCGP-EN-CO_01815
CL907Contig1	HCGP-EN-CO_01816
CL908Contig1	HCGP-EN-CO_01817
CL909Contig1	HCGP-EN-CO_01818
CL90Contig1	HCGP-EN-CO_01819
CL911Contig1	HCGP-EN-CO_01820
CL912Contig1	HCGP-EN-CO_01821
CL913Contig1	HCGP-EN-CO_01822
CL914Contig1	HCGP-EN-CO_01823
CL916Contig1	HCGP-EN-CO_01824
CL917Contig1	HCGP-EN-CO_01825
CL919Contig1	HCGP-EN-CO_01826
CL91Contig1	HCGP-EN-CO_01827
CL920Contig1	HCGP-EN-CO_01828
CL921Contig1	HCGP-EN-CO_01829
CL922Contig1	HCGP-EN-CO_01830
CL923Contig1	HCGP-EN-CO_01831
CL924Contig1	HCGP-EN-CO_01832
CL926Contig1	HCGP-EN-CO_01833
CL927Contig1	HCGP-EN-CO_01834
CL929Contig1	HCGP-EN-CO_01835
CL92Contig1	HCGP-EN-CO_01836
CL930Contig1	HCGP-EN-CO_01837
CL931Contig1	HCGP-EN-CO_01838
CL932Contig1	HCGP-EN-CO_01839
CL934Contig1	HCGP-EN-CO_01840
CL936Contig1	HCGP-EN-CO_01841
CL937Contig1	HCGP-EN-CO_01842
CL938Contig1	HCGP-EN-CO_01843
CL939Contig1	HCGP-EN-CO_01844
CL93Contig1	HCGP-EN-CO_01845
CL93Contig2	HCGP-EN-CO_01846
CL940Contig1	HCGP-EN-CO_01847
CL941Contig1	HCGP-EN-CO_01848
CL942Contig1	HCGP-EN-CO_01849
CL944Contig1	HCGP-EN-CO_01850
CL945Contig1	HCGP-EN-CO_01851
CL946Contig1	HCGP-EN-CO_01852
CL948Contig1	HCGP-EN-CO_01853
CL949Contig1	HCGP-EN-CO_01854
CL94Contig1	HCGP-EN-CO_01855
CL950Contig1	HCGP-EN-CO_01856
CL951Contig1	HCGP-EN-CO_01857
CL952Contig1	HCGP-EN-CO_01858
CL953Contig1	HCGP-EN-CO_01859
CL954Contig1	HCGP-EN-CO_01860
CL956Contig1	HCGP-EN-CO_01861
CL957Contig1	HCGP-EN-CO_01862
CL958Contig1	HCGP-EN-CO_01863
CL959Contig1	HCGP-EN-CO_01864
CL95Contig1	HCGP-EN-CO_01865
CL961Contig1	HCGP-EN-CO_01866
CL962Contig1	HCGP-EN-CO_01867
CL963Contig1	HCGP-EN-CO_01868
