#TGICL_NAME	CONTIG_NAME
CL3842Contig1	HCGP-HT-CO_06722
CL3843Contig1	HCGP-HT-CO_06723
CL3844Contig1	HCGP-HT-CO_06724
CL3845Contig1	HCGP-HT-CO_06725
CL3846Contig1	HCGP-HT-CO_06726
CL3847Contig1	HCGP-HT-CO_06727
CL3849Contig1	HCGP-HT-CO_06728
CL384Contig1	HCGP-HT-CO_06729
CL3850Contig1	HCGP-HT-CO_06730
CL3851Contig1	HCGP-HT-CO_06731
CL3852Contig1	HCGP-HT-CO_06732
CL3853Contig1	HCGP-HT-CO_06733
CL3854Contig1	HCGP-HT-CO_06734
CL3855Contig1	HCGP-HT-CO_06735
CL3856Contig1	HCGP-HT-CO_06736
CL3857Contig1	HCGP-HT-CO_06737
CL3858Contig1	HCGP-HT-CO_06738
CL3859Contig1	HCGP-HT-CO_06739
CL385Contig1	HCGP-HT-CO_06740
CL3860Contig1	HCGP-HT-CO_06741
CL3861Contig1	HCGP-HT-CO_06742
CL3862Contig1	HCGP-HT-CO_06743
CL3863Contig1	HCGP-HT-CO_06744
CL3864Contig1	HCGP-HT-CO_06745
CL3865Contig1	HCGP-HT-CO_06746
CL3866Contig1	HCGP-HT-CO_06747
CL3867Contig1	HCGP-HT-CO_06748
CL3868Contig1	HCGP-HT-CO_06749
CL3869Contig1	HCGP-HT-CO_06750
CL386Contig1	HCGP-HT-CO_06751
CL3870Contig1	HCGP-HT-CO_06752
CL3871Contig1	HCGP-HT-CO_06753
CL3872Contig1	HCGP-HT-CO_06754
CL3873Contig1	HCGP-HT-CO_06755
CL3874Contig1	HCGP-HT-CO_06756
CL3875Contig1	HCGP-HT-CO_06757
CL3876Contig1	HCGP-HT-CO_06758
CL3877Contig1	HCGP-HT-CO_06759
CL3878Contig1	HCGP-HT-CO_06760
CL3879Contig1	HCGP-HT-CO_06761
CL387Contig1	HCGP-HT-CO_06762
CL3880Contig1	HCGP-HT-CO_06763
CL3881Contig1	HCGP-HT-CO_06764
CL3882Contig1	HCGP-HT-CO_06765
CL3883Contig1	HCGP-HT-CO_06766
CL3885Contig1	HCGP-HT-CO_06767
CL3886Contig1	HCGP-HT-CO_06768
CL3887Contig1	HCGP-HT-CO_06769
CL3888Contig1	HCGP-HT-CO_06770
CL3889Contig1	HCGP-HT-CO_06771
CL388Contig1	HCGP-HT-CO_06772
CL388Contig2	HCGP-HT-CO_06773
CL3890Contig1	HCGP-HT-CO_06774
CL3891Contig1	HCGP-HT-CO_06775
CL3892Contig1	HCGP-HT-CO_06776
CL3894Contig1	HCGP-HT-CO_06777
CL3895Contig1	HCGP-HT-CO_06778
CL3896Contig1	HCGP-HT-CO_06779
CL3897Contig1	HCGP-HT-CO_06780
CL3898Contig1	HCGP-HT-CO_06781
CL3899Contig1	HCGP-HT-CO_06782
CL389Contig1	HCGP-HT-CO_06783
CL389Contig2	HCGP-HT-CO_06784
CL389Contig3	HCGP-HT-CO_06785
CL389Contig4	HCGP-HT-CO_06786
CL38Contig1	HCGP-HT-CO_06787
CL38Contig2	HCGP-HT-CO_06788
CL38Contig3	HCGP-HT-CO_06789
CL3900Contig1	HCGP-HT-CO_06790
CL3901Contig1	HCGP-HT-CO_06791
CL3902Contig1	HCGP-HT-CO_06792
CL3903Contig1	HCGP-HT-CO_06793
CL3904Contig1	HCGP-HT-CO_06794
CL3906Contig1	HCGP-HT-CO_06795
CL3907Contig1	HCGP-HT-CO_06796
CL3908Contig1	HCGP-HT-CO_06797
CL3909Contig1	HCGP-HT-CO_06798
CL390Contig1	HCGP-HT-CO_06799
CL3910Contig1	HCGP-HT-CO_06800
CL3911Contig1	HCGP-HT-CO_06801
CL3912Contig1	HCGP-HT-CO_06802
CL3913Contig1	HCGP-HT-CO_06803
CL3914Contig1	HCGP-HT-CO_06804
CL3915Contig1	HCGP-HT-CO_06805
CL3917Contig1	HCGP-HT-CO_06806
CL3918Contig1	HCGP-HT-CO_06807
CL3919Contig1	HCGP-HT-CO_06808
CL391Contig1	HCGP-HT-CO_06809
CL3920Contig1	HCGP-HT-CO_06810
CL3922Contig1	HCGP-HT-CO_06811
CL3923Contig1	HCGP-HT-CO_06812
CL3924Contig1	HCGP-HT-CO_06813
CL3925Contig1	HCGP-HT-CO_06814
CL3926Contig1	HCGP-HT-CO_06815
CL3927Contig1	HCGP-HT-CO_06816
CL3928Contig1	HCGP-HT-CO_06817
CL3929Contig1	HCGP-HT-CO_06818
CL392Contig1	HCGP-HT-CO_06819
CL392Contig2	HCGP-HT-CO_06820
CL392Contig3	HCGP-HT-CO_06821
CL3930Contig1	HCGP-HT-CO_06822
CL3931Contig1	HCGP-HT-CO_06823
CL3932Contig1	HCGP-HT-CO_06824
CL3933Contig1	HCGP-HT-CO_06825
CL3934Contig1	HCGP-HT-CO_06826
CL3935Contig1	HCGP-HT-CO_06827
CL3936Contig1	HCGP-HT-CO_06828
CL3937Contig1	HCGP-HT-CO_06829
CL3938Contig1	HCGP-HT-CO_06830
CL3939Contig1	HCGP-HT-CO_06831
CL393Contig1	HCGP-HT-CO_06832
CL3940Contig1	HCGP-HT-CO_06833
CL3941Contig1	HCGP-HT-CO_06834
CL3942Contig1	HCGP-HT-CO_06835
CL3944Contig1	HCGP-HT-CO_06836
CL3945Contig1	HCGP-HT-CO_06837
CL3946Contig1	HCGP-HT-CO_06838
CL3947Contig1	HCGP-HT-CO_06839
CL3948Contig1	HCGP-HT-CO_06840
CL3949Contig1	HCGP-HT-CO_06841
CL394Contig1	HCGP-HT-CO_06842
CL394Contig2	HCGP-HT-CO_06843
CL3950Contig1	HCGP-HT-CO_06844
CL3951Contig1	HCGP-HT-CO_06845
CL3953Contig1	HCGP-HT-CO_06846
CL3954Contig1	HCGP-HT-CO_06847
CL3955Contig1	HCGP-HT-CO_06848
CL3956Contig1	HCGP-HT-CO_06849
CL3957Contig1	HCGP-HT-CO_06850
CL3958Contig1	HCGP-HT-CO_06851
CL3959Contig1	HCGP-HT-CO_06852
CL395Contig1	HCGP-HT-CO_06853
CL3960Contig1	HCGP-HT-CO_06854
CL3961Contig1	HCGP-HT-CO_06855
CL3962Contig1	HCGP-HT-CO_06856
CL3963Contig1	HCGP-HT-CO_06857
CL3964Contig1	HCGP-HT-CO_06858
CL3965Contig1	HCGP-HT-CO_06859
CL3966Contig1	HCGP-HT-CO_06860
CL3967Contig1	HCGP-HT-CO_06861
CL3968Contig1	HCGP-HT-CO_06862
CL3969Contig1	HCGP-HT-CO_06863
CL396Contig1	HCGP-HT-CO_06864
CL3970Contig1	HCGP-HT-CO_06865
CL3971Contig1	HCGP-HT-CO_06866
CL3972Contig1	HCGP-HT-CO_06867
CL3974Contig1	HCGP-HT-CO_06868
CL3975Contig1	HCGP-HT-CO_06869
CL3976Contig1	HCGP-HT-CO_06870
CL3977Contig1	HCGP-HT-CO_06871
CL3978Contig1	HCGP-HT-CO_06872
CL397Contig1	HCGP-HT-CO_06873
CL397Contig2	HCGP-HT-CO_06874
CL3980Contig1	HCGP-HT-CO_06875
CL3981Contig1	HCGP-HT-CO_06876
CL3982Contig1	HCGP-HT-CO_06877
CL3983Contig1	HCGP-HT-CO_06878
CL3984Contig1	HCGP-HT-CO_06879
CL3985Contig1	HCGP-HT-CO_06880
CL3986Contig1	HCGP-HT-CO_06881
CL3987Contig1	HCGP-HT-CO_06882
CL3988Contig1	HCGP-HT-CO_06883
CL3989Contig1	HCGP-HT-CO_06884
CL398Contig1	HCGP-HT-CO_06885
CL3990Contig1	HCGP-HT-CO_06886
CL3991Contig1	HCGP-HT-CO_06887
CL3992Contig1	HCGP-HT-CO_06888
CL3993Contig1	HCGP-HT-CO_06889
CL3994Contig1	HCGP-HT-CO_06890
CL3995Contig1	HCGP-HT-CO_06891
CL3996Contig1	HCGP-HT-CO_06892
CL3997Contig1	HCGP-HT-CO_06893
CL3998Contig1	HCGP-HT-CO_06894
CL3999Contig1	HCGP-HT-CO_06895
CL399Contig1	HCGP-HT-CO_06896
CL39Contig1	HCGP-HT-CO_06897
CL3Contig1	HCGP-HT-CO_06898
CL4000Contig1	HCGP-HT-CO_06899
CL4001Contig1	HCGP-HT-CO_06900
CL4002Contig1	HCGP-HT-CO_06901
CL4003Contig1	HCGP-HT-CO_06902
CL4004Contig1	HCGP-HT-CO_06903
CL4005Contig1	HCGP-HT-CO_06904
CL4006Contig1	HCGP-HT-CO_06905
CL4007Contig1	HCGP-HT-CO_06906
CL4008Contig1	HCGP-HT-CO_06907
CL4009Contig1	HCGP-HT-CO_06908
CL400Contig1	HCGP-HT-CO_06909
CL4010Contig1	HCGP-HT-CO_06910
CL4011Contig1	HCGP-HT-CO_06911
CL4012Contig1	HCGP-HT-CO_06912
CL4013Contig1	HCGP-HT-CO_06913
CL4015Contig1	HCGP-HT-CO_06914
CL4016Contig1	HCGP-HT-CO_06915
CL4017Contig1	HCGP-HT-CO_06916
CL4018Contig1	HCGP-HT-CO_06917
CL4019Contig1	HCGP-HT-CO_06918
CL401Contig1	HCGP-HT-CO_06919
CL4020Contig1	HCGP-HT-CO_06920
CL4022Contig1	HCGP-HT-CO_06921
CL4023Contig1	HCGP-HT-CO_06922
CL4024Contig1	HCGP-HT-CO_06923
CL4025Contig1	HCGP-HT-CO_06924
CL4026Contig1	HCGP-HT-CO_06925
CL4027Contig1	HCGP-HT-CO_06926
CL4028Contig1	HCGP-HT-CO_06927
CL4029Contig1	HCGP-HT-CO_06928
CL402Contig1	HCGP-HT-CO_06929
CL402Contig2	HCGP-HT-CO_06930
CL4030Contig1	HCGP-HT-CO_06931
CL4031Contig1	HCGP-HT-CO_06932
CL4032Contig1	HCGP-HT-CO_06933
CL4033Contig1	HCGP-HT-CO_06934
CL4034Contig1	HCGP-HT-CO_06935
CL4035Contig1	HCGP-HT-CO_06936
CL4036Contig1	HCGP-HT-CO_06937
CL4037Contig1	HCGP-HT-CO_06938
CL4038Contig1	HCGP-HT-CO_06939
CL4039Contig1	HCGP-HT-CO_06940
CL403Contig1	HCGP-HT-CO_06941
CL4040Contig1	HCGP-HT-CO_06942
CL4041Contig1	HCGP-HT-CO_06943
CL4042Contig1	HCGP-HT-CO_06944
CL4043Contig1	HCGP-HT-CO_06945
CL4044Contig1	HCGP-HT-CO_06946
CL4045Contig1	HCGP-HT-CO_06947
CL4046Contig1	HCGP-HT-CO_06948
CL4047Contig1	HCGP-HT-CO_06949
CL4048Contig1	HCGP-HT-CO_06950
CL4049Contig1	HCGP-HT-CO_06951
CL404Contig1	HCGP-HT-CO_06952
CL404Contig2	HCGP-HT-CO_06953
CL404Contig3	HCGP-HT-CO_06954
CL4050Contig1	HCGP-HT-CO_06955
CL4051Contig1	HCGP-HT-CO_06956
CL4052Contig1	HCGP-HT-CO_06957
CL4053Contig1	HCGP-HT-CO_06958
CL4054Contig1	HCGP-HT-CO_06959
CL4055Contig1	HCGP-HT-CO_06960
CL4056Contig1	HCGP-HT-CO_06961
CL4058Contig1	HCGP-HT-CO_06962
CL4059Contig1	HCGP-HT-CO_06963
CL405Contig1	HCGP-HT-CO_06964
CL4060Contig1	HCGP-HT-CO_06965
CL4062Contig1	HCGP-HT-CO_06966
CL4063Contig1	HCGP-HT-CO_06967
CL4064Contig1	HCGP-HT-CO_06968
CL4065Contig1	HCGP-HT-CO_06969
CL4066Contig1	HCGP-HT-CO_06970
CL4067Contig1	HCGP-HT-CO_06971
CL4068Contig1	HCGP-HT-CO_06972
CL4069Contig1	HCGP-HT-CO_06973
CL406Contig1	HCGP-HT-CO_06974
CL406Contig2	HCGP-HT-CO_06975
CL4070Contig1	HCGP-HT-CO_06976
CL4071Contig1	HCGP-HT-CO_06977
CL4072Contig1	HCGP-HT-CO_06978
CL4073Contig1	HCGP-HT-CO_06979
CL4074Contig1	HCGP-HT-CO_06980
CL4075Contig1	HCGP-HT-CO_06981
CL4077Contig1	HCGP-HT-CO_06982
CL4078Contig1	HCGP-HT-CO_06983
CL4079Contig1	HCGP-HT-CO_06984
CL407Contig1	HCGP-HT-CO_06985
CL4080Contig1	HCGP-HT-CO_06986
CL4081Contig1	HCGP-HT-CO_06987
CL4082Contig1	HCGP-HT-CO_06988
CL4083Contig1	HCGP-HT-CO_06989
CL4084Contig1	HCGP-HT-CO_06990
CL4085Contig1	HCGP-HT-CO_06991
CL4086Contig1	HCGP-HT-CO_06992
CL4087Contig1	HCGP-HT-CO_06993
CL4088Contig1	HCGP-HT-CO_06994
CL4089Contig1	HCGP-HT-CO_06995
CL408Contig1	HCGP-HT-CO_06996
CL4090Contig1	HCGP-HT-CO_06997
CL4091Contig1	HCGP-HT-CO_06998
CL4092Contig1	HCGP-HT-CO_06999
CL4093Contig1	HCGP-HT-CO_07000
CL4094Contig1	HCGP-HT-CO_07001
CL4096Contig1	HCGP-HT-CO_07002
CL4097Contig1	HCGP-HT-CO_07003
CL4098Contig1	HCGP-HT-CO_07004
CL4099Contig1	HCGP-HT-CO_07005
CL409Contig1	HCGP-HT-CO_07006
CL40Contig2	HCGP-HT-CO_07007
CL40Contig3	HCGP-HT-CO_07008
CL40Contig4	HCGP-HT-CO_07009
CL4100Contig1	HCGP-HT-CO_07010
CL4102Contig1	HCGP-HT-CO_07011
CL4103Contig1	HCGP-HT-CO_07012
CL4104Contig1	HCGP-HT-CO_07013
CL4106Contig1	HCGP-HT-CO_07014
CL4107Contig1	HCGP-HT-CO_07015
CL4108Contig1	HCGP-HT-CO_07016
CL4109Contig1	HCGP-HT-CO_07017
CL410Contig1	HCGP-HT-CO_07018
CL4110Contig1	HCGP-HT-CO_07019
CL4111Contig1	HCGP-HT-CO_07020
CL4112Contig1	HCGP-HT-CO_07021
CL4113Contig1	HCGP-HT-CO_07022
CL4114Contig1	HCGP-HT-CO_07023
CL4115Contig1	HCGP-HT-CO_07024
CL4116Contig1	HCGP-HT-CO_07025
CL4117Contig1	HCGP-HT-CO_07026
CL4118Contig1	HCGP-HT-CO_07027
CL4119Contig1	HCGP-HT-CO_07028
CL411Contig1	HCGP-HT-CO_07029
CL411Contig2	HCGP-HT-CO_07030
CL4120Contig1	HCGP-HT-CO_07031
CL4122Contig1	HCGP-HT-CO_07032
CL4123Contig1	HCGP-HT-CO_07033
CL4124Contig1	HCGP-HT-CO_07034
CL4126Contig1	HCGP-HT-CO_07035
CL4128Contig1	HCGP-HT-CO_07036
CL4129Contig1	HCGP-HT-CO_07037
CL4130Contig1	HCGP-HT-CO_07038
CL4131Contig1	HCGP-HT-CO_07039
CL4132Contig1	HCGP-HT-CO_07040
CL4133Contig1	HCGP-HT-CO_07041
CL4134Contig1	HCGP-HT-CO_07042
CL4135Contig1	HCGP-HT-CO_07043
CL4136Contig1	HCGP-HT-CO_07044
CL4137Contig1	HCGP-HT-CO_07045
CL4138Contig1	HCGP-HT-CO_07046
CL4139Contig1	HCGP-HT-CO_07047
CL413Contig1	HCGP-HT-CO_07048
CL4140Contig1	HCGP-HT-CO_07049
CL4141Contig1	HCGP-HT-CO_07050
CL4142Contig1	HCGP-HT-CO_07051
CL4143Contig1	HCGP-HT-CO_07052
CL4144Contig1	HCGP-HT-CO_07053
CL4145Contig1	HCGP-HT-CO_07054
CL4146Contig1	HCGP-HT-CO_07055
CL4147Contig1	HCGP-HT-CO_07056
CL4148Contig1	HCGP-HT-CO_07057
CL4149Contig1	HCGP-HT-CO_07058
CL414Contig1	HCGP-HT-CO_07059
CL4151Contig1	HCGP-HT-CO_07060
CL4152Contig1	HCGP-HT-CO_07061
CL4153Contig1	HCGP-HT-CO_07062
CL4154Contig1	HCGP-HT-CO_07063
CL4155Contig1	HCGP-HT-CO_07064
CL4156Contig1	HCGP-HT-CO_07065
CL4157Contig1	HCGP-HT-CO_07066
CL4158Contig1	HCGP-HT-CO_07067
CL4159Contig1	HCGP-HT-CO_07068
CL415Contig1	HCGP-HT-CO_07069
CL4160Contig1	HCGP-HT-CO_07070
CL4161Contig1	HCGP-HT-CO_07071
CL4162Contig1	HCGP-HT-CO_07072
CL4164Contig1	HCGP-HT-CO_07073
CL4165Contig1	HCGP-HT-CO_07074
CL4168Contig1	HCGP-HT-CO_07075
CL416Contig1	HCGP-HT-CO_07076
CL416Contig2	HCGP-HT-CO_07077
CL4170Contig1	HCGP-HT-CO_07078
CL4171Contig1	HCGP-HT-CO_07079
CL4172Contig1	HCGP-HT-CO_07080
CL4173Contig1	HCGP-HT-CO_07081
CL4174Contig1	HCGP-HT-CO_07082
CL4175Contig1	HCGP-HT-CO_07083
CL4176Contig1	HCGP-HT-CO_07084
CL4177Contig1	HCGP-HT-CO_07085
CL4178Contig1	HCGP-HT-CO_07086
CL4179Contig1	HCGP-HT-CO_07087
CL417Contig1	HCGP-HT-CO_07088
CL4180Contig1	HCGP-HT-CO_07089
CL4181Contig1	HCGP-HT-CO_07090
CL4182Contig1	HCGP-HT-CO_07091
CL4183Contig1	HCGP-HT-CO_07092
CL4184Contig1	HCGP-HT-CO_07093
CL4185Contig1	HCGP-HT-CO_07094
CL4186Contig1	HCGP-HT-CO_07095
CL4187Contig1	HCGP-HT-CO_07096
CL4188Contig1	HCGP-HT-CO_07097
CL4189Contig1	HCGP-HT-CO_07098
CL418Contig1	HCGP-HT-CO_07099
CL4190Contig1	HCGP-HT-CO_07100
CL4191Contig1	HCGP-HT-CO_07101
CL4192Contig1	HCGP-HT-CO_07102
CL4193Contig1	HCGP-HT-CO_07103
CL4194Contig1	HCGP-HT-CO_07104
CL4195Contig1	HCGP-HT-CO_07105
CL4196Contig1	HCGP-HT-CO_07106
CL4197Contig1	HCGP-HT-CO_07107
CL4198Contig1	HCGP-HT-CO_07108
CL4199Contig1	HCGP-HT-CO_07109
CL419Contig1	HCGP-HT-CO_07110
CL41Contig1	HCGP-HT-CO_07111
CL41Contig2	HCGP-HT-CO_07112
CL4201Contig1	HCGP-HT-CO_07113
CL4202Contig1	HCGP-HT-CO_07114
CL4203Contig1	HCGP-HT-CO_07115
CL4204Contig1	HCGP-HT-CO_07116
CL4205Contig1	HCGP-HT-CO_07117
CL4206Contig1	HCGP-HT-CO_07118
CL4207Contig1	HCGP-HT-CO_07119
CL4208Contig1	HCGP-HT-CO_07120
CL4209Contig1	HCGP-HT-CO_07121
CL420Contig1	HCGP-HT-CO_07122
CL4210Contig1	HCGP-HT-CO_07123
CL4211Contig1	HCGP-HT-CO_07124
CL4212Contig1	HCGP-HT-CO_07125
CL4213Contig1	HCGP-HT-CO_07126
CL4214Contig1	HCGP-HT-CO_07127
CL4215Contig1	HCGP-HT-CO_07128
CL4216Contig1	HCGP-HT-CO_07129
CL4217Contig1	HCGP-HT-CO_07130
CL4218Contig1	HCGP-HT-CO_07131
CL4219Contig1	HCGP-HT-CO_07132
CL421Contig1	HCGP-HT-CO_07133
CL421Contig2	HCGP-HT-CO_07134
CL4220Contig1	HCGP-HT-CO_07135
CL4221Contig1	HCGP-HT-CO_07136
CL4222Contig1	HCGP-HT-CO_07137
CL4223Contig1	HCGP-HT-CO_07138
CL4224Contig1	HCGP-HT-CO_07139
CL4225Contig1	HCGP-HT-CO_07140
CL4226Contig1	HCGP-HT-CO_07141
CL4227Contig1	HCGP-HT-CO_07142
CL4228Contig1	HCGP-HT-CO_07143
CL4229Contig1	HCGP-HT-CO_07144
CL422Contig1	HCGP-HT-CO_07145
CL4230Contig1	HCGP-HT-CO_07146
CL4231Contig1	HCGP-HT-CO_07147
CL4232Contig1	HCGP-HT-CO_07148
CL4233Contig1	HCGP-HT-CO_07149
CL4234Contig1	HCGP-HT-CO_07150
CL4235Contig1	HCGP-HT-CO_07151
CL4236Contig1	HCGP-HT-CO_07152
CL4237Contig1	HCGP-HT-CO_07153
CL4238Contig1	HCGP-HT-CO_07154
CL4239Contig1	HCGP-HT-CO_07155
CL423Contig1	HCGP-HT-CO_07156
CL4241Contig1	HCGP-HT-CO_07157
CL4242Contig1	HCGP-HT-CO_07158
CL4243Contig1	HCGP-HT-CO_07159
CL4244Contig1	HCGP-HT-CO_07160
CL4245Contig1	HCGP-HT-CO_07161
CL4246Contig1	HCGP-HT-CO_07162
CL4247Contig1	HCGP-HT-CO_07163
CL4248Contig1	HCGP-HT-CO_07164
CL4249Contig1	HCGP-HT-CO_07165
CL4250Contig1	HCGP-HT-CO_07166
CL4251Contig1	HCGP-HT-CO_07167
CL4252Contig1	HCGP-HT-CO_07168
CL4253Contig1	HCGP-HT-CO_07169
CL4254Contig1	HCGP-HT-CO_07170
CL4255Contig1	HCGP-HT-CO_07171
CL4256Contig1	HCGP-HT-CO_07172
CL4257Contig1	HCGP-HT-CO_07173
CL4258Contig1	HCGP-HT-CO_07174
CL4259Contig1	HCGP-HT-CO_07175
CL425Contig1	HCGP-HT-CO_07176
CL4260Contig1	HCGP-HT-CO_07177
CL4261Contig1	HCGP-HT-CO_07178
CL4263Contig1	HCGP-HT-CO_07179
CL4264Contig1	HCGP-HT-CO_07180
CL4265Contig1	HCGP-HT-CO_07181
CL4266Contig1	HCGP-HT-CO_07182
CL4268Contig1	HCGP-HT-CO_07183
CL4269Contig1	HCGP-HT-CO_07184
CL426Contig1	HCGP-HT-CO_07185
CL4270Contig1	HCGP-HT-CO_07186
CL4271Contig1	HCGP-HT-CO_07187
CL4272Contig1	HCGP-HT-CO_07188
CL4273Contig1	HCGP-HT-CO_07189
CL4274Contig1	HCGP-HT-CO_07190
CL4275Contig1	HCGP-HT-CO_07191
CL4276Contig1	HCGP-HT-CO_07192
CL4277Contig1	HCGP-HT-CO_07193
CL4278Contig1	HCGP-HT-CO_07194
CL4279Contig1	HCGP-HT-CO_07195
CL427Contig1	HCGP-HT-CO_07196
CL4280Contig1	HCGP-HT-CO_07197
CL4281Contig1	HCGP-HT-CO_07198
CL4282Contig1	HCGP-HT-CO_07199
CL4283Contig1	HCGP-HT-CO_07200
CL4284Contig1	HCGP-HT-CO_07201
CL4285Contig1	HCGP-HT-CO_07202
CL4286Contig1	HCGP-HT-CO_07203
CL4287Contig1	HCGP-HT-CO_07204
CL4288Contig1	HCGP-HT-CO_07205
CL4289Contig1	HCGP-HT-CO_07206
CL428Contig1	HCGP-HT-CO_07207
CL428Contig2	HCGP-HT-CO_07208
CL4290Contig1	HCGP-HT-CO_07209
CL4291Contig1	HCGP-HT-CO_07210
CL4292Contig1	HCGP-HT-CO_07211
CL4293Contig1	HCGP-HT-CO_07212
CL4294Contig1	HCGP-HT-CO_07213
CL4295Contig1	HCGP-HT-CO_07214
CL4296Contig1	HCGP-HT-CO_07215
CL4297Contig1	HCGP-HT-CO_07216
CL4298Contig1	HCGP-HT-CO_07217
CL4299Contig1	HCGP-HT-CO_07218
CL42Contig1	HCGP-HT-CO_07219
CL4300Contig1	HCGP-HT-CO_07220
CL4301Contig1	HCGP-HT-CO_07221
CL4302Contig1	HCGP-HT-CO_07222
CL4303Contig1	HCGP-HT-CO_07223
CL4304Contig1	HCGP-HT-CO_07224
CL4305Contig1	HCGP-HT-CO_07225
CL4307Contig1	HCGP-HT-CO_07226
CL4308Contig1	HCGP-HT-CO_07227
CL4309Contig1	HCGP-HT-CO_07228
CL430Contig1	HCGP-HT-CO_07229
CL4310Contig1	HCGP-HT-CO_07230
CL4311Contig1	HCGP-HT-CO_07231
CL4312Contig1	HCGP-HT-CO_07232
CL4313Contig1	HCGP-HT-CO_07233
CL4314Contig1	HCGP-HT-CO_07234
CL4315Contig1	HCGP-HT-CO_07235
CL4316Contig1	HCGP-HT-CO_07236
CL4317Contig1	HCGP-HT-CO_07237
CL4318Contig1	HCGP-HT-CO_07238
CL4319Contig1	HCGP-HT-CO_07239
CL431Contig1	HCGP-HT-CO_07240
CL4320Contig1	HCGP-HT-CO_07241
CL4321Contig1	HCGP-HT-CO_07242
CL4322Contig1	HCGP-HT-CO_07243
CL4323Contig1	HCGP-HT-CO_07244
CL4324Contig1	HCGP-HT-CO_07245
CL4325Contig1	HCGP-HT-CO_07246
CL4326Contig1	HCGP-HT-CO_07247
CL4327Contig1	HCGP-HT-CO_07248
CL4328Contig1	HCGP-HT-CO_07249
CL4329Contig1	HCGP-HT-CO_07250
CL432Contig1	HCGP-HT-CO_07251
CL4330Contig1	HCGP-HT-CO_07252
CL4331Contig1	HCGP-HT-CO_07253
CL4332Contig1	HCGP-HT-CO_07254
CL4333Contig1	HCGP-HT-CO_07255
CL4334Contig1	HCGP-HT-CO_07256
CL4335Contig1	HCGP-HT-CO_07257
CL4336Contig1	HCGP-HT-CO_07258
CL4338Contig1	HCGP-HT-CO_07259
CL4339Contig1	HCGP-HT-CO_07260
CL4340Contig1	HCGP-HT-CO_07261
CL4341Contig1	HCGP-HT-CO_07262
CL4342Contig1	HCGP-HT-CO_07263
CL4343Contig1	HCGP-HT-CO_07264
CL4344Contig1	HCGP-HT-CO_07265
CL4345Contig1	HCGP-HT-CO_07266
CL4346Contig1	HCGP-HT-CO_07267
CL4347Contig1	HCGP-HT-CO_07268
CL4348Contig1	HCGP-HT-CO_07269
CL4349Contig1	HCGP-HT-CO_07270
CL434Contig1	HCGP-HT-CO_07271
CL4350Contig1	HCGP-HT-CO_07272
CL4352Contig1	HCGP-HT-CO_07273
CL4353Contig1	HCGP-HT-CO_07274
CL4354Contig1	HCGP-HT-CO_07275
CL4355Contig1	HCGP-HT-CO_07276
CL4356Contig1	HCGP-HT-CO_07277
CL4357Contig1	HCGP-HT-CO_07278
CL4358Contig1	HCGP-HT-CO_07279
CL435Contig1	HCGP-HT-CO_07280
CL435Contig2	HCGP-HT-CO_07281
CL435Contig3	HCGP-HT-CO_07282
CL4360Contig1	HCGP-HT-CO_07283
CL4361Contig1	HCGP-HT-CO_07284
CL4362Contig1	HCGP-HT-CO_07285
CL4363Contig1	HCGP-HT-CO_07286
CL4364Contig1	HCGP-HT-CO_07287
CL4365Contig1	HCGP-HT-CO_07288
CL4366Contig1	HCGP-HT-CO_07289
CL4367Contig1	HCGP-HT-CO_07290
CL4368Contig1	HCGP-HT-CO_07291
CL4369Contig1	HCGP-HT-CO_07292
CL4371Contig1	HCGP-HT-CO_07293
CL4372Contig1	HCGP-HT-CO_07294
CL4373Contig1	HCGP-HT-CO_07295
CL4374Contig1	HCGP-HT-CO_07296
CL4375Contig1	HCGP-HT-CO_07297
CL4376Contig1	HCGP-HT-CO_07298
CL4377Contig1	HCGP-HT-CO_07299
CL4378Contig1	HCGP-HT-CO_07300
CL4379Contig1	HCGP-HT-CO_07301
CL437Contig1	HCGP-HT-CO_07302
CL437Contig2	HCGP-HT-CO_07303
CL4380Contig1	HCGP-HT-CO_07304
CL4381Contig1	HCGP-HT-CO_07305
CL4382Contig1	HCGP-HT-CO_07306
CL4383Contig1	HCGP-HT-CO_07307
CL4384Contig1	HCGP-HT-CO_07308
CL4385Contig1	HCGP-HT-CO_07309
CL4386Contig1	HCGP-HT-CO_07310
CL4387Contig1	HCGP-HT-CO_07311
CL4388Contig1	HCGP-HT-CO_07312
CL4389Contig1	HCGP-HT-CO_07313
CL438Contig1	HCGP-HT-CO_07314
CL438Contig2	HCGP-HT-CO_07315
CL438Contig3	HCGP-HT-CO_07316
CL4390Contig1	HCGP-HT-CO_07317
CL4391Contig1	HCGP-HT-CO_07318
CL4392Contig1	HCGP-HT-CO_07319
CL4393Contig1	HCGP-HT-CO_07320
CL4394Contig1	HCGP-HT-CO_07321
CL4395Contig1	HCGP-HT-CO_07322
CL4396Contig1	HCGP-HT-CO_07323
CL4397Contig1	HCGP-HT-CO_07324
CL4398Contig1	HCGP-HT-CO_07325
CL4399Contig1	HCGP-HT-CO_07326
CL439Contig1	HCGP-HT-CO_07327
CL439Contig2	HCGP-HT-CO_07328
CL43Contig1	HCGP-HT-CO_07329
CL43Contig2	HCGP-HT-CO_07330
CL43Contig3	HCGP-HT-CO_07331
CL43Contig4	HCGP-HT-CO_07332
