#TGICL_NAME	CONTIG_NAME
CL4400Contig1	HCGP-HT-CO_07333
CL4401Contig1	HCGP-HT-CO_07334
CL4402Contig1	HCGP-HT-CO_07335
CL4403Contig1	HCGP-HT-CO_07336
CL4404Contig1	HCGP-HT-CO_07337
CL4405Contig1	HCGP-HT-CO_07338
CL4406Contig1	HCGP-HT-CO_07339
CL4407Contig1	HCGP-HT-CO_07340
CL4409Contig1	HCGP-HT-CO_07341
CL440Contig1	HCGP-HT-CO_07342
CL4410Contig1	HCGP-HT-CO_07343
CL4411Contig1	HCGP-HT-CO_07344
CL4412Contig1	HCGP-HT-CO_07345
CL4413Contig1	HCGP-HT-CO_07346
CL4415Contig1	HCGP-HT-CO_07347
CL4416Contig1	HCGP-HT-CO_07348
CL4417Contig1	HCGP-HT-CO_07349
CL4418Contig1	HCGP-HT-CO_07350
CL4419Contig1	HCGP-HT-CO_07351
CL441Contig1	HCGP-HT-CO_07352
CL441Contig2	HCGP-HT-CO_07353
CL441Contig3	HCGP-HT-CO_07354
CL4421Contig1	HCGP-HT-CO_07355
CL4422Contig1	HCGP-HT-CO_07356
CL4423Contig1	HCGP-HT-CO_07357
CL4424Contig1	HCGP-HT-CO_07358
CL4425Contig1	HCGP-HT-CO_07359
CL4426Contig1	HCGP-HT-CO_07360
CL4427Contig1	HCGP-HT-CO_07361
CL4428Contig1	HCGP-HT-CO_07362
CL4429Contig1	HCGP-HT-CO_07363
CL442Contig1	HCGP-HT-CO_07364
CL4430Contig1	HCGP-HT-CO_07365
CL4431Contig1	HCGP-HT-CO_07366
CL4432Contig1	HCGP-HT-CO_07367
CL4433Contig1	HCGP-HT-CO_07368
CL4434Contig1	HCGP-HT-CO_07369
CL4435Contig1	HCGP-HT-CO_07370
CL4436Contig1	HCGP-HT-CO_07371
CL4437Contig1	HCGP-HT-CO_07372
CL4438Contig1	HCGP-HT-CO_07373
CL4439Contig1	HCGP-HT-CO_07374
CL443Contig2	HCGP-HT-CO_07375
CL443Contig3	HCGP-HT-CO_07376
CL4440Contig1	HCGP-HT-CO_07377
CL4441Contig1	HCGP-HT-CO_07378
CL4443Contig1	HCGP-HT-CO_07379
CL4444Contig1	HCGP-HT-CO_07380
CL4445Contig1	HCGP-HT-CO_07381
CL4446Contig1	HCGP-HT-CO_07382
CL4447Contig1	HCGP-HT-CO_07383
CL4448Contig1	HCGP-HT-CO_07384
CL4449Contig1	HCGP-HT-CO_07385
CL444Contig1	HCGP-HT-CO_07386
CL444Contig2	HCGP-HT-CO_07387
CL4450Contig1	HCGP-HT-CO_07388
CL4451Contig1	HCGP-HT-CO_07389
CL4452Contig1	HCGP-HT-CO_07390
CL4453Contig1	HCGP-HT-CO_07391
CL4454Contig1	HCGP-HT-CO_07392
CL4455Contig1	HCGP-HT-CO_07393
CL4456Contig1	HCGP-HT-CO_07394
CL4457Contig1	HCGP-HT-CO_07395
CL4458Contig1	HCGP-HT-CO_07396
CL4459Contig1	HCGP-HT-CO_07397
CL445Contig1	HCGP-HT-CO_07398
CL4460Contig1	HCGP-HT-CO_07399
CL4461Contig1	HCGP-HT-CO_07400
CL4462Contig1	HCGP-HT-CO_07401
CL4463Contig1	HCGP-HT-CO_07402
CL4464Contig1	HCGP-HT-CO_07403
CL4465Contig1	HCGP-HT-CO_07404
CL4466Contig1	HCGP-HT-CO_07405
CL4468Contig1	HCGP-HT-CO_07406
CL4469Contig1	HCGP-HT-CO_07407
CL446Contig1	HCGP-HT-CO_07408
CL446Contig2	HCGP-HT-CO_07409
CL446Contig3	HCGP-HT-CO_07410
CL4470Contig1	HCGP-HT-CO_07411
CL4471Contig1	HCGP-HT-CO_07412
CL4472Contig1	HCGP-HT-CO_07413
CL4473Contig1	HCGP-HT-CO_07414
CL4474Contig1	HCGP-HT-CO_07415
CL4475Contig1	HCGP-HT-CO_07416
CL4476Contig1	HCGP-HT-CO_07417
CL4477Contig1	HCGP-HT-CO_07418
CL4478Contig1	HCGP-HT-CO_07419
CL4479Contig1	HCGP-HT-CO_07420
CL447Contig1	HCGP-HT-CO_07421
CL447Contig2	HCGP-HT-CO_07422
CL4480Contig1	HCGP-HT-CO_07423
CL4481Contig1	HCGP-HT-CO_07424
CL4482Contig1	HCGP-HT-CO_07425
CL4483Contig1	HCGP-HT-CO_07426
CL4484Contig1	HCGP-HT-CO_07427
CL4485Contig1	HCGP-HT-CO_07428
CL4486Contig1	HCGP-HT-CO_07429
CL4487Contig1	HCGP-HT-CO_07430
CL4488Contig1	HCGP-HT-CO_07431
CL4489Contig1	HCGP-HT-CO_07432
CL448Contig1	HCGP-HT-CO_07433
CL4490Contig1	HCGP-HT-CO_07434
CL4491Contig1	HCGP-HT-CO_07435
CL4492Contig1	HCGP-HT-CO_07436
CL4493Contig1	HCGP-HT-CO_07437
CL4494Contig1	HCGP-HT-CO_07438
CL4495Contig1	HCGP-HT-CO_07439
CL4496Contig1	HCGP-HT-CO_07440
CL4497Contig1	HCGP-HT-CO_07441
CL4498Contig1	HCGP-HT-CO_07442
CL4499Contig1	HCGP-HT-CO_07443
CL449Contig1	HCGP-HT-CO_07444
CL44Contig1	HCGP-HT-CO_07445
CL44Contig2	HCGP-HT-CO_07446
CL4500Contig1	HCGP-HT-CO_07447
CL4502Contig1	HCGP-HT-CO_07448
CL4504Contig1	HCGP-HT-CO_07449
CL4505Contig1	HCGP-HT-CO_07450
CL4506Contig1	HCGP-HT-CO_07451
CL4507Contig1	HCGP-HT-CO_07452
CL4508Contig1	HCGP-HT-CO_07453
CL4509Contig1	HCGP-HT-CO_07454
CL450Contig1	HCGP-HT-CO_07455
CL4510Contig1	HCGP-HT-CO_07456
CL4511Contig1	HCGP-HT-CO_07457
CL4512Contig1	HCGP-HT-CO_07458
CL4513Contig1	HCGP-HT-CO_07459
CL4514Contig1	HCGP-HT-CO_07460
CL4515Contig1	HCGP-HT-CO_07461
CL4516Contig1	HCGP-HT-CO_07462
CL4517Contig1	HCGP-HT-CO_07463
CL4519Contig1	HCGP-HT-CO_07464
CL451Contig1	HCGP-HT-CO_07465
CL4520Contig1	HCGP-HT-CO_07466
CL4521Contig1	HCGP-HT-CO_07467
CL4522Contig1	HCGP-HT-CO_07468
CL4524Contig1	HCGP-HT-CO_07469
CL4525Contig1	HCGP-HT-CO_07470
CL4526Contig1	HCGP-HT-CO_07471
CL4527Contig1	HCGP-HT-CO_07472
CL4528Contig1	HCGP-HT-CO_07473
CL4529Contig1	HCGP-HT-CO_07474
CL452Contig1	HCGP-HT-CO_07475
CL4530Contig1	HCGP-HT-CO_07476
CL4532Contig1	HCGP-HT-CO_07477
CL4533Contig1	HCGP-HT-CO_07478
CL4534Contig1	HCGP-HT-CO_07479
CL4535Contig1	HCGP-HT-CO_07480
CL4536Contig1	HCGP-HT-CO_07481
CL4537Contig1	HCGP-HT-CO_07482
CL4538Contig1	HCGP-HT-CO_07483
CL4539Contig1	HCGP-HT-CO_07484
CL4540Contig1	HCGP-HT-CO_07485
CL4541Contig1	HCGP-HT-CO_07486
CL4542Contig1	HCGP-HT-CO_07487
CL4543Contig1	HCGP-HT-CO_07488
CL4544Contig1	HCGP-HT-CO_07489
CL4545Contig1	HCGP-HT-CO_07490
CL4546Contig1	HCGP-HT-CO_07491
CL4547Contig1	HCGP-HT-CO_07492
CL4548Contig1	HCGP-HT-CO_07493
CL4549Contig1	HCGP-HT-CO_07494
CL454Contig1	HCGP-HT-CO_07495
CL4550Contig1	HCGP-HT-CO_07496
CL4551Contig1	HCGP-HT-CO_07497
CL4552Contig1	HCGP-HT-CO_07498
CL4554Contig1	HCGP-HT-CO_07499
CL4555Contig1	HCGP-HT-CO_07500
CL4556Contig1	HCGP-HT-CO_07501
CL4557Contig1	HCGP-HT-CO_07502
CL4558Contig1	HCGP-HT-CO_07503
CL4559Contig1	HCGP-HT-CO_07504
CL455Contig1	HCGP-HT-CO_07505
CL4560Contig1	HCGP-HT-CO_07506
CL4561Contig1	HCGP-HT-CO_07507
CL4562Contig1	HCGP-HT-CO_07508
CL4563Contig1	HCGP-HT-CO_07509
CL4564Contig1	HCGP-HT-CO_07510
CL4565Contig1	HCGP-HT-CO_07511
CL4566Contig1	HCGP-HT-CO_07512
CL4567Contig1	HCGP-HT-CO_07513
CL4569Contig1	HCGP-HT-CO_07514
CL456Contig1	HCGP-HT-CO_07515
CL4570Contig1	HCGP-HT-CO_07516
CL4571Contig1	HCGP-HT-CO_07517
CL4572Contig1	HCGP-HT-CO_07518
CL4573Contig1	HCGP-HT-CO_07519
CL4574Contig1	HCGP-HT-CO_07520
CL4575Contig1	HCGP-HT-CO_07521
CL4576Contig1	HCGP-HT-CO_07522
CL4577Contig1	HCGP-HT-CO_07523
CL457Contig1	HCGP-HT-CO_07524
CL457Contig2	HCGP-HT-CO_07525
CL4580Contig1	HCGP-HT-CO_07526
CL4581Contig1	HCGP-HT-CO_07527
CL4582Contig1	HCGP-HT-CO_07528
CL4583Contig1	HCGP-HT-CO_07529
CL4584Contig1	HCGP-HT-CO_07530
CL4585Contig1	HCGP-HT-CO_07531
CL4586Contig1	HCGP-HT-CO_07532
CL4587Contig1	HCGP-HT-CO_07533
CL4588Contig1	HCGP-HT-CO_07534
CL458Contig1	HCGP-HT-CO_07535
CL4590Contig1	HCGP-HT-CO_07536
CL4591Contig1	HCGP-HT-CO_07537
CL4592Contig1	HCGP-HT-CO_07538
CL4593Contig1	HCGP-HT-CO_07539
CL4594Contig1	HCGP-HT-CO_07540
CL4595Contig1	HCGP-HT-CO_07541
CL4596Contig1	HCGP-HT-CO_07542
CL4597Contig1	HCGP-HT-CO_07543
CL4598Contig1	HCGP-HT-CO_07544
CL4599Contig1	HCGP-HT-CO_07545
CL459Contig1	HCGP-HT-CO_07546
CL45Contig1	HCGP-HT-CO_07547
CL4600Contig1	HCGP-HT-CO_07548
CL4601Contig1	HCGP-HT-CO_07549
CL4602Contig1	HCGP-HT-CO_07550
CL4604Contig1	HCGP-HT-CO_07551
CL4605Contig1	HCGP-HT-CO_07552
CL4606Contig1	HCGP-HT-CO_07553
CL4607Contig1	HCGP-HT-CO_07554
CL4608Contig1	HCGP-HT-CO_07555
CL4609Contig1	HCGP-HT-CO_07556
CL460Contig1	HCGP-HT-CO_07557
CL4610Contig1	HCGP-HT-CO_07558
CL4611Contig1	HCGP-HT-CO_07559
CL4612Contig1	HCGP-HT-CO_07560
CL4613Contig1	HCGP-HT-CO_07561
CL4615Contig1	HCGP-HT-CO_07562
CL4616Contig1	HCGP-HT-CO_07563
CL4617Contig1	HCGP-HT-CO_07564
CL4618Contig1	HCGP-HT-CO_07565
CL4619Contig1	HCGP-HT-CO_07566
CL461Contig1	HCGP-HT-CO_07567
CL461Contig2	HCGP-HT-CO_07568
CL4620Contig1	HCGP-HT-CO_07569
CL4621Contig1	HCGP-HT-CO_07570
CL4622Contig1	HCGP-HT-CO_07571
CL4624Contig1	HCGP-HT-CO_07572
CL4625Contig1	HCGP-HT-CO_07573
CL4626Contig1	HCGP-HT-CO_07574
CL4627Contig1	HCGP-HT-CO_07575
CL4628Contig1	HCGP-HT-CO_07576
CL4629Contig1	HCGP-HT-CO_07577
CL462Contig1	HCGP-HT-CO_07578
CL4630Contig1	HCGP-HT-CO_07579
CL4631Contig1	HCGP-HT-CO_07580
CL4632Contig1	HCGP-HT-CO_07581
CL4633Contig1	HCGP-HT-CO_07582
CL4634Contig1	HCGP-HT-CO_07583
CL4635Contig1	HCGP-HT-CO_07584
CL4636Contig1	HCGP-HT-CO_07585
CL4637Contig1	HCGP-HT-CO_07586
CL4638Contig1	HCGP-HT-CO_07587
CL4639Contig1	HCGP-HT-CO_07588
CL463Contig1	HCGP-HT-CO_07589
CL463Contig2	HCGP-HT-CO_07590
CL4640Contig1	HCGP-HT-CO_07591
CL4641Contig1	HCGP-HT-CO_07592
CL4642Contig1	HCGP-HT-CO_07593
CL4643Contig1	HCGP-HT-CO_07594
CL4644Contig1	HCGP-HT-CO_07595
CL4645Contig1	HCGP-HT-CO_07596
CL4646Contig1	HCGP-HT-CO_07597
CL4647Contig1	HCGP-HT-CO_07598
CL4648Contig1	HCGP-HT-CO_07599
CL4649Contig1	HCGP-HT-CO_07600
CL464Contig1	HCGP-HT-CO_07601
CL464Contig2	HCGP-HT-CO_07602
CL4650Contig1	HCGP-HT-CO_07603
CL4651Contig1	HCGP-HT-CO_07604
CL4652Contig1	HCGP-HT-CO_07605
CL4653Contig1	HCGP-HT-CO_07606
CL4654Contig1	HCGP-HT-CO_07607
CL4655Contig1	HCGP-HT-CO_07608
CL4656Contig1	HCGP-HT-CO_07609
CL4657Contig1	HCGP-HT-CO_07610
CL4658Contig1	HCGP-HT-CO_07611
CL4659Contig1	HCGP-HT-CO_07612
CL465Contig1	HCGP-HT-CO_07613
CL4660Contig1	HCGP-HT-CO_07614
CL4661Contig1	HCGP-HT-CO_07615
CL4662Contig1	HCGP-HT-CO_07616
CL4663Contig1	HCGP-HT-CO_07617
CL4664Contig1	HCGP-HT-CO_07618
CL4665Contig1	HCGP-HT-CO_07619
CL4666Contig1	HCGP-HT-CO_07620
CL4668Contig1	HCGP-HT-CO_07621
CL4669Contig1	HCGP-HT-CO_07622
CL466Contig1	HCGP-HT-CO_07623
CL4670Contig1	HCGP-HT-CO_07624
CL4671Contig1	HCGP-HT-CO_07625
CL4673Contig1	HCGP-HT-CO_07626
CL4674Contig1	HCGP-HT-CO_07627
CL4676Contig1	HCGP-HT-CO_07628
CL4677Contig1	HCGP-HT-CO_07629
CL4678Contig1	HCGP-HT-CO_07630
CL4679Contig1	HCGP-HT-CO_07631
CL467Contig1	HCGP-HT-CO_07632
CL4680Contig1	HCGP-HT-CO_07633
CL4681Contig1	HCGP-HT-CO_07634
CL4682Contig1	HCGP-HT-CO_07635
CL4683Contig1	HCGP-HT-CO_07636
CL4684Contig1	HCGP-HT-CO_07637
CL4685Contig1	HCGP-HT-CO_07638
CL4686Contig1	HCGP-HT-CO_07639
CL4687Contig1	HCGP-HT-CO_07640
CL4689Contig1	HCGP-HT-CO_07641
CL468Contig1	HCGP-HT-CO_07642
CL4690Contig1	HCGP-HT-CO_07643
CL4691Contig1	HCGP-HT-CO_07644
CL4692Contig1	HCGP-HT-CO_07645
CL4693Contig1	HCGP-HT-CO_07646
CL4694Contig1	HCGP-HT-CO_07647
CL4695Contig1	HCGP-HT-CO_07648
CL4696Contig1	HCGP-HT-CO_07649
CL4697Contig1	HCGP-HT-CO_07650
CL4698Contig1	HCGP-HT-CO_07651
CL469Contig1	HCGP-HT-CO_07652
CL46Contig1	HCGP-HT-CO_07653
CL4700Contig1	HCGP-HT-CO_07654
CL4701Contig1	HCGP-HT-CO_07655
CL4702Contig1	HCGP-HT-CO_07656
CL4703Contig1	HCGP-HT-CO_07657
CL4704Contig1	HCGP-HT-CO_07658
CL4705Contig1	HCGP-HT-CO_07659
CL4706Contig1	HCGP-HT-CO_07660
CL4707Contig1	HCGP-HT-CO_07661
CL4708Contig1	HCGP-HT-CO_07662
CL4709Contig1	HCGP-HT-CO_07663
CL470Contig1	HCGP-HT-CO_07664
CL470Contig2	HCGP-HT-CO_07665
CL470Contig3	HCGP-HT-CO_07666
CL4710Contig1	HCGP-HT-CO_07667
CL4711Contig1	HCGP-HT-CO_07668
CL4713Contig1	HCGP-HT-CO_07669
CL4714Contig1	HCGP-HT-CO_07670
CL4715Contig1	HCGP-HT-CO_07671
CL4716Contig1	HCGP-HT-CO_07672
CL4717Contig1	HCGP-HT-CO_07673
CL4718Contig1	HCGP-HT-CO_07674
CL4719Contig1	HCGP-HT-CO_07675
CL471Contig1	HCGP-HT-CO_07676
CL4720Contig1	HCGP-HT-CO_07677
CL4721Contig1	HCGP-HT-CO_07678
CL4723Contig1	HCGP-HT-CO_07679
CL4724Contig1	HCGP-HT-CO_07680
CL4725Contig1	HCGP-HT-CO_07681
CL4726Contig1	HCGP-HT-CO_07682
CL4727Contig1	HCGP-HT-CO_07683
CL4728Contig1	HCGP-HT-CO_07684
CL4729Contig1	HCGP-HT-CO_07685
CL472Contig1	HCGP-HT-CO_07686
CL472Contig2	HCGP-HT-CO_07687
CL4730Contig1	HCGP-HT-CO_07688
CL4731Contig1	HCGP-HT-CO_07689
CL4732Contig1	HCGP-HT-CO_07690
CL4733Contig1	HCGP-HT-CO_07691
CL4734Contig1	HCGP-HT-CO_07692
CL4735Contig1	HCGP-HT-CO_07693
CL4736Contig1	HCGP-HT-CO_07694
CL4738Contig1	HCGP-HT-CO_07695
CL4739Contig1	HCGP-HT-CO_07696
CL473Contig1	HCGP-HT-CO_07697
CL4740Contig1	HCGP-HT-CO_07698
CL4741Contig1	HCGP-HT-CO_07699
CL4742Contig1	HCGP-HT-CO_07700
CL4743Contig1	HCGP-HT-CO_07701
CL4744Contig1	HCGP-HT-CO_07702
CL4745Contig1	HCGP-HT-CO_07703
CL4746Contig1	HCGP-HT-CO_07704
CL4747Contig1	HCGP-HT-CO_07705
CL4748Contig1	HCGP-HT-CO_07706
CL4749Contig1	HCGP-HT-CO_07707
CL474Contig1	HCGP-HT-CO_07708
CL4750Contig1	HCGP-HT-CO_07709
CL4751Contig1	HCGP-HT-CO_07710
CL4752Contig1	HCGP-HT-CO_07711
CL4753Contig1	HCGP-HT-CO_07712
CL4754Contig1	HCGP-HT-CO_07713
CL4755Contig1	HCGP-HT-CO_07714
CL4756Contig1	HCGP-HT-CO_07715
CL4757Contig1	HCGP-HT-CO_07716
CL4759Contig1	HCGP-HT-CO_07717
CL475Contig1	HCGP-HT-CO_07718
CL4760Contig1	HCGP-HT-CO_07719
CL4761Contig1	HCGP-HT-CO_07720
CL4762Contig1	HCGP-HT-CO_07721
CL4763Contig1	HCGP-HT-CO_07722
CL4764Contig1	HCGP-HT-CO_07723
CL4765Contig1	HCGP-HT-CO_07724
CL4766Contig1	HCGP-HT-CO_07725
CL4767Contig1	HCGP-HT-CO_07726
CL4768Contig1	HCGP-HT-CO_07727
CL4769Contig1	HCGP-HT-CO_07728
CL476Contig1	HCGP-HT-CO_07729
CL4772Contig1	HCGP-HT-CO_07730
CL4773Contig1	HCGP-HT-CO_07731
CL4774Contig1	HCGP-HT-CO_07732
CL4775Contig1	HCGP-HT-CO_07733
CL4776Contig1	HCGP-HT-CO_07734
CL4777Contig1	HCGP-HT-CO_07735
CL4778Contig1	HCGP-HT-CO_07736
CL4779Contig1	HCGP-HT-CO_07737
CL477Contig1	HCGP-HT-CO_07738
CL477Contig2	HCGP-HT-CO_07739
CL4780Contig1	HCGP-HT-CO_07740
CL4781Contig1	HCGP-HT-CO_07741
CL4783Contig1	HCGP-HT-CO_07742
CL4784Contig1	HCGP-HT-CO_07743
CL4785Contig1	HCGP-HT-CO_07744
CL4786Contig1	HCGP-HT-CO_07745
CL4787Contig1	HCGP-HT-CO_07746
CL4788Contig1	HCGP-HT-CO_07747
CL4789Contig1	HCGP-HT-CO_07748
CL478Contig1	HCGP-HT-CO_07749
CL4790Contig1	HCGP-HT-CO_07750
CL4791Contig1	HCGP-HT-CO_07751
CL4792Contig1	HCGP-HT-CO_07752
CL4793Contig1	HCGP-HT-CO_07753
CL4794Contig1	HCGP-HT-CO_07754
CL4795Contig1	HCGP-HT-CO_07755
CL4796Contig1	HCGP-HT-CO_07756
CL4797Contig1	HCGP-HT-CO_07757
CL4798Contig1	HCGP-HT-CO_07758
CL4799Contig1	HCGP-HT-CO_07759
CL47Contig1	HCGP-HT-CO_07760
CL47Contig2	HCGP-HT-CO_07761
CL4800Contig1	HCGP-HT-CO_07762
CL4801Contig1	HCGP-HT-CO_07763
CL4802Contig1	HCGP-HT-CO_07764
CL4803Contig1	HCGP-HT-CO_07765
CL4804Contig1	HCGP-HT-CO_07766
CL4805Contig1	HCGP-HT-CO_07767
CL4806Contig1	HCGP-HT-CO_07768
CL4807Contig1	HCGP-HT-CO_07769
CL4808Contig1	HCGP-HT-CO_07770
CL4809Contig1	HCGP-HT-CO_07771
CL480Contig1	HCGP-HT-CO_07772
CL4810Contig1	HCGP-HT-CO_07773
CL4812Contig1	HCGP-HT-CO_07774
CL4813Contig1	HCGP-HT-CO_07775
CL4814Contig1	HCGP-HT-CO_07776
CL4815Contig1	HCGP-HT-CO_07777
CL4816Contig1	HCGP-HT-CO_07778
CL4817Contig1	HCGP-HT-CO_07779
CL4818Contig1	HCGP-HT-CO_07780
CL481Contig1	HCGP-HT-CO_07781
CL481Contig2	HCGP-HT-CO_07782
CL4822Contig1	HCGP-HT-CO_07783
CL4823Contig1	HCGP-HT-CO_07784
CL4824Contig1	HCGP-HT-CO_07785
CL4825Contig1	HCGP-HT-CO_07786
CL4826Contig1	HCGP-HT-CO_07787
CL4827Contig1	HCGP-HT-CO_07788
CL4828Contig1	HCGP-HT-CO_07789
CL4829Contig1	HCGP-HT-CO_07790
CL482Contig1	HCGP-HT-CO_07791
CL4830Contig1	HCGP-HT-CO_07792
CL4831Contig1	HCGP-HT-CO_07793
CL4833Contig1	HCGP-HT-CO_07794
CL4834Contig1	HCGP-HT-CO_07795
CL4835Contig1	HCGP-HT-CO_07796
CL4836Contig1	HCGP-HT-CO_07797
CL4837Contig1	HCGP-HT-CO_07798
CL4838Contig1	HCGP-HT-CO_07799
CL483Contig1	HCGP-HT-CO_07800
CL483Contig2	HCGP-HT-CO_07801
CL4841Contig1	HCGP-HT-CO_07802
CL4842Contig1	HCGP-HT-CO_07803
CL4843Contig1	HCGP-HT-CO_07804
CL4844Contig1	HCGP-HT-CO_07805
CL4845Contig1	HCGP-HT-CO_07806
CL4846Contig1	HCGP-HT-CO_07807
CL4847Contig1	HCGP-HT-CO_07808
CL4848Contig1	HCGP-HT-CO_07809
CL4849Contig1	HCGP-HT-CO_07810
CL484Contig1	HCGP-HT-CO_07811
CL4850Contig1	HCGP-HT-CO_07812
CL4851Contig1	HCGP-HT-CO_07813
CL4852Contig1	HCGP-HT-CO_07814
CL4853Contig1	HCGP-HT-CO_07815
CL4854Contig1	HCGP-HT-CO_07816
CL4855Contig1	HCGP-HT-CO_07817
CL4856Contig1	HCGP-HT-CO_07818
CL4858Contig1	HCGP-HT-CO_07819
CL4859Contig1	HCGP-HT-CO_07820
CL485Contig1	HCGP-HT-CO_07821
CL485Contig2	HCGP-HT-CO_07822
CL4860Contig1	HCGP-HT-CO_07823
CL4861Contig1	HCGP-HT-CO_07824
CL4862Contig1	HCGP-HT-CO_07825
CL4863Contig1	HCGP-HT-CO_07826
CL4864Contig1	HCGP-HT-CO_07827
CL4865Contig1	HCGP-HT-CO_07828
CL4866Contig1	HCGP-HT-CO_07829
CL4867Contig1	HCGP-HT-CO_07830
CL4868Contig1	HCGP-HT-CO_07831
CL4869Contig1	HCGP-HT-CO_07832
CL486Contig1	HCGP-HT-CO_07833
CL4870Contig1	HCGP-HT-CO_07834
CL4871Contig1	HCGP-HT-CO_07835
CL4872Contig1	HCGP-HT-CO_07836
CL4873Contig1	HCGP-HT-CO_07837
CL4874Contig1	HCGP-HT-CO_07838
CL4875Contig1	HCGP-HT-CO_07839
CL4876Contig1	HCGP-HT-CO_07840
CL4877Contig1	HCGP-HT-CO_07841
CL4878Contig1	HCGP-HT-CO_07842
CL4879Contig1	HCGP-HT-CO_07843
CL487Contig1	HCGP-HT-CO_07844
CL4880Contig1	HCGP-HT-CO_07845
CL4882Contig1	HCGP-HT-CO_07846
CL4883Contig1	HCGP-HT-CO_07847
CL4884Contig1	HCGP-HT-CO_07848
CL4885Contig1	HCGP-HT-CO_07849
CL4886Contig1	HCGP-HT-CO_07850
CL4887Contig1	HCGP-HT-CO_07851
CL4888Contig1	HCGP-HT-CO_07852
CL4889Contig1	HCGP-HT-CO_07853
CL488Contig1	HCGP-HT-CO_07854
CL4890Contig1	HCGP-HT-CO_07855
CL4891Contig1	HCGP-HT-CO_07856
CL4892Contig1	HCGP-HT-CO_07857
CL4893Contig1	HCGP-HT-CO_07858
CL4894Contig1	HCGP-HT-CO_07859
CL4895Contig1	HCGP-HT-CO_07860
CL4896Contig1	HCGP-HT-CO_07861
CL4897Contig1	HCGP-HT-CO_07862
CL4898Contig1	HCGP-HT-CO_07863
CL4899Contig1	HCGP-HT-CO_07864
CL489Contig1	HCGP-HT-CO_07865
CL48Contig1	HCGP-HT-CO_07866
CL48Contig2	HCGP-HT-CO_07867
CL4900Contig1	HCGP-HT-CO_07868
CL4901Contig1	HCGP-HT-CO_07869
CL4902Contig1	HCGP-HT-CO_07870
CL4903Contig1	HCGP-HT-CO_07871
CL4904Contig1	HCGP-HT-CO_07872
CL4905Contig1	HCGP-HT-CO_07873
CL4906Contig1	HCGP-HT-CO_07874
CL4907Contig1	HCGP-HT-CO_07875
CL4908Contig1	HCGP-HT-CO_07876
CL4909Contig1	HCGP-HT-CO_07877
CL490Contig1	HCGP-HT-CO_07878
CL490Contig2	HCGP-HT-CO_07879
CL4910Contig1	HCGP-HT-CO_07880
CL4911Contig1	HCGP-HT-CO_07881
CL4912Contig1	HCGP-HT-CO_07882
CL4913Contig1	HCGP-HT-CO_07883
CL4914Contig1	HCGP-HT-CO_07884
CL4915Contig1	HCGP-HT-CO_07885
CL4916Contig1	HCGP-HT-CO_07886
CL4918Contig1	HCGP-HT-CO_07887
CL4919Contig1	HCGP-HT-CO_07888
CL491Contig1	HCGP-HT-CO_07889
CL491Contig2	HCGP-HT-CO_07890
CL4920Contig1	HCGP-HT-CO_07891
CL4922Contig1	HCGP-HT-CO_07892
CL4923Contig1	HCGP-HT-CO_07893
CL4924Contig1	HCGP-HT-CO_07894
CL4925Contig1	HCGP-HT-CO_07895
CL4926Contig1	HCGP-HT-CO_07896
CL4927Contig1	HCGP-HT-CO_07897
CL4928Contig1	HCGP-HT-CO_07898
CL4929Contig1	HCGP-HT-CO_07899
CL492Contig1	HCGP-HT-CO_07900
CL492Contig2	HCGP-HT-CO_07901
CL4930Contig1	HCGP-HT-CO_07902
CL4931Contig1	HCGP-HT-CO_07903
CL4932Contig1	HCGP-HT-CO_07904
CL4933Contig1	HCGP-HT-CO_07905
CL4934Contig1	HCGP-HT-CO_07906
CL4935Contig1	HCGP-HT-CO_07907
CL4936Contig1	HCGP-HT-CO_07908
CL4937Contig1	HCGP-HT-CO_07909
CL4938Contig1	HCGP-HT-CO_07910
CL4939Contig1	HCGP-HT-CO_07911
CL493Contig1	HCGP-HT-CO_07912
CL4940Contig1	HCGP-HT-CO_07913
CL4941Contig1	HCGP-HT-CO_07914
CL4943Contig1	HCGP-HT-CO_07915
CL4944Contig1	HCGP-HT-CO_07916
CL4945Contig1	HCGP-HT-CO_07917
CL4946Contig1	HCGP-HT-CO_07918
CL4947Contig1	HCGP-HT-CO_07919
CL4948Contig1	HCGP-HT-CO_07920
CL4949Contig1	HCGP-HT-CO_07921
CL494Contig1	HCGP-HT-CO_07922
CL4950Contig1	HCGP-HT-CO_07923
CL4951Contig1	HCGP-HT-CO_07924
CL4952Contig1	HCGP-HT-CO_07925
CL4953Contig1	HCGP-HT-CO_07926
CL4954Contig1	HCGP-HT-CO_07927
CL4955Contig1	HCGP-HT-CO_07928
CL4956Contig1	HCGP-HT-CO_07929
CL4957Contig1	HCGP-HT-CO_07930
CL4958Contig1	HCGP-HT-CO_07931
CL4959Contig1	HCGP-HT-CO_07932
CL495Contig1	HCGP-HT-CO_07933
CL4960Contig1	HCGP-HT-CO_07934
CL4961Contig1	HCGP-HT-CO_07935
CL4962Contig1	HCGP-HT-CO_07936
CL4963Contig1	HCGP-HT-CO_07937
CL4964Contig1	HCGP-HT-CO_07938
CL4965Contig1	HCGP-HT-CO_07939
CL4966Contig1	HCGP-HT-CO_07940
CL4967Contig1	HCGP-HT-CO_07941
CL4968Contig1	HCGP-HT-CO_07942
CL4969Contig1	HCGP-HT-CO_07943
