#TGICL_NAME	CONTIG_NAME
CL4245Contig1	HCGP-NN-CO_03699
CL4246Contig1	HCGP-NN-CO_03700
CL4248Contig1	HCGP-NN-CO_03701
CL4249Contig1	HCGP-NN-CO_03702
CL424Contig1	HCGP-NN-CO_03703
CL4252Contig1	HCGP-NN-CO_03704
CL4254Contig1	HCGP-NN-CO_03705
CL4255Contig1	HCGP-NN-CO_03706
CL4256Contig1	HCGP-NN-CO_03707
CL4258Contig1	HCGP-NN-CO_03708
CL4259Contig1	HCGP-NN-CO_03709
CL425Contig1	HCGP-NN-CO_03710
CL4260Contig1	HCGP-NN-CO_03711
CL4261Contig1	HCGP-NN-CO_03712
CL4262Contig1	HCGP-NN-CO_03713
CL4263Contig1	HCGP-NN-CO_03714
CL4265Contig1	HCGP-NN-CO_03715
CL4266Contig1	HCGP-NN-CO_03716
CL4268Contig1	HCGP-NN-CO_03717
CL4269Contig1	HCGP-NN-CO_03718
CL426Contig1	HCGP-NN-CO_03719
CL4270Contig1	HCGP-NN-CO_03720
CL4272Contig1	HCGP-NN-CO_03721
CL4273Contig1	HCGP-NN-CO_03722
CL4274Contig1	HCGP-NN-CO_03723
CL4277Contig1	HCGP-NN-CO_03724
CL4278Contig1	HCGP-NN-CO_03725
CL4279Contig1	HCGP-NN-CO_03726
CL427Contig1	HCGP-NN-CO_03727
CL4281Contig1	HCGP-NN-CO_03728
CL4282Contig1	HCGP-NN-CO_03729
CL4283Contig1	HCGP-NN-CO_03730
CL4284Contig1	HCGP-NN-CO_03731
CL4285Contig1	HCGP-NN-CO_03732
CL4287Contig1	HCGP-NN-CO_03733
CL4288Contig1	HCGP-NN-CO_03734
CL428Contig1	HCGP-NN-CO_03735
CL4290Contig1	HCGP-NN-CO_03736
CL4292Contig1	HCGP-NN-CO_03737
CL4294Contig1	HCGP-NN-CO_03738
CL4295Contig1	HCGP-NN-CO_03739
CL4296Contig1	HCGP-NN-CO_03740
CL4297Contig1	HCGP-NN-CO_03741
CL4298Contig1	HCGP-NN-CO_03742
CL4299Contig1	HCGP-NN-CO_03743
CL429Contig1	HCGP-NN-CO_03744
CL42Contig1	HCGP-NN-CO_03745
CL42Contig2	HCGP-NN-CO_03746
CL4301Contig1	HCGP-NN-CO_03747
CL4302Contig1	HCGP-NN-CO_03748
CL4303Contig1	HCGP-NN-CO_03749
CL4304Contig1	HCGP-NN-CO_03750
CL4305Contig1	HCGP-NN-CO_03751
CL4307Contig1	HCGP-NN-CO_03752
CL4308Contig1	HCGP-NN-CO_03753
CL4309Contig1	HCGP-NN-CO_03754
CL430Contig1	HCGP-NN-CO_03755
CL4310Contig1	HCGP-NN-CO_03756
CL4311Contig1	HCGP-NN-CO_03757
CL4312Contig1	HCGP-NN-CO_03758
CL4313Contig1	HCGP-NN-CO_03759
CL4314Contig1	HCGP-NN-CO_03760
CL4315Contig1	HCGP-NN-CO_03761
CL4317Contig1	HCGP-NN-CO_03762
CL4318Contig1	HCGP-NN-CO_03763
CL4319Contig1	HCGP-NN-CO_03764
CL431Contig1	HCGP-NN-CO_03765
CL4321Contig1	HCGP-NN-CO_03766
CL4322Contig1	HCGP-NN-CO_03767
CL4323Contig1	HCGP-NN-CO_03768
CL4326Contig1	HCGP-NN-CO_03769
CL4327Contig1	HCGP-NN-CO_03770
CL432Contig1	HCGP-NN-CO_03771
CL4330Contig1	HCGP-NN-CO_03772
CL4331Contig1	HCGP-NN-CO_03773
CL4332Contig1	HCGP-NN-CO_03774
CL4333Contig1	HCGP-NN-CO_03775
CL4335Contig1	HCGP-NN-CO_03776
CL4336Contig1	HCGP-NN-CO_03777
CL4337Contig1	HCGP-NN-CO_03778
CL4338Contig1	HCGP-NN-CO_03779
CL4339Contig1	HCGP-NN-CO_03780
CL4341Contig1	HCGP-NN-CO_03781
CL4343Contig1	HCGP-NN-CO_03782
CL4344Contig1	HCGP-NN-CO_03783
CL4345Contig1	HCGP-NN-CO_03784
CL4347Contig1	HCGP-NN-CO_03785
CL4348Contig1	HCGP-NN-CO_03786
CL434Contig1	HCGP-NN-CO_03787
CL4350Contig1	HCGP-NN-CO_03788
CL4351Contig1	HCGP-NN-CO_03789
CL4354Contig1	HCGP-NN-CO_03790
CL4355Contig1	HCGP-NN-CO_03791
CL4356Contig1	HCGP-NN-CO_03792
CL4357Contig1	HCGP-NN-CO_03793
CL4358Contig1	HCGP-NN-CO_03794
CL4359Contig1	HCGP-NN-CO_03795
CL435Contig1	HCGP-NN-CO_03796
CL435Contig2	HCGP-NN-CO_03797
CL4361Contig1	HCGP-NN-CO_03798
CL4362Contig1	HCGP-NN-CO_03799
CL4366Contig1	HCGP-NN-CO_03800
CL4367Contig1	HCGP-NN-CO_03801
CL436Contig1	HCGP-NN-CO_03802
CL4370Contig1	HCGP-NN-CO_03803
CL4371Contig1	HCGP-NN-CO_03804
CL4372Contig1	HCGP-NN-CO_03805
CL4373Contig1	HCGP-NN-CO_03806
CL4374Contig1	HCGP-NN-CO_03807
CL4375Contig1	HCGP-NN-CO_03808
CL4376Contig1	HCGP-NN-CO_03809
CL4377Contig1	HCGP-NN-CO_03810
CL4378Contig1	HCGP-NN-CO_03811
CL4379Contig1	HCGP-NN-CO_03812
CL4382Contig1	HCGP-NN-CO_03813
CL4383Contig1	HCGP-NN-CO_03814
CL4384Contig1	HCGP-NN-CO_03815
CL4385Contig1	HCGP-NN-CO_03816
CL4386Contig1	HCGP-NN-CO_03817
CL4387Contig1	HCGP-NN-CO_03818
CL4388Contig1	HCGP-NN-CO_03819
CL4389Contig1	HCGP-NN-CO_03820
CL438Contig1	HCGP-NN-CO_03821
CL4390Contig1	HCGP-NN-CO_03822
CL4391Contig1	HCGP-NN-CO_03823
CL4392Contig1	HCGP-NN-CO_03824
CL4394Contig1	HCGP-NN-CO_03825
CL4395Contig1	HCGP-NN-CO_03826
CL4396Contig1	HCGP-NN-CO_03827
CL4397Contig1	HCGP-NN-CO_03828
CL4398Contig1	HCGP-NN-CO_03829
CL4399Contig1	HCGP-NN-CO_03830
CL43Contig1	HCGP-NN-CO_03831
CL43Contig2	HCGP-NN-CO_03832
CL43Contig3	HCGP-NN-CO_03833
CL43Contig5	HCGP-NN-CO_03834
CL43Contig6	HCGP-NN-CO_03835
CL4400Contig1	HCGP-NN-CO_03836
CL4402Contig1	HCGP-NN-CO_03837
CL4403Contig1	HCGP-NN-CO_03838
CL4404Contig1	HCGP-NN-CO_03839
CL4405Contig1	HCGP-NN-CO_03840
CL4406Contig1	HCGP-NN-CO_03841
CL4407Contig1	HCGP-NN-CO_03842
CL4408Contig1	HCGP-NN-CO_03843
CL440Contig1	HCGP-NN-CO_03844
CL4410Contig1	HCGP-NN-CO_03845
CL4411Contig1	HCGP-NN-CO_03846
CL4412Contig1	HCGP-NN-CO_03847
CL4413Contig1	HCGP-NN-CO_03848
CL4414Contig1	HCGP-NN-CO_03849
CL4415Contig1	HCGP-NN-CO_03850
CL4416Contig1	HCGP-NN-CO_03851
CL4417Contig1	HCGP-NN-CO_03852
CL4418Contig1	HCGP-NN-CO_03853
CL4419Contig1	HCGP-NN-CO_03854
CL441Contig1	HCGP-NN-CO_03855
CL4420Contig1	HCGP-NN-CO_03856
CL4421Contig1	HCGP-NN-CO_03857
CL4422Contig1	HCGP-NN-CO_03858
CL4423Contig1	HCGP-NN-CO_03859
CL4425Contig1	HCGP-NN-CO_03860
CL4428Contig1	HCGP-NN-CO_03861
CL442Contig1	HCGP-NN-CO_03862
CL442Contig2	HCGP-NN-CO_03863
CL4431Contig1	HCGP-NN-CO_03864
CL4432Contig1	HCGP-NN-CO_03865
CL4433Contig1	HCGP-NN-CO_03866
CL4434Contig1	HCGP-NN-CO_03867
CL4437Contig1	HCGP-NN-CO_03868
CL4438Contig1	HCGP-NN-CO_03869
CL4439Contig1	HCGP-NN-CO_03870
CL443Contig1	HCGP-NN-CO_03871
CL4440Contig1	HCGP-NN-CO_03872
CL4442Contig1	HCGP-NN-CO_03873
CL4444Contig1	HCGP-NN-CO_03874
CL4445Contig1	HCGP-NN-CO_03875
CL4447Contig1	HCGP-NN-CO_03876
CL4448Contig1	HCGP-NN-CO_03877
CL4449Contig1	HCGP-NN-CO_03878
CL444Contig1	HCGP-NN-CO_03879
CL4450Contig1	HCGP-NN-CO_03880
CL4451Contig1	HCGP-NN-CO_03881
CL4452Contig1	HCGP-NN-CO_03882
CL4454Contig1	HCGP-NN-CO_03883
CL4455Contig1	HCGP-NN-CO_03884
CL4456Contig1	HCGP-NN-CO_03885
CL4457Contig1	HCGP-NN-CO_03886
CL4458Contig1	HCGP-NN-CO_03887
CL4459Contig1	HCGP-NN-CO_03888
CL445Contig1	HCGP-NN-CO_03889
CL4460Contig1	HCGP-NN-CO_03890
CL4462Contig1	HCGP-NN-CO_03891
CL4463Contig1	HCGP-NN-CO_03892
CL4464Contig1	HCGP-NN-CO_03893
CL4466Contig1	HCGP-NN-CO_03894
CL4467Contig1	HCGP-NN-CO_03895
CL4468Contig1	HCGP-NN-CO_03896
CL4469Contig1	HCGP-NN-CO_03897
CL446Contig1	HCGP-NN-CO_03898
CL4470Contig1	HCGP-NN-CO_03899
CL4471Contig1	HCGP-NN-CO_03900
CL4472Contig1	HCGP-NN-CO_03901
CL4473Contig1	HCGP-NN-CO_03902
CL4474Contig1	HCGP-NN-CO_03903
CL4475Contig1	HCGP-NN-CO_03904
CL4476Contig1	HCGP-NN-CO_03905
CL4477Contig1	HCGP-NN-CO_03906
CL4478Contig1	HCGP-NN-CO_03907
CL4479Contig1	HCGP-NN-CO_03908
CL447Contig1	HCGP-NN-CO_03909
CL4480Contig1	HCGP-NN-CO_03910
CL4481Contig1	HCGP-NN-CO_03911
CL4483Contig1	HCGP-NN-CO_03912
CL4484Contig1	HCGP-NN-CO_03913
CL4485Contig1	HCGP-NN-CO_03914
CL4486Contig1	HCGP-NN-CO_03915
CL4487Contig1	HCGP-NN-CO_03916
CL4489Contig1	HCGP-NN-CO_03917
CL448Contig1	HCGP-NN-CO_03918
CL4491Contig1	HCGP-NN-CO_03919
CL4492Contig1	HCGP-NN-CO_03920
CL4494Contig1	HCGP-NN-CO_03921
CL4495Contig1	HCGP-NN-CO_03922
CL4496Contig1	HCGP-NN-CO_03923
CL4497Contig1	HCGP-NN-CO_03924
CL4498Contig1	HCGP-NN-CO_03925
CL4499Contig1	HCGP-NN-CO_03926
CL449Contig1	HCGP-NN-CO_03927
CL44Contig1	HCGP-NN-CO_03928
CL4500Contig1	HCGP-NN-CO_03929
CL4502Contig1	HCGP-NN-CO_03930
CL4504Contig1	HCGP-NN-CO_03931
CL4505Contig1	HCGP-NN-CO_03932
CL4506Contig1	HCGP-NN-CO_03933
CL4507Contig1	HCGP-NN-CO_03934
CL4508Contig1	HCGP-NN-CO_03935
CL450Contig1	HCGP-NN-CO_03936
CL4510Contig1	HCGP-NN-CO_03937
CL4511Contig1	HCGP-NN-CO_03938
CL4512Contig1	HCGP-NN-CO_03939
CL4514Contig1	HCGP-NN-CO_03940
CL4515Contig1	HCGP-NN-CO_03941
CL4516Contig1	HCGP-NN-CO_03942
CL4517Contig1	HCGP-NN-CO_03943
CL4518Contig1	HCGP-NN-CO_03944
CL4519Contig1	HCGP-NN-CO_03945
CL451Contig1	HCGP-NN-CO_03946
CL451Contig2	HCGP-NN-CO_03947
CL4520Contig1	HCGP-NN-CO_03948
CL4521Contig1	HCGP-NN-CO_03949
CL4522Contig1	HCGP-NN-CO_03950
CL4523Contig1	HCGP-NN-CO_03951
CL4524Contig1	HCGP-NN-CO_03952
CL4525Contig1	HCGP-NN-CO_03953
CL4526Contig1	HCGP-NN-CO_03954
CL4527Contig1	HCGP-NN-CO_03955
CL4528Contig1	HCGP-NN-CO_03956
CL4529Contig1	HCGP-NN-CO_03957
CL452Contig1	HCGP-NN-CO_03958
CL4530Contig1	HCGP-NN-CO_03959
CL4532Contig1	HCGP-NN-CO_03960
CL4533Contig1	HCGP-NN-CO_03961
CL4534Contig1	HCGP-NN-CO_03962
CL4535Contig1	HCGP-NN-CO_03963
CL4536Contig1	HCGP-NN-CO_03964
CL4537Contig1	HCGP-NN-CO_03965
CL4538Contig1	HCGP-NN-CO_03966
CL4539Contig1	HCGP-NN-CO_03967
CL453Contig1	HCGP-NN-CO_03968
CL4540Contig1	HCGP-NN-CO_03969
CL4541Contig1	HCGP-NN-CO_03970
CL4542Contig1	HCGP-NN-CO_03971
CL4543Contig1	HCGP-NN-CO_03972
CL4544Contig1	HCGP-NN-CO_03973
CL4546Contig1	HCGP-NN-CO_03974
CL4547Contig1	HCGP-NN-CO_03975
CL4548Contig1	HCGP-NN-CO_03976
CL4549Contig1	HCGP-NN-CO_03977
CL454Contig1	HCGP-NN-CO_03978
CL4550Contig1	HCGP-NN-CO_03979
CL4552Contig1	HCGP-NN-CO_03980
CL4553Contig1	HCGP-NN-CO_03981
CL4554Contig1	HCGP-NN-CO_03982
CL4555Contig1	HCGP-NN-CO_03983
CL4556Contig1	HCGP-NN-CO_03984
CL4558Contig1	HCGP-NN-CO_03985
CL4559Contig1	HCGP-NN-CO_03986
CL455Contig1	HCGP-NN-CO_03987
CL4560Contig1	HCGP-NN-CO_03988
CL4561Contig1	HCGP-NN-CO_03989
CL4562Contig1	HCGP-NN-CO_03990
CL4563Contig1	HCGP-NN-CO_03991
CL4564Contig1	HCGP-NN-CO_03992
CL4566Contig1	HCGP-NN-CO_03993
CL456Contig1	HCGP-NN-CO_03994
CL4570Contig1	HCGP-NN-CO_03995
CL4571Contig1	HCGP-NN-CO_03996
CL4574Contig1	HCGP-NN-CO_03997
CL4576Contig1	HCGP-NN-CO_03998
CL4578Contig1	HCGP-NN-CO_03999
CL4579Contig1	HCGP-NN-CO_04000
CL457Contig1	HCGP-NN-CO_04001
CL457Contig2	HCGP-NN-CO_04002
CL4580Contig1	HCGP-NN-CO_04003
CL4581Contig1	HCGP-NN-CO_04004
CL4582Contig1	HCGP-NN-CO_04005
CL4583Contig1	HCGP-NN-CO_04006
CL4584Contig1	HCGP-NN-CO_04007
CL4585Contig1	HCGP-NN-CO_04008
CL4587Contig1	HCGP-NN-CO_04009
CL4588Contig1	HCGP-NN-CO_04010
CL4589Contig1	HCGP-NN-CO_04011
CL458Contig1	HCGP-NN-CO_04012
CL4591Contig1	HCGP-NN-CO_04013
CL4592Contig1	HCGP-NN-CO_04014
CL4593Contig1	HCGP-NN-CO_04015
CL4595Contig1	HCGP-NN-CO_04016
CL4596Contig1	HCGP-NN-CO_04017
CL4597Contig1	HCGP-NN-CO_04018
CL4598Contig1	HCGP-NN-CO_04019
CL4599Contig1	HCGP-NN-CO_04020
CL459Contig1	HCGP-NN-CO_04021
CL459Contig2	HCGP-NN-CO_04022
CL45Contig1	HCGP-NN-CO_04023
CL4600Contig1	HCGP-NN-CO_04024
CL4601Contig1	HCGP-NN-CO_04025
CL4602Contig1	HCGP-NN-CO_04026
CL4603Contig1	HCGP-NN-CO_04027
CL4605Contig1	HCGP-NN-CO_04028
CL4606Contig1	HCGP-NN-CO_04029
CL4607Contig1	HCGP-NN-CO_04030
CL4609Contig1	HCGP-NN-CO_04031
CL460Contig1	HCGP-NN-CO_04032
CL460Contig2	HCGP-NN-CO_04033
CL4610Contig1	HCGP-NN-CO_04034
CL4612Contig1	HCGP-NN-CO_04035
CL4613Contig1	HCGP-NN-CO_04036
CL4614Contig1	HCGP-NN-CO_04037
CL4615Contig1	HCGP-NN-CO_04038
CL4616Contig1	HCGP-NN-CO_04039
CL4617Contig1	HCGP-NN-CO_04040
CL4618Contig1	HCGP-NN-CO_04041
CL461Contig1	HCGP-NN-CO_04042
CL4620Contig1	HCGP-NN-CO_04043
CL4621Contig1	HCGP-NN-CO_04044
CL4622Contig1	HCGP-NN-CO_04045
CL4623Contig1	HCGP-NN-CO_04046
CL4625Contig1	HCGP-NN-CO_04047
CL4626Contig1	HCGP-NN-CO_04048
CL4627Contig1	HCGP-NN-CO_04049
CL4628Contig1	HCGP-NN-CO_04050
CL462Contig1	HCGP-NN-CO_04051
CL4630Contig1	HCGP-NN-CO_04052
CL4631Contig1	HCGP-NN-CO_04053
CL4633Contig1	HCGP-NN-CO_04054
CL4635Contig1	HCGP-NN-CO_04055
CL4636Contig1	HCGP-NN-CO_04056
CL4638Contig1	HCGP-NN-CO_04057
CL4639Contig1	HCGP-NN-CO_04058
CL463Contig1	HCGP-NN-CO_04059
CL4640Contig1	HCGP-NN-CO_04060
CL4641Contig1	HCGP-NN-CO_04061
CL4642Contig1	HCGP-NN-CO_04062
CL4643Contig1	HCGP-NN-CO_04063
CL4644Contig1	HCGP-NN-CO_04064
CL4647Contig1	HCGP-NN-CO_04065
CL4648Contig1	HCGP-NN-CO_04066
CL4649Contig1	HCGP-NN-CO_04067
CL464Contig1	HCGP-NN-CO_04068
CL4650Contig1	HCGP-NN-CO_04069
CL4652Contig1	HCGP-NN-CO_04070
CL4653Contig1	HCGP-NN-CO_04071
CL4654Contig1	HCGP-NN-CO_04072
CL4655Contig1	HCGP-NN-CO_04073
CL4656Contig1	HCGP-NN-CO_04074
CL4657Contig1	HCGP-NN-CO_04075
CL4658Contig1	HCGP-NN-CO_04076
CL4660Contig1	HCGP-NN-CO_04077
CL4661Contig1	HCGP-NN-CO_04078
CL4662Contig1	HCGP-NN-CO_04079
CL4663Contig1	HCGP-NN-CO_04080
CL4664Contig1	HCGP-NN-CO_04081
CL4665Contig1	HCGP-NN-CO_04082
CL4666Contig1	HCGP-NN-CO_04083
CL4667Contig1	HCGP-NN-CO_04084
CL4668Contig1	HCGP-NN-CO_04085
CL4669Contig1	HCGP-NN-CO_04086
CL466Contig1	HCGP-NN-CO_04087
CL4670Contig1	HCGP-NN-CO_04088
CL4671Contig1	HCGP-NN-CO_04089
CL4674Contig1	HCGP-NN-CO_04090
CL4676Contig1	HCGP-NN-CO_04091
CL4677Contig1	HCGP-NN-CO_04092
CL4678Contig1	HCGP-NN-CO_04093
CL4679Contig1	HCGP-NN-CO_04094
CL467Contig1	HCGP-NN-CO_04095
CL4680Contig1	HCGP-NN-CO_04096
CL4682Contig1	HCGP-NN-CO_04097
CL4683Contig1	HCGP-NN-CO_04098
CL4684Contig1	HCGP-NN-CO_04099
CL4687Contig1	HCGP-NN-CO_04100
CL4688Contig1	HCGP-NN-CO_04101
CL4689Contig1	HCGP-NN-CO_04102
CL468Contig1	HCGP-NN-CO_04103
CL468Contig2	HCGP-NN-CO_04104
CL4690Contig1	HCGP-NN-CO_04105
CL4691Contig1	HCGP-NN-CO_04106
CL4692Contig1	HCGP-NN-CO_04107
CL4694Contig1	HCGP-NN-CO_04108
CL4695Contig1	HCGP-NN-CO_04109
CL4698Contig1	HCGP-NN-CO_04110
CL4699Contig1	HCGP-NN-CO_04111
CL469Contig1	HCGP-NN-CO_04112
CL46Contig1	HCGP-NN-CO_04113
CL4700Contig1	HCGP-NN-CO_04114
CL4701Contig1	HCGP-NN-CO_04115
CL4702Contig1	HCGP-NN-CO_04116
CL4703Contig1	HCGP-NN-CO_04117
CL4704Contig1	HCGP-NN-CO_04118
CL4706Contig1	HCGP-NN-CO_04119
CL4708Contig1	HCGP-NN-CO_04120
CL4709Contig1	HCGP-NN-CO_04121
CL470Contig1	HCGP-NN-CO_04122
CL470Contig2	HCGP-NN-CO_04123
CL4710Contig1	HCGP-NN-CO_04124
CL4711Contig1	HCGP-NN-CO_04125
CL4713Contig1	HCGP-NN-CO_04126
CL4714Contig1	HCGP-NN-CO_04127
CL4715Contig1	HCGP-NN-CO_04128
CL4716Contig1	HCGP-NN-CO_04129
CL4717Contig1	HCGP-NN-CO_04130
CL4718Contig1	HCGP-NN-CO_04131
CL4719Contig1	HCGP-NN-CO_04132
CL471Contig1	HCGP-NN-CO_04133
CL4721Contig1	HCGP-NN-CO_04134
CL4722Contig1	HCGP-NN-CO_04135
CL4723Contig1	HCGP-NN-CO_04136
CL4725Contig1	HCGP-NN-CO_04137
CL4727Contig1	HCGP-NN-CO_04138
CL4728Contig1	HCGP-NN-CO_04139
CL4729Contig1	HCGP-NN-CO_04140
CL472Contig1	HCGP-NN-CO_04141
CL4730Contig1	HCGP-NN-CO_04142
CL4731Contig1	HCGP-NN-CO_04143
CL4733Contig1	HCGP-NN-CO_04144
CL4735Contig1	HCGP-NN-CO_04145
CL4737Contig1	HCGP-NN-CO_04146
CL4738Contig1	HCGP-NN-CO_04147
CL4739Contig1	HCGP-NN-CO_04148
CL473Contig1	HCGP-NN-CO_04149
CL4740Contig1	HCGP-NN-CO_04150
CL4741Contig1	HCGP-NN-CO_04151
CL4742Contig1	HCGP-NN-CO_04152
CL4743Contig1	HCGP-NN-CO_04153
CL4744Contig1	HCGP-NN-CO_04154
CL4745Contig1	HCGP-NN-CO_04155
CL4746Contig1	HCGP-NN-CO_04156
CL474Contig1	HCGP-NN-CO_04157
CL4751Contig1	HCGP-NN-CO_04158
CL4752Contig1	HCGP-NN-CO_04159
CL4753Contig1	HCGP-NN-CO_04160
CL4754Contig1	HCGP-NN-CO_04161
CL4756Contig1	HCGP-NN-CO_04162
CL4757Contig1	HCGP-NN-CO_04163
CL4758Contig1	HCGP-NN-CO_04164
CL4759Contig1	HCGP-NN-CO_04165
CL475Contig1	HCGP-NN-CO_04166
CL4760Contig1	HCGP-NN-CO_04167
CL4761Contig1	HCGP-NN-CO_04168
CL4763Contig1	HCGP-NN-CO_04169
CL4764Contig1	HCGP-NN-CO_04170
CL4765Contig1	HCGP-NN-CO_04171
CL4766Contig1	HCGP-NN-CO_04172
CL4768Contig1	HCGP-NN-CO_04173
CL4769Contig1	HCGP-NN-CO_04174
CL476Contig1	HCGP-NN-CO_04175
CL476Contig2	HCGP-NN-CO_04176
CL4770Contig1	HCGP-NN-CO_04177
CL4771Contig1	HCGP-NN-CO_04178
CL4772Contig1	HCGP-NN-CO_04179
CL4774Contig1	HCGP-NN-CO_04180
CL4775Contig1	HCGP-NN-CO_04181
CL4776Contig1	HCGP-NN-CO_04182
CL4777Contig1	HCGP-NN-CO_04183
CL4778Contig1	HCGP-NN-CO_04184
CL4779Contig1	HCGP-NN-CO_04185
CL477Contig1	HCGP-NN-CO_04186
CL4780Contig1	HCGP-NN-CO_04187
CL4781Contig1	HCGP-NN-CO_04188
CL4782Contig1	HCGP-NN-CO_04189
CL4784Contig1	HCGP-NN-CO_04190
CL4785Contig1	HCGP-NN-CO_04191
CL4786Contig1	HCGP-NN-CO_04192
CL4788Contig1	HCGP-NN-CO_04193
CL4789Contig1	HCGP-NN-CO_04194
CL478Contig1	HCGP-NN-CO_04195
CL4790Contig1	HCGP-NN-CO_04196
CL4791Contig1	HCGP-NN-CO_04197
CL4792Contig1	HCGP-NN-CO_04198
CL4793Contig1	HCGP-NN-CO_04199
CL4794Contig1	HCGP-NN-CO_04200
CL4795Contig1	HCGP-NN-CO_04201
CL4797Contig1	HCGP-NN-CO_04202
CL4798Contig1	HCGP-NN-CO_04203
CL4799Contig1	HCGP-NN-CO_04204
CL479Contig1	HCGP-NN-CO_04205
CL479Contig2	HCGP-NN-CO_04206
CL47Contig1	HCGP-NN-CO_04207
CL47Contig2	HCGP-NN-CO_04208
CL47Contig3	HCGP-NN-CO_04209
CL4800Contig1	HCGP-NN-CO_04210
CL4801Contig1	HCGP-NN-CO_04211
CL4802Contig1	HCGP-NN-CO_04212
CL4803Contig1	HCGP-NN-CO_04213
CL4804Contig1	HCGP-NN-CO_04214
CL4805Contig1	HCGP-NN-CO_04215
CL4807Contig1	HCGP-NN-CO_04216
CL4808Contig1	HCGP-NN-CO_04217
CL4809Contig1	HCGP-NN-CO_04218
CL480Contig1	HCGP-NN-CO_04219
CL4811Contig1	HCGP-NN-CO_04220
CL4813Contig1	HCGP-NN-CO_04221
CL4814Contig1	HCGP-NN-CO_04222
CL4815Contig1	HCGP-NN-CO_04223
CL4816Contig1	HCGP-NN-CO_04224
CL4817Contig1	HCGP-NN-CO_04225
CL481Contig1	HCGP-NN-CO_04226
CL4821Contig1	HCGP-NN-CO_04227
CL4823Contig1	HCGP-NN-CO_04228
CL4824Contig1	HCGP-NN-CO_04229
CL4826Contig1	HCGP-NN-CO_04230
CL4827Contig1	HCGP-NN-CO_04231
CL4829Contig1	HCGP-NN-CO_04232
CL482Contig1	HCGP-NN-CO_04233
CL4830Contig1	HCGP-NN-CO_04234
CL4831Contig1	HCGP-NN-CO_04235
CL4832Contig1	HCGP-NN-CO_04236
CL4833Contig1	HCGP-NN-CO_04237
CL4834Contig1	HCGP-NN-CO_04238
CL4835Contig1	HCGP-NN-CO_04239
CL4836Contig1	HCGP-NN-CO_04240
CL4837Contig1	HCGP-NN-CO_04241
CL4838Contig1	HCGP-NN-CO_04242
CL4839Contig1	HCGP-NN-CO_04243
CL483Contig1	HCGP-NN-CO_04244
CL4841Contig1	HCGP-NN-CO_04245
CL4843Contig1	HCGP-NN-CO_04246
CL4844Contig1	HCGP-NN-CO_04247
CL4845Contig1	HCGP-NN-CO_04248
CL4846Contig1	HCGP-NN-CO_04249
CL4848Contig1	HCGP-NN-CO_04250
CL4849Contig1	HCGP-NN-CO_04251
CL484Contig1	HCGP-NN-CO_04252
CL4850Contig1	HCGP-NN-CO_04253
CL4851Contig1	HCGP-NN-CO_04254
CL4852Contig1	HCGP-NN-CO_04255
CL4853Contig1	HCGP-NN-CO_04256
CL4854Contig1	HCGP-NN-CO_04257
CL4855Contig1	HCGP-NN-CO_04258
CL4856Contig1	HCGP-NN-CO_04259
CL4857Contig1	HCGP-NN-CO_04260
CL4858Contig1	HCGP-NN-CO_04261
CL485Contig1	HCGP-NN-CO_04262
CL4861Contig1	HCGP-NN-CO_04263
CL4862Contig1	HCGP-NN-CO_04264
CL4863Contig1	HCGP-NN-CO_04265
CL4864Contig1	HCGP-NN-CO_04266
CL4865Contig1	HCGP-NN-CO_04267
CL4868Contig1	HCGP-NN-CO_04268
CL4869Contig1	HCGP-NN-CO_04269
CL486Contig1	HCGP-NN-CO_04270
CL486Contig2	HCGP-NN-CO_04271
CL4870Contig1	HCGP-NN-CO_04272
CL4874Contig1	HCGP-NN-CO_04273
CL4875Contig1	HCGP-NN-CO_04274
CL4876Contig1	HCGP-NN-CO_04275
CL4877Contig1	HCGP-NN-CO_04276
CL4878Contig1	HCGP-NN-CO_04277
CL4879Contig1	HCGP-NN-CO_04278
CL4880Contig1	HCGP-NN-CO_04279
CL4881Contig1	HCGP-NN-CO_04280
CL4882Contig1	HCGP-NN-CO_04281
CL4884Contig1	HCGP-NN-CO_04282
CL4887Contig1	HCGP-NN-CO_04283
CL4889Contig1	HCGP-NN-CO_04284
CL488Contig1	HCGP-NN-CO_04285
CL4890Contig1	HCGP-NN-CO_04286
CL4891Contig1	HCGP-NN-CO_04287
CL4892Contig1	HCGP-NN-CO_04288
CL4893Contig1	HCGP-NN-CO_04289
CL4894Contig1	HCGP-NN-CO_04290
CL4896Contig1	HCGP-NN-CO_04291
CL4898Contig1	HCGP-NN-CO_04292
CL489Contig1	HCGP-NN-CO_04293
CL4900Contig1	HCGP-NN-CO_04294
CL4901Contig1	HCGP-NN-CO_04295
CL4902Contig1	HCGP-NN-CO_04296
CL4904Contig1	HCGP-NN-CO_04297
CL4905Contig1	HCGP-NN-CO_04298
CL4906Contig1	HCGP-NN-CO_04299
CL4908Contig1	HCGP-NN-CO_04300
CL490Contig1	HCGP-NN-CO_04301
CL4910Contig1	HCGP-NN-CO_04302
CL4911Contig1	HCGP-NN-CO_04303
CL4912Contig1	HCGP-NN-CO_04304
CL4914Contig1	HCGP-NN-CO_04305
CL4915Contig1	HCGP-NN-CO_04306
CL4916Contig1	HCGP-NN-CO_04307
CL4917Contig1	HCGP-NN-CO_04308
CL4918Contig1	HCGP-NN-CO_04309
