#TGICL_NAME	CONTIG_NAME
CL3Contig12	HCGP-FN-CO_01231
CL3Contig13	HCGP-FN-CO_01232
CL3Contig14	HCGP-FN-CO_01233
CL3Contig15	HCGP-FN-CO_01234
CL3Contig16	HCGP-FN-CO_01235
CL3Contig17	HCGP-FN-CO_01236
CL3Contig18	HCGP-FN-CO_01237
CL3Contig19	HCGP-FN-CO_01238
CL3Contig2	HCGP-FN-CO_01239
CL3Contig20	HCGP-FN-CO_01240
CL3Contig21	HCGP-FN-CO_01241
CL3Contig22	HCGP-FN-CO_01242
CL3Contig23	HCGP-FN-CO_01243
CL3Contig24	HCGP-FN-CO_01244
CL3Contig25	HCGP-FN-CO_01245
CL3Contig26	HCGP-FN-CO_01246
CL3Contig27	HCGP-FN-CO_01247
CL3Contig28	HCGP-FN-CO_01248
CL3Contig29	HCGP-FN-CO_01249
CL3Contig3	HCGP-FN-CO_01250
CL3Contig30	HCGP-FN-CO_01251
CL3Contig31	HCGP-FN-CO_01252
CL3Contig32	HCGP-FN-CO_01253
CL3Contig33	HCGP-FN-CO_01254
CL3Contig34	HCGP-FN-CO_01255
CL3Contig35	HCGP-FN-CO_01256
CL3Contig36	HCGP-FN-CO_01257
CL3Contig4	HCGP-FN-CO_01258
CL3Contig5	HCGP-FN-CO_01259
CL3Contig6	HCGP-FN-CO_01260
CL3Contig7	HCGP-FN-CO_01261
CL3Contig8	HCGP-FN-CO_01262
CL3Contig9	HCGP-FN-CO_01263
CL400Contig1	HCGP-FN-CO_01264
CL401Contig1	HCGP-FN-CO_01265
CL404Contig1	HCGP-FN-CO_01266
CL405Contig1	HCGP-FN-CO_01267
CL407Contig1	HCGP-FN-CO_01268
CL408Contig1	HCGP-FN-CO_01269
CL409Contig1	HCGP-FN-CO_01270
CL40Contig1	HCGP-FN-CO_01271
CL40Contig2	HCGP-FN-CO_01272
CL410Contig1	HCGP-FN-CO_01273
CL411Contig1	HCGP-FN-CO_01274
CL413Contig1	HCGP-FN-CO_01275
CL415Contig1	HCGP-FN-CO_01276
CL416Contig1	HCGP-FN-CO_01277
CL417Contig1	HCGP-FN-CO_01278
CL418Contig1	HCGP-FN-CO_01279
CL419Contig1	HCGP-FN-CO_01280
CL41Contig1	HCGP-FN-CO_01281
CL420Contig1	HCGP-FN-CO_01282
CL421Contig1	HCGP-FN-CO_01283
CL423Contig1	HCGP-FN-CO_01284
CL424Contig1	HCGP-FN-CO_01285
CL425Contig1	HCGP-FN-CO_01286
CL427Contig1	HCGP-FN-CO_01287
CL427Contig2	HCGP-FN-CO_01288
CL428Contig1	HCGP-FN-CO_01289
CL429Contig1	HCGP-FN-CO_01290
CL42Contig1	HCGP-FN-CO_01291
CL430Contig1	HCGP-FN-CO_01292
CL431Contig1	HCGP-FN-CO_01293
CL432Contig1	HCGP-FN-CO_01294
CL432Contig2	HCGP-FN-CO_01295
CL433Contig1	HCGP-FN-CO_01296
CL434Contig1	HCGP-FN-CO_01297
CL434Contig2	HCGP-FN-CO_01298
CL435Contig1	HCGP-FN-CO_01299
CL436Contig1	HCGP-FN-CO_01300
CL437Contig1	HCGP-FN-CO_01301
CL438Contig1	HCGP-FN-CO_01302
CL439Contig1	HCGP-FN-CO_01303
CL43Contig1	HCGP-FN-CO_01304
CL43Contig2	HCGP-FN-CO_01305
CL43Contig3	HCGP-FN-CO_01306
CL440Contig1	HCGP-FN-CO_01307
CL441Contig1	HCGP-FN-CO_01308
CL442Contig1	HCGP-FN-CO_01309
CL442Contig2	HCGP-FN-CO_01310
CL443Contig1	HCGP-FN-CO_01311
CL444Contig1	HCGP-FN-CO_01312
CL447Contig1	HCGP-FN-CO_01313
CL447Contig2	HCGP-FN-CO_01314
CL44Contig1	HCGP-FN-CO_01315
CL450Contig1	HCGP-FN-CO_01316
CL451Contig1	HCGP-FN-CO_01317
CL452Contig1	HCGP-FN-CO_01318
CL453Contig1	HCGP-FN-CO_01319
CL454Contig1	HCGP-FN-CO_01320
CL455Contig1	HCGP-FN-CO_01321
CL457Contig1	HCGP-FN-CO_01322
CL458Contig1	HCGP-FN-CO_01323
CL459Contig1	HCGP-FN-CO_01324
CL45Contig1	HCGP-FN-CO_01325
CL45Contig2	HCGP-FN-CO_01326
CL460Contig1	HCGP-FN-CO_01327
CL461Contig1	HCGP-FN-CO_01328
CL462Contig1	HCGP-FN-CO_01329
CL463Contig1	HCGP-FN-CO_01330
CL464Contig1	HCGP-FN-CO_01331
CL465Contig1	HCGP-FN-CO_01332
CL466Contig1	HCGP-FN-CO_01333
CL467Contig1	HCGP-FN-CO_01334
CL468Contig1	HCGP-FN-CO_01335
CL46Contig1	HCGP-FN-CO_01336
CL470Contig1	HCGP-FN-CO_01337
CL471Contig1	HCGP-FN-CO_01338
CL472Contig1	HCGP-FN-CO_01339
CL473Contig1	HCGP-FN-CO_01340
CL474Contig1	HCGP-FN-CO_01341
CL475Contig1	HCGP-FN-CO_01342
CL476Contig1	HCGP-FN-CO_01343
CL477Contig1	HCGP-FN-CO_01344
CL478Contig1	HCGP-FN-CO_01345
CL479Contig1	HCGP-FN-CO_01346
CL47Contig1	HCGP-FN-CO_01347
CL47Contig2	HCGP-FN-CO_01348
CL480Contig1	HCGP-FN-CO_01349
CL481Contig1	HCGP-FN-CO_01350
CL483Contig1	HCGP-FN-CO_01351
CL484Contig1	HCGP-FN-CO_01352
CL486Contig1	HCGP-FN-CO_01353
CL487Contig1	HCGP-FN-CO_01354
CL489Contig1	HCGP-FN-CO_01355
CL48Contig2	HCGP-FN-CO_01356
CL490Contig1	HCGP-FN-CO_01357
CL491Contig1	HCGP-FN-CO_01358
CL492Contig1	HCGP-FN-CO_01359
CL493Contig1	HCGP-FN-CO_01360
CL494Contig1	HCGP-FN-CO_01361
CL495Contig1	HCGP-FN-CO_01362
CL496Contig1	HCGP-FN-CO_01363
CL497Contig1	HCGP-FN-CO_01364
CL498Contig1	HCGP-FN-CO_01365
CL499Contig1	HCGP-FN-CO_01366
CL49Contig1	HCGP-FN-CO_01367
CL4Contig1	HCGP-FN-CO_01368
CL500Contig1	HCGP-FN-CO_01369
CL501Contig1	HCGP-FN-CO_01370
CL502Contig1	HCGP-FN-CO_01371
CL503Contig1	HCGP-FN-CO_01372
CL504Contig1	HCGP-FN-CO_01373
CL505Contig1	HCGP-FN-CO_01374
CL506Contig1	HCGP-FN-CO_01375
CL507Contig1	HCGP-FN-CO_01376
CL508Contig1	HCGP-FN-CO_01377
CL50Contig1	HCGP-FN-CO_01378
CL50Contig2	HCGP-FN-CO_01379
CL510Contig1	HCGP-FN-CO_01380
CL511Contig1	HCGP-FN-CO_01381
CL512Contig1	HCGP-FN-CO_01382
CL513Contig1	HCGP-FN-CO_01383
CL514Contig1	HCGP-FN-CO_01384
CL515Contig1	HCGP-FN-CO_01385
CL516Contig1	HCGP-FN-CO_01386
CL517Contig1	HCGP-FN-CO_01387
CL518Contig1	HCGP-FN-CO_01388
CL519Contig1	HCGP-FN-CO_01389
CL51Contig2	HCGP-FN-CO_01390
CL51Contig3	HCGP-FN-CO_01391
CL520Contig1	HCGP-FN-CO_01392
CL521Contig1	HCGP-FN-CO_01393
CL522Contig1	HCGP-FN-CO_01394
CL524Contig1	HCGP-FN-CO_01395
CL525Contig1	HCGP-FN-CO_01396
CL526Contig1	HCGP-FN-CO_01397
CL527Contig1	HCGP-FN-CO_01398
CL527Contig2	HCGP-FN-CO_01399
CL528Contig1	HCGP-FN-CO_01400
CL529Contig1	HCGP-FN-CO_01401
CL52Contig1	HCGP-FN-CO_01402
CL530Contig1	HCGP-FN-CO_01403
CL531Contig1	HCGP-FN-CO_01404
CL532Contig1	HCGP-FN-CO_01405
CL533Contig1	HCGP-FN-CO_01406
CL534Contig1	HCGP-FN-CO_01407
CL535Contig1	HCGP-FN-CO_01408
CL536Contig1	HCGP-FN-CO_01409
CL537Contig1	HCGP-FN-CO_01410
CL538Contig1	HCGP-FN-CO_01411
CL539Contig1	HCGP-FN-CO_01412
CL53Contig1	HCGP-FN-CO_01413
CL53Contig2	HCGP-FN-CO_01414
CL540Contig1	HCGP-FN-CO_01415
CL541Contig1	HCGP-FN-CO_01416
CL542Contig1	HCGP-FN-CO_01417
CL543Contig1	HCGP-FN-CO_01418
CL544Contig1	HCGP-FN-CO_01419
CL545Contig1	HCGP-FN-CO_01420
CL546Contig1	HCGP-FN-CO_01421
CL547Contig1	HCGP-FN-CO_01422
CL548Contig1	HCGP-FN-CO_01423
CL549Contig1	HCGP-FN-CO_01424
CL54Contig1	HCGP-FN-CO_01425
CL550Contig1	HCGP-FN-CO_01426
CL551Contig1	HCGP-FN-CO_01427
CL552Contig1	HCGP-FN-CO_01428
CL554Contig1	HCGP-FN-CO_01429
CL555Contig1	HCGP-FN-CO_01430
CL556Contig1	HCGP-FN-CO_01431
CL557Contig1	HCGP-FN-CO_01432
CL558Contig1	HCGP-FN-CO_01433
CL559Contig1	HCGP-FN-CO_01434
CL55Contig1	HCGP-FN-CO_01435
CL560Contig1	HCGP-FN-CO_01436
CL561Contig1	HCGP-FN-CO_01437
CL562Contig1	HCGP-FN-CO_01438
CL563Contig1	HCGP-FN-CO_01439
CL564Contig1	HCGP-FN-CO_01440
CL565Contig1	HCGP-FN-CO_01441
CL566Contig1	HCGP-FN-CO_01442
CL567Contig1	HCGP-FN-CO_01443
CL568Contig1	HCGP-FN-CO_01444
CL569Contig1	HCGP-FN-CO_01445
CL56Contig1	HCGP-FN-CO_01446
CL570Contig1	HCGP-FN-CO_01447
CL571Contig1	HCGP-FN-CO_01448
CL572Contig1	HCGP-FN-CO_01449
CL573Contig1	HCGP-FN-CO_01450
CL574Contig1	HCGP-FN-CO_01451
CL575Contig1	HCGP-FN-CO_01452
CL577Contig1	HCGP-FN-CO_01453
CL578Contig1	HCGP-FN-CO_01454
CL579Contig1	HCGP-FN-CO_01455
CL57Contig1	HCGP-FN-CO_01456
CL57Contig2	HCGP-FN-CO_01457
CL581Contig1	HCGP-FN-CO_01458
CL582Contig1	HCGP-FN-CO_01459
CL583Contig1	HCGP-FN-CO_01460
CL584Contig1	HCGP-FN-CO_01461
CL585Contig1	HCGP-FN-CO_01462
CL586Contig1	HCGP-FN-CO_01463
CL587Contig1	HCGP-FN-CO_01464
CL588Contig1	HCGP-FN-CO_01465
CL589Contig1	HCGP-FN-CO_01466
CL58Contig1	HCGP-FN-CO_01467
CL591Contig1	HCGP-FN-CO_01468
CL592Contig1	HCGP-FN-CO_01469
CL593Contig1	HCGP-FN-CO_01470
CL594Contig1	HCGP-FN-CO_01471
CL595Contig1	HCGP-FN-CO_01472
CL598Contig1	HCGP-FN-CO_01473
CL599Contig1	HCGP-FN-CO_01474
CL59Contig1	HCGP-FN-CO_01475
CL59Contig2	HCGP-FN-CO_01476
CL5Contig14	HCGP-FN-CO_01477
CL5Contig3	HCGP-FN-CO_01478
CL5Contig4	HCGP-FN-CO_01479
CL5Contig7	HCGP-FN-CO_01480
CL5Contig8	HCGP-FN-CO_01481
CL5Contig9	HCGP-FN-CO_01482
CL600Contig1	HCGP-FN-CO_01483
CL601Contig1	HCGP-FN-CO_01484
CL602Contig1	HCGP-FN-CO_01485
CL603Contig1	HCGP-FN-CO_01486
CL604Contig1	HCGP-FN-CO_01487
CL605Contig1	HCGP-FN-CO_01488
CL606Contig1	HCGP-FN-CO_01489
CL607Contig1	HCGP-FN-CO_01490
CL608Contig1	HCGP-FN-CO_01491
CL60Contig1	HCGP-FN-CO_01492
CL610Contig1	HCGP-FN-CO_01493
CL611Contig1	HCGP-FN-CO_01494
CL612Contig1	HCGP-FN-CO_01495
CL614Contig1	HCGP-FN-CO_01496
CL615Contig1	HCGP-FN-CO_01497
CL616Contig1	HCGP-FN-CO_01498
CL617Contig1	HCGP-FN-CO_01499
CL618Contig1	HCGP-FN-CO_01500
CL619Contig1	HCGP-FN-CO_01501
CL61Contig1	HCGP-FN-CO_01502
CL620Contig1	HCGP-FN-CO_01503
CL621Contig1	HCGP-FN-CO_01504
CL622Contig1	HCGP-FN-CO_01505
CL624Contig1	HCGP-FN-CO_01506
CL625Contig1	HCGP-FN-CO_01507
CL626Contig1	HCGP-FN-CO_01508
CL627Contig1	HCGP-FN-CO_01509
CL628Contig1	HCGP-FN-CO_01510
CL629Contig1	HCGP-FN-CO_01511
CL62Contig1	HCGP-FN-CO_01512
CL630Contig1	HCGP-FN-CO_01513
CL631Contig1	HCGP-FN-CO_01514
CL632Contig1	HCGP-FN-CO_01515
CL633Contig1	HCGP-FN-CO_01516
CL634Contig1	HCGP-FN-CO_01517
CL635Contig1	HCGP-FN-CO_01518
CL636Contig1	HCGP-FN-CO_01519
CL637Contig1	HCGP-FN-CO_01520
CL638Contig1	HCGP-FN-CO_01521
CL639Contig1	HCGP-FN-CO_01522
CL63Contig1	HCGP-FN-CO_01523
CL63Contig2	HCGP-FN-CO_01524
CL640Contig1	HCGP-FN-CO_01525
CL641Contig1	HCGP-FN-CO_01526
CL642Contig1	HCGP-FN-CO_01527
CL643Contig1	HCGP-FN-CO_01528
CL644Contig1	HCGP-FN-CO_01529
CL645Contig1	HCGP-FN-CO_01530
CL646Contig1	HCGP-FN-CO_01531
CL647Contig1	HCGP-FN-CO_01532
CL648Contig1	HCGP-FN-CO_01533
CL64Contig1	HCGP-FN-CO_01534
CL650Contig1	HCGP-FN-CO_01535
CL651Contig1	HCGP-FN-CO_01536
CL652Contig1	HCGP-FN-CO_01537
CL653Contig1	HCGP-FN-CO_01538
CL654Contig1	HCGP-FN-CO_01539
CL655Contig1	HCGP-FN-CO_01540
CL656Contig1	HCGP-FN-CO_01541
CL657Contig1	HCGP-FN-CO_01542
CL658Contig1	HCGP-FN-CO_01543
CL659Contig1	HCGP-FN-CO_01544
CL65Contig1	HCGP-FN-CO_01545
CL660Contig1	HCGP-FN-CO_01546
CL661Contig1	HCGP-FN-CO_01547
CL662Contig1	HCGP-FN-CO_01548
CL663Contig1	HCGP-FN-CO_01549
CL664Contig1	HCGP-FN-CO_01550
CL665Contig1	HCGP-FN-CO_01551
CL666Contig1	HCGP-FN-CO_01552
CL667Contig1	HCGP-FN-CO_01553
CL668Contig1	HCGP-FN-CO_01554
CL669Contig1	HCGP-FN-CO_01555
CL66Contig1	HCGP-FN-CO_01556
CL66Contig2	HCGP-FN-CO_01557
CL670Contig1	HCGP-FN-CO_01558
CL671Contig1	HCGP-FN-CO_01559
CL672Contig1	HCGP-FN-CO_01560
CL673Contig1	HCGP-FN-CO_01561
CL674Contig1	HCGP-FN-CO_01562
CL675Contig1	HCGP-FN-CO_01563
CL676Contig1	HCGP-FN-CO_01564
CL677Contig1	HCGP-FN-CO_01565
CL678Contig1	HCGP-FN-CO_01566
CL679Contig1	HCGP-FN-CO_01567
CL67Contig1	HCGP-FN-CO_01568
CL680Contig1	HCGP-FN-CO_01569
CL681Contig1	HCGP-FN-CO_01570
CL682Contig1	HCGP-FN-CO_01571
CL683Contig1	HCGP-FN-CO_01572
CL684Contig1	HCGP-FN-CO_01573
CL687Contig1	HCGP-FN-CO_01574
CL688Contig1	HCGP-FN-CO_01575
CL689Contig1	HCGP-FN-CO_01576
CL68Contig1	HCGP-FN-CO_01577
CL68Contig2	HCGP-FN-CO_01578
CL690Contig1	HCGP-FN-CO_01579
CL691Contig1	HCGP-FN-CO_01580
CL692Contig1	HCGP-FN-CO_01581
CL693Contig1	HCGP-FN-CO_01582
CL694Contig1	HCGP-FN-CO_01583
CL695Contig1	HCGP-FN-CO_01584
CL696Contig1	HCGP-FN-CO_01585
CL697Contig1	HCGP-FN-CO_01586
CL698Contig1	HCGP-FN-CO_01587
CL699Contig1	HCGP-FN-CO_01588
CL69Contig1	HCGP-FN-CO_01589
CL6Contig1	HCGP-FN-CO_01590
CL6Contig2	HCGP-FN-CO_01591
CL700Contig1	HCGP-FN-CO_01592
CL701Contig1	HCGP-FN-CO_01593
CL704Contig1	HCGP-FN-CO_01594
CL705Contig1	HCGP-FN-CO_01595
CL706Contig1	HCGP-FN-CO_01596
CL707Contig1	HCGP-FN-CO_01597
CL708Contig1	HCGP-FN-CO_01598
CL709Contig1	HCGP-FN-CO_01599
CL70Contig1	HCGP-FN-CO_01600
CL711Contig1	HCGP-FN-CO_01601
CL712Contig1	HCGP-FN-CO_01602
CL713Contig1	HCGP-FN-CO_01603
CL714Contig1	HCGP-FN-CO_01604
CL715Contig1	HCGP-FN-CO_01605
CL716Contig1	HCGP-FN-CO_01606
CL718Contig1	HCGP-FN-CO_01607
CL719Contig1	HCGP-FN-CO_01608
CL71Contig1	HCGP-FN-CO_01609
CL720Contig1	HCGP-FN-CO_01610
CL722Contig1	HCGP-FN-CO_01611
CL723Contig1	HCGP-FN-CO_01612
CL724Contig1	HCGP-FN-CO_01613
CL725Contig1	HCGP-FN-CO_01614
CL727Contig1	HCGP-FN-CO_01615
CL72Contig1	HCGP-FN-CO_01616
CL730Contig1	HCGP-FN-CO_01617
CL731Contig1	HCGP-FN-CO_01618
CL732Contig1	HCGP-FN-CO_01619
CL733Contig1	HCGP-FN-CO_01620
CL734Contig1	HCGP-FN-CO_01621
CL735Contig1	HCGP-FN-CO_01622
CL736Contig1	HCGP-FN-CO_01623
CL737Contig1	HCGP-FN-CO_01624
CL73Contig1	HCGP-FN-CO_01625
CL740Contig1	HCGP-FN-CO_01626
CL741Contig1	HCGP-FN-CO_01627
CL745Contig1	HCGP-FN-CO_01628
CL746Contig1	HCGP-FN-CO_01629
CL747Contig1	HCGP-FN-CO_01630
CL748Contig1	HCGP-FN-CO_01631
CL749Contig1	HCGP-FN-CO_01632
CL74Contig1	HCGP-FN-CO_01633
CL750Contig1	HCGP-FN-CO_01634
CL751Contig1	HCGP-FN-CO_01635
CL752Contig1	HCGP-FN-CO_01636
CL753Contig1	HCGP-FN-CO_01637
CL754Contig1	HCGP-FN-CO_01638
CL755Contig1	HCGP-FN-CO_01639
CL757Contig1	HCGP-FN-CO_01640
CL758Contig1	HCGP-FN-CO_01641
CL75Contig1	HCGP-FN-CO_01642
CL760Contig1	HCGP-FN-CO_01643
CL762Contig1	HCGP-FN-CO_01644
CL763Contig1	HCGP-FN-CO_01645
CL764Contig1	HCGP-FN-CO_01646
CL766Contig1	HCGP-FN-CO_01647
CL767Contig1	HCGP-FN-CO_01648
CL768Contig1	HCGP-FN-CO_01649
CL769Contig1	HCGP-FN-CO_01650
CL76Contig1	HCGP-FN-CO_01651
CL76Contig2	HCGP-FN-CO_01652
CL770Contig1	HCGP-FN-CO_01653
CL771Contig1	HCGP-FN-CO_01654
CL772Contig1	HCGP-FN-CO_01655
CL773Contig1	HCGP-FN-CO_01656
CL774Contig1	HCGP-FN-CO_01657
CL775Contig1	HCGP-FN-CO_01658
CL776Contig1	HCGP-FN-CO_01659
CL777Contig1	HCGP-FN-CO_01660
CL778Contig1	HCGP-FN-CO_01661
CL779Contig1	HCGP-FN-CO_01662
CL77Contig1	HCGP-FN-CO_01663
CL77Contig2	HCGP-FN-CO_01664
CL77Contig3	HCGP-FN-CO_01665
CL780Contig1	HCGP-FN-CO_01666
CL781Contig1	HCGP-FN-CO_01667
CL782Contig1	HCGP-FN-CO_01668
CL784Contig1	HCGP-FN-CO_01669
CL785Contig1	HCGP-FN-CO_01670
CL786Contig1	HCGP-FN-CO_01671
CL788Contig1	HCGP-FN-CO_01672
CL789Contig1	HCGP-FN-CO_01673
CL78Contig1	HCGP-FN-CO_01674
CL790Contig1	HCGP-FN-CO_01675
CL791Contig1	HCGP-FN-CO_01676
CL792Contig1	HCGP-FN-CO_01677
CL793Contig1	HCGP-FN-CO_01678
CL794Contig1	HCGP-FN-CO_01679
CL796Contig1	HCGP-FN-CO_01680
CL798Contig1	HCGP-FN-CO_01681
CL79Contig1	HCGP-FN-CO_01682
CL7Contig1	HCGP-FN-CO_01683
CL7Contig2	HCGP-FN-CO_01684
CL800Contig1	HCGP-FN-CO_01685
CL801Contig1	HCGP-FN-CO_01686
CL803Contig1	HCGP-FN-CO_01687
CL804Contig1	HCGP-FN-CO_01688
CL805Contig1	HCGP-FN-CO_01689
CL806Contig1	HCGP-FN-CO_01690
CL808Contig1	HCGP-FN-CO_01691
CL809Contig1	HCGP-FN-CO_01692
CL80Contig1	HCGP-FN-CO_01693
CL810Contig1	HCGP-FN-CO_01694
CL811Contig1	HCGP-FN-CO_01695
CL812Contig1	HCGP-FN-CO_01696
CL814Contig1	HCGP-FN-CO_01697
CL815Contig1	HCGP-FN-CO_01698
CL816Contig1	HCGP-FN-CO_01699
CL817Contig1	HCGP-FN-CO_01700
CL818Contig1	HCGP-FN-CO_01701
CL819Contig1	HCGP-FN-CO_01702
CL81Contig1	HCGP-FN-CO_01703
CL820Contig1	HCGP-FN-CO_01704
CL822Contig1	HCGP-FN-CO_01705
CL823Contig1	HCGP-FN-CO_01706
CL824Contig1	HCGP-FN-CO_01707
CL825Contig1	HCGP-FN-CO_01708
CL826Contig1	HCGP-FN-CO_01709
CL827Contig1	HCGP-FN-CO_01710
CL828Contig1	HCGP-FN-CO_01711
CL829Contig1	HCGP-FN-CO_01712
CL82Contig1	HCGP-FN-CO_01713
CL830Contig1	HCGP-FN-CO_01714
CL831Contig1	HCGP-FN-CO_01715
CL833Contig1	HCGP-FN-CO_01716
CL834Contig1	HCGP-FN-CO_01717
CL835Contig1	HCGP-FN-CO_01718
CL836Contig1	HCGP-FN-CO_01719
CL837Contig1	HCGP-FN-CO_01720
CL839Contig1	HCGP-FN-CO_01721
CL83Contig1	HCGP-FN-CO_01722
CL840Contig1	HCGP-FN-CO_01723
CL841Contig1	HCGP-FN-CO_01724
CL842Contig1	HCGP-FN-CO_01725
CL843Contig1	HCGP-FN-CO_01726
CL844Contig1	HCGP-FN-CO_01727
CL845Contig1	HCGP-FN-CO_01728
CL846Contig1	HCGP-FN-CO_01729
CL847Contig1	HCGP-FN-CO_01730
CL848Contig1	HCGP-FN-CO_01731
CL849Contig1	HCGP-FN-CO_01732
CL84Contig1	HCGP-FN-CO_01733
CL850Contig1	HCGP-FN-CO_01734
CL851Contig1	HCGP-FN-CO_01735
CL852Contig1	HCGP-FN-CO_01736
CL853Contig1	HCGP-FN-CO_01737
CL854Contig1	HCGP-FN-CO_01738
CL855Contig1	HCGP-FN-CO_01739
CL856Contig1	HCGP-FN-CO_01740
CL857Contig1	HCGP-FN-CO_01741
CL858Contig1	HCGP-FN-CO_01742
CL859Contig1	HCGP-FN-CO_01743
CL85Contig1	HCGP-FN-CO_01744
CL860Contig1	HCGP-FN-CO_01745
CL861Contig1	HCGP-FN-CO_01746
CL862Contig1	HCGP-FN-CO_01747
CL863Contig1	HCGP-FN-CO_01748
CL864Contig1	HCGP-FN-CO_01749
CL865Contig1	HCGP-FN-CO_01750
CL866Contig1	HCGP-FN-CO_01751
CL867Contig1	HCGP-FN-CO_01752
CL868Contig1	HCGP-FN-CO_01753
CL869Contig1	HCGP-FN-CO_01754
CL86Contig1	HCGP-FN-CO_01755
CL870Contig1	HCGP-FN-CO_01756
CL871Contig1	HCGP-FN-CO_01757
CL872Contig1	HCGP-FN-CO_01758
CL873Contig1	HCGP-FN-CO_01759
CL874Contig1	HCGP-FN-CO_01760
CL875Contig1	HCGP-FN-CO_01761
CL876Contig1	HCGP-FN-CO_01762
CL877Contig1	HCGP-FN-CO_01763
CL878Contig1	HCGP-FN-CO_01764
CL879Contig1	HCGP-FN-CO_01765
CL87Contig1	HCGP-FN-CO_01766
CL880Contig1	HCGP-FN-CO_01767
CL881Contig1	HCGP-FN-CO_01768
CL882Contig1	HCGP-FN-CO_01769
CL883Contig1	HCGP-FN-CO_01770
CL884Contig1	HCGP-FN-CO_01771
CL885Contig1	HCGP-FN-CO_01772
CL886Contig1	HCGP-FN-CO_01773
CL887Contig1	HCGP-FN-CO_01774
CL888Contig1	HCGP-FN-CO_01775
CL889Contig1	HCGP-FN-CO_01776
CL88Contig1	HCGP-FN-CO_01777
CL890Contig1	HCGP-FN-CO_01778
CL891Contig1	HCGP-FN-CO_01779
CL892Contig1	HCGP-FN-CO_01780
CL893Contig1	HCGP-FN-CO_01781
CL894Contig1	HCGP-FN-CO_01782
CL895Contig1	HCGP-FN-CO_01783
CL896Contig1	HCGP-FN-CO_01784
CL898Contig1	HCGP-FN-CO_01785
CL899Contig1	HCGP-FN-CO_01786
CL89Contig1	HCGP-FN-CO_01787
CL8Contig1	HCGP-FN-CO_01788
CL8Contig2	HCGP-FN-CO_01789
CL8Contig3	HCGP-FN-CO_01790
CL900Contig1	HCGP-FN-CO_01791
CL902Contig1	HCGP-FN-CO_01792
CL903Contig1	HCGP-FN-CO_01793
CL904Contig1	HCGP-FN-CO_01794
CL905Contig1	HCGP-FN-CO_01795
CL906Contig1	HCGP-FN-CO_01796
CL907Contig1	HCGP-FN-CO_01797
CL908Contig1	HCGP-FN-CO_01798
CL909Contig1	HCGP-FN-CO_01799
CL90Contig1	HCGP-FN-CO_01800
CL910Contig1	HCGP-FN-CO_01801
CL911Contig1	HCGP-FN-CO_01802
CL912Contig1	HCGP-FN-CO_01803
CL913Contig1	HCGP-FN-CO_01804
CL914Contig1	HCGP-FN-CO_01805
CL915Contig1	HCGP-FN-CO_01806
CL916Contig1	HCGP-FN-CO_01807
CL917Contig1	HCGP-FN-CO_01808
CL918Contig1	HCGP-FN-CO_01809
CL91Contig1	HCGP-FN-CO_01810
CL921Contig1	HCGP-FN-CO_01811
CL922Contig1	HCGP-FN-CO_01812
CL923Contig1	HCGP-FN-CO_01813
CL924Contig1	HCGP-FN-CO_01814
CL925Contig1	HCGP-FN-CO_01815
CL926Contig1	HCGP-FN-CO_01816
CL927Contig1	HCGP-FN-CO_01817
CL929Contig1	HCGP-FN-CO_01818
CL92Contig1	HCGP-FN-CO_01819
CL930Contig1	HCGP-FN-CO_01820
CL931Contig1	HCGP-FN-CO_01821
CL933Contig1	HCGP-FN-CO_01822
CL934Contig1	HCGP-FN-CO_01823
CL935Contig1	HCGP-FN-CO_01824
CL936Contig1	HCGP-FN-CO_01825
CL937Contig1	HCGP-FN-CO_01826
CL938Contig1	HCGP-FN-CO_01827
CL93Contig1	HCGP-FN-CO_01828
CL940Contig1	HCGP-FN-CO_01829
CL942Contig1	HCGP-FN-CO_01830
CL943Contig1	HCGP-FN-CO_01831
CL944Contig1	HCGP-FN-CO_01832
CL945Contig1	HCGP-FN-CO_01833
CL946Contig1	HCGP-FN-CO_01834
CL947Contig1	HCGP-FN-CO_01835
CL949Contig1	HCGP-FN-CO_01836
CL94Contig1	HCGP-FN-CO_01837
CL950Contig1	HCGP-FN-CO_01838
CL951Contig1	HCGP-FN-CO_01839
CL952Contig1	HCGP-FN-CO_01840
CL953Contig1	HCGP-FN-CO_01841
CL954Contig1	HCGP-FN-CO_01842
CL955Contig1	HCGP-FN-CO_01843
CL956Contig1	HCGP-FN-CO_01844
CL957Contig1	HCGP-FN-CO_01845
CL958Contig1	HCGP-FN-CO_01846
CL959Contig1	HCGP-FN-CO_01847
CL95Contig1	HCGP-FN-CO_01848
CL95Contig2	HCGP-FN-CO_01849
CL960Contig1	HCGP-FN-CO_01850
CL962Contig1	HCGP-FN-CO_01851
CL963Contig1	HCGP-FN-CO_01852
CL964Contig1	HCGP-FN-CO_01853
CL965Contig1	HCGP-FN-CO_01854
CL967Contig1	HCGP-FN-CO_01855
CL968Contig1	HCGP-FN-CO_01856
CL969Contig1	HCGP-FN-CO_01857
CL96Contig1	HCGP-FN-CO_01858
CL96Contig2	HCGP-FN-CO_01859
CL970Contig1	HCGP-FN-CO_01860
CL971Contig1	HCGP-FN-CO_01861
CL972Contig1	HCGP-FN-CO_01862
CL973Contig1	HCGP-FN-CO_01863
CL975Contig1	HCGP-FN-CO_01864
CL976Contig1	HCGP-FN-CO_01865
