#TGICL_NAME	CONTIG_NAME
CL1Contig23	HCGP-NT-CO_01224
CL1Contig230	HCGP-NT-CO_01225
CL1Contig231	HCGP-NT-CO_01226
CL1Contig232	HCGP-NT-CO_01227
CL1Contig233	HCGP-NT-CO_01228
CL1Contig234	HCGP-NT-CO_01229
CL1Contig235	HCGP-NT-CO_01230
CL1Contig236	HCGP-NT-CO_01231
CL1Contig237	HCGP-NT-CO_01232
CL1Contig238	HCGP-NT-CO_01233
CL1Contig239	HCGP-NT-CO_01234
CL1Contig24	HCGP-NT-CO_01235
CL1Contig240	HCGP-NT-CO_01236
CL1Contig241	HCGP-NT-CO_01237
CL1Contig242	HCGP-NT-CO_01238
CL1Contig243	HCGP-NT-CO_01239
CL1Contig244	HCGP-NT-CO_01240
CL1Contig245	HCGP-NT-CO_01241
CL1Contig246	HCGP-NT-CO_01242
CL1Contig247	HCGP-NT-CO_01243
CL1Contig248	HCGP-NT-CO_01244
CL1Contig249	HCGP-NT-CO_01245
CL1Contig25	HCGP-NT-CO_01246
CL1Contig250	HCGP-NT-CO_01247
CL1Contig251	HCGP-NT-CO_01248
CL1Contig252	HCGP-NT-CO_01249
CL1Contig253	HCGP-NT-CO_01250
CL1Contig254	HCGP-NT-CO_01251
CL1Contig255	HCGP-NT-CO_01252
CL1Contig256	HCGP-NT-CO_01253
CL1Contig257	HCGP-NT-CO_01254
CL1Contig258	HCGP-NT-CO_01255
CL1Contig259	HCGP-NT-CO_01256
CL1Contig26	HCGP-NT-CO_01257
CL1Contig260	HCGP-NT-CO_01258
CL1Contig261	HCGP-NT-CO_01259
CL1Contig262	HCGP-NT-CO_01260
CL1Contig263	HCGP-NT-CO_01261
CL1Contig264	HCGP-NT-CO_01262
CL1Contig265	HCGP-NT-CO_01263
CL1Contig266	HCGP-NT-CO_01264
CL1Contig267	HCGP-NT-CO_01265
CL1Contig268	HCGP-NT-CO_01266
CL1Contig269	HCGP-NT-CO_01267
CL1Contig27	HCGP-NT-CO_01268
CL1Contig270	HCGP-NT-CO_01269
CL1Contig271	HCGP-NT-CO_01270
CL1Contig272	HCGP-NT-CO_01271
CL1Contig273	HCGP-NT-CO_01272
CL1Contig274	HCGP-NT-CO_01273
CL1Contig275	HCGP-NT-CO_01274
CL1Contig276	HCGP-NT-CO_01275
CL1Contig277	HCGP-NT-CO_01276
CL1Contig278	HCGP-NT-CO_01277
CL1Contig279	HCGP-NT-CO_01278
CL1Contig28	HCGP-NT-CO_01279
CL1Contig280	HCGP-NT-CO_01280
CL1Contig281	HCGP-NT-CO_01281
CL1Contig282	HCGP-NT-CO_01282
CL1Contig283	HCGP-NT-CO_01283
CL1Contig284	HCGP-NT-CO_01284
CL1Contig285	HCGP-NT-CO_01285
CL1Contig286	HCGP-NT-CO_01286
CL1Contig287	HCGP-NT-CO_01287
CL1Contig288	HCGP-NT-CO_01288
CL1Contig289	HCGP-NT-CO_01289
CL1Contig29	HCGP-NT-CO_01290
CL1Contig290	HCGP-NT-CO_01291
CL1Contig291	HCGP-NT-CO_01292
CL1Contig292	HCGP-NT-CO_01293
CL1Contig293	HCGP-NT-CO_01294
CL1Contig294	HCGP-NT-CO_01295
CL1Contig295	HCGP-NT-CO_01296
CL1Contig296	HCGP-NT-CO_01297
CL1Contig297	HCGP-NT-CO_01298
CL1Contig298	HCGP-NT-CO_01299
CL1Contig299	HCGP-NT-CO_01300
CL1Contig3	HCGP-NT-CO_01301
CL1Contig30	HCGP-NT-CO_01302
CL1Contig300	HCGP-NT-CO_01303
CL1Contig302	HCGP-NT-CO_01304
CL1Contig303	HCGP-NT-CO_01305
CL1Contig304	HCGP-NT-CO_01306
CL1Contig305	HCGP-NT-CO_01307
CL1Contig306	HCGP-NT-CO_01308
CL1Contig307	HCGP-NT-CO_01309
CL1Contig308	HCGP-NT-CO_01310
CL1Contig309	HCGP-NT-CO_01311
CL1Contig31	HCGP-NT-CO_01312
CL1Contig310	HCGP-NT-CO_01313
CL1Contig311	HCGP-NT-CO_01314
CL1Contig312	HCGP-NT-CO_01315
CL1Contig313	HCGP-NT-CO_01316
CL1Contig314	HCGP-NT-CO_01317
CL1Contig315	HCGP-NT-CO_01318
CL1Contig316	HCGP-NT-CO_01319
CL1Contig317	HCGP-NT-CO_01320
CL1Contig318	HCGP-NT-CO_01321
CL1Contig319	HCGP-NT-CO_01322
CL1Contig32	HCGP-NT-CO_01323
CL1Contig33	HCGP-NT-CO_01324
CL1Contig34	HCGP-NT-CO_01325
CL1Contig35	HCGP-NT-CO_01326
CL1Contig36	HCGP-NT-CO_01327
CL1Contig37	HCGP-NT-CO_01328
CL1Contig38	HCGP-NT-CO_01329
CL1Contig39	HCGP-NT-CO_01330
CL1Contig4	HCGP-NT-CO_01331
CL1Contig40	HCGP-NT-CO_01332
CL1Contig41	HCGP-NT-CO_01333
CL1Contig42	HCGP-NT-CO_01334
CL1Contig43	HCGP-NT-CO_01335
CL1Contig44	HCGP-NT-CO_01336
CL1Contig45	HCGP-NT-CO_01337
CL1Contig46	HCGP-NT-CO_01338
CL1Contig47	HCGP-NT-CO_01339
CL1Contig48	HCGP-NT-CO_01340
CL1Contig49	HCGP-NT-CO_01341
CL1Contig5	HCGP-NT-CO_01342
CL1Contig50	HCGP-NT-CO_01343
CL1Contig51	HCGP-NT-CO_01344
CL1Contig52	HCGP-NT-CO_01345
CL1Contig53	HCGP-NT-CO_01346
CL1Contig54	HCGP-NT-CO_01347
CL1Contig55	HCGP-NT-CO_01348
CL1Contig56	HCGP-NT-CO_01349
CL1Contig57	HCGP-NT-CO_01350
CL1Contig58	HCGP-NT-CO_01351
CL1Contig59	HCGP-NT-CO_01352
CL1Contig6	HCGP-NT-CO_01353
CL1Contig60	HCGP-NT-CO_01354
CL1Contig61	HCGP-NT-CO_01355
CL1Contig62	HCGP-NT-CO_01356
CL1Contig63	HCGP-NT-CO_01357
CL1Contig64	HCGP-NT-CO_01358
CL1Contig65	HCGP-NT-CO_01359
CL1Contig66	HCGP-NT-CO_01360
CL1Contig67	HCGP-NT-CO_01361
CL1Contig68	HCGP-NT-CO_01362
CL1Contig69	HCGP-NT-CO_01363
CL1Contig7	HCGP-NT-CO_01364
CL1Contig70	HCGP-NT-CO_01365
CL1Contig71	HCGP-NT-CO_01366
CL1Contig72	HCGP-NT-CO_01367
CL1Contig73	HCGP-NT-CO_01368
CL1Contig74	HCGP-NT-CO_01369
CL1Contig75	HCGP-NT-CO_01370
CL1Contig76	HCGP-NT-CO_01371
CL1Contig77	HCGP-NT-CO_01372
CL1Contig78	HCGP-NT-CO_01373
CL1Contig79	HCGP-NT-CO_01374
CL1Contig8	HCGP-NT-CO_01375
CL1Contig80	HCGP-NT-CO_01376
CL1Contig81	HCGP-NT-CO_01377
CL1Contig82	HCGP-NT-CO_01378
CL1Contig83	HCGP-NT-CO_01379
CL1Contig84	HCGP-NT-CO_01380
CL1Contig85	HCGP-NT-CO_01381
CL1Contig86	HCGP-NT-CO_01382
CL1Contig87	HCGP-NT-CO_01383
CL1Contig88	HCGP-NT-CO_01384
CL1Contig89	HCGP-NT-CO_01385
CL1Contig9	HCGP-NT-CO_01386
CL1Contig90	HCGP-NT-CO_01387
CL1Contig91	HCGP-NT-CO_01388
CL1Contig92	HCGP-NT-CO_01389
CL1Contig93	HCGP-NT-CO_01390
CL1Contig94	HCGP-NT-CO_01391
CL1Contig95	HCGP-NT-CO_01392
CL1Contig96	HCGP-NT-CO_01393
CL1Contig97	HCGP-NT-CO_01394
CL1Contig98	HCGP-NT-CO_01395
CL1Contig99	HCGP-NT-CO_01396
CL2000Contig1	HCGP-NT-CO_01397
CL2001Contig1	HCGP-NT-CO_01398
CL2003Contig1	HCGP-NT-CO_01399
CL2004Contig1	HCGP-NT-CO_01400
CL2005Contig1	HCGP-NT-CO_01401
CL2006Contig1	HCGP-NT-CO_01402
CL2007Contig1	HCGP-NT-CO_01403
CL200Contig1	HCGP-NT-CO_01404
CL2010Contig1	HCGP-NT-CO_01405
CL2011Contig1	HCGP-NT-CO_01406
CL2012Contig1	HCGP-NT-CO_01407
CL2013Contig1	HCGP-NT-CO_01408
CL2014Contig1	HCGP-NT-CO_01409
CL2015Contig1	HCGP-NT-CO_01410
CL2016Contig1	HCGP-NT-CO_01411
CL2017Contig1	HCGP-NT-CO_01412
CL2018Contig1	HCGP-NT-CO_01413
CL2019Contig1	HCGP-NT-CO_01414
CL201Contig1	HCGP-NT-CO_01415
CL201Contig2	HCGP-NT-CO_01416
CL2022Contig1	HCGP-NT-CO_01417
CL2023Contig1	HCGP-NT-CO_01418
CL2024Contig1	HCGP-NT-CO_01419
CL2025Contig1	HCGP-NT-CO_01420
CL2026Contig1	HCGP-NT-CO_01421
CL2027Contig1	HCGP-NT-CO_01422
CL2029Contig1	HCGP-NT-CO_01423
CL202Contig1	HCGP-NT-CO_01424
CL2030Contig1	HCGP-NT-CO_01425
CL2032Contig1	HCGP-NT-CO_01426
CL2033Contig1	HCGP-NT-CO_01427
CL2034Contig1	HCGP-NT-CO_01428
CL2035Contig1	HCGP-NT-CO_01429
CL2036Contig1	HCGP-NT-CO_01430
CL2037Contig1	HCGP-NT-CO_01431
CL2038Contig1	HCGP-NT-CO_01432
CL2039Contig1	HCGP-NT-CO_01433
CL203Contig1	HCGP-NT-CO_01434
CL2040Contig1	HCGP-NT-CO_01435
CL2041Contig1	HCGP-NT-CO_01436
CL2042Contig1	HCGP-NT-CO_01437
CL2043Contig1	HCGP-NT-CO_01438
CL2044Contig1	HCGP-NT-CO_01439
CL2045Contig1	HCGP-NT-CO_01440
CL2046Contig1	HCGP-NT-CO_01441
CL2047Contig1	HCGP-NT-CO_01442
CL2048Contig1	HCGP-NT-CO_01443
CL204Contig1	HCGP-NT-CO_01444
CL2051Contig1	HCGP-NT-CO_01445
CL2052Contig1	HCGP-NT-CO_01446
CL2054Contig1	HCGP-NT-CO_01447
CL2055Contig1	HCGP-NT-CO_01448
CL2056Contig1	HCGP-NT-CO_01449
CL2058Contig1	HCGP-NT-CO_01450
CL205Contig1	HCGP-NT-CO_01451
CL2061Contig1	HCGP-NT-CO_01452
CL2064Contig1	HCGP-NT-CO_01453
CL2065Contig1	HCGP-NT-CO_01454
CL2066Contig1	HCGP-NT-CO_01455
CL2067Contig1	HCGP-NT-CO_01456
CL2068Contig1	HCGP-NT-CO_01457
CL2069Contig1	HCGP-NT-CO_01458
CL206Contig1	HCGP-NT-CO_01459
CL2070Contig1	HCGP-NT-CO_01460
CL2071Contig1	HCGP-NT-CO_01461
CL2072Contig1	HCGP-NT-CO_01462
CL2073Contig1	HCGP-NT-CO_01463
CL2074Contig1	HCGP-NT-CO_01464
CL2078Contig1	HCGP-NT-CO_01465
CL207Contig1	HCGP-NT-CO_01466
CL2080Contig1	HCGP-NT-CO_01467
CL2081Contig1	HCGP-NT-CO_01468
CL2082Contig1	HCGP-NT-CO_01469
CL2084Contig1	HCGP-NT-CO_01470
CL2085Contig1	HCGP-NT-CO_01471
CL2086Contig1	HCGP-NT-CO_01472
CL2087Contig1	HCGP-NT-CO_01473
CL2089Contig1	HCGP-NT-CO_01474
CL208Contig1	HCGP-NT-CO_01475
CL208Contig2	HCGP-NT-CO_01476
CL2090Contig1	HCGP-NT-CO_01477
CL2091Contig1	HCGP-NT-CO_01478
CL2092Contig1	HCGP-NT-CO_01479
CL2093Contig1	HCGP-NT-CO_01480
CL2094Contig1	HCGP-NT-CO_01481
CL2095Contig1	HCGP-NT-CO_01482
CL2096Contig1	HCGP-NT-CO_01483
CL2098Contig1	HCGP-NT-CO_01484
CL2099Contig1	HCGP-NT-CO_01485
CL209Contig1	HCGP-NT-CO_01486
CL20Contig1	HCGP-NT-CO_01487
CL20Contig2	HCGP-NT-CO_01488
CL20Contig3	HCGP-NT-CO_01489
CL20Contig4	HCGP-NT-CO_01490
CL2100Contig1	HCGP-NT-CO_01491
CL2102Contig1	HCGP-NT-CO_01492
CL2103Contig1	HCGP-NT-CO_01493
CL2105Contig1	HCGP-NT-CO_01494
CL2106Contig1	HCGP-NT-CO_01495
CL2107Contig1	HCGP-NT-CO_01496
CL210Contig1	HCGP-NT-CO_01497
CL2112Contig1	HCGP-NT-CO_01498
CL2113Contig1	HCGP-NT-CO_01499
CL2114Contig1	HCGP-NT-CO_01500
CL2115Contig1	HCGP-NT-CO_01501
CL2116Contig1	HCGP-NT-CO_01502
CL2117Contig1	HCGP-NT-CO_01503
CL2118Contig1	HCGP-NT-CO_01504
CL2119Contig1	HCGP-NT-CO_01505
CL211Contig1	HCGP-NT-CO_01506
CL211Contig2	HCGP-NT-CO_01507
CL2120Contig1	HCGP-NT-CO_01508
CL2121Contig1	HCGP-NT-CO_01509
CL2123Contig1	HCGP-NT-CO_01510
CL2125Contig1	HCGP-NT-CO_01511
CL2127Contig1	HCGP-NT-CO_01512
CL2128Contig1	HCGP-NT-CO_01513
CL2129Contig1	HCGP-NT-CO_01514
CL212Contig1	HCGP-NT-CO_01515
CL212Contig2	HCGP-NT-CO_01516
CL2130Contig1	HCGP-NT-CO_01517
CL2131Contig1	HCGP-NT-CO_01518
CL2132Contig1	HCGP-NT-CO_01519
CL2133Contig1	HCGP-NT-CO_01520
CL2134Contig1	HCGP-NT-CO_01521
CL2135Contig1	HCGP-NT-CO_01522
CL2136Contig1	HCGP-NT-CO_01523
CL2137Contig1	HCGP-NT-CO_01524
CL2138Contig1	HCGP-NT-CO_01525
CL2139Contig1	HCGP-NT-CO_01526
CL213Contig1	HCGP-NT-CO_01527
CL213Contig2	HCGP-NT-CO_01528
CL2141Contig1	HCGP-NT-CO_01529
CL2142Contig1	HCGP-NT-CO_01530
CL2143Contig1	HCGP-NT-CO_01531
CL2144Contig1	HCGP-NT-CO_01532
CL2145Contig1	HCGP-NT-CO_01533
CL2146Contig1	HCGP-NT-CO_01534
CL2148Contig1	HCGP-NT-CO_01535
CL2149Contig1	HCGP-NT-CO_01536
CL214Contig1	HCGP-NT-CO_01537
CL2150Contig1	HCGP-NT-CO_01538
CL2151Contig1	HCGP-NT-CO_01539
CL2152Contig1	HCGP-NT-CO_01540
CL2153Contig1	HCGP-NT-CO_01541
CL2154Contig1	HCGP-NT-CO_01542
CL2155Contig1	HCGP-NT-CO_01543
CL2157Contig1	HCGP-NT-CO_01544
CL2158Contig1	HCGP-NT-CO_01545
CL2159Contig1	HCGP-NT-CO_01546
CL215Contig1	HCGP-NT-CO_01547
CL2160Contig1	HCGP-NT-CO_01548
CL2161Contig1	HCGP-NT-CO_01549
CL2163Contig1	HCGP-NT-CO_01550
CL2164Contig1	HCGP-NT-CO_01551
CL2165Contig1	HCGP-NT-CO_01552
CL2166Contig1	HCGP-NT-CO_01553
CL2167Contig1	HCGP-NT-CO_01554
CL2168Contig1	HCGP-NT-CO_01555
CL2169Contig1	HCGP-NT-CO_01556
CL216Contig1	HCGP-NT-CO_01557
CL2171Contig1	HCGP-NT-CO_01558
CL2172Contig1	HCGP-NT-CO_01559
CL2173Contig1	HCGP-NT-CO_01560
CL2174Contig1	HCGP-NT-CO_01561
CL2175Contig1	HCGP-NT-CO_01562
CL2177Contig1	HCGP-NT-CO_01563
CL2178Contig1	HCGP-NT-CO_01564
CL217Contig1	HCGP-NT-CO_01565
CL2181Contig1	HCGP-NT-CO_01566
CL2182Contig1	HCGP-NT-CO_01567
CL2183Contig1	HCGP-NT-CO_01568
CL2184Contig1	HCGP-NT-CO_01569
CL2185Contig1	HCGP-NT-CO_01570
CL2186Contig1	HCGP-NT-CO_01571
CL2187Contig1	HCGP-NT-CO_01572
CL2188Contig1	HCGP-NT-CO_01573
CL2189Contig1	HCGP-NT-CO_01574
CL218Contig1	HCGP-NT-CO_01575
CL2190Contig1	HCGP-NT-CO_01576
CL2191Contig1	HCGP-NT-CO_01577
CL2192Contig1	HCGP-NT-CO_01578
CL2194Contig1	HCGP-NT-CO_01579
CL2195Contig1	HCGP-NT-CO_01580
CL2196Contig1	HCGP-NT-CO_01581
CL2197Contig1	HCGP-NT-CO_01582
CL2198Contig1	HCGP-NT-CO_01583
CL2199Contig1	HCGP-NT-CO_01584
CL219Contig1	HCGP-NT-CO_01585
CL21Contig1	HCGP-NT-CO_01586
CL21Contig2	HCGP-NT-CO_01587
CL2200Contig1	HCGP-NT-CO_01588
CL2202Contig1	HCGP-NT-CO_01589
CL2203Contig1	HCGP-NT-CO_01590
CL2204Contig1	HCGP-NT-CO_01591
CL2205Contig1	HCGP-NT-CO_01592
CL2206Contig1	HCGP-NT-CO_01593
CL2208Contig1	HCGP-NT-CO_01594
CL2209Contig1	HCGP-NT-CO_01595
CL220Contig1	HCGP-NT-CO_01596
CL2210Contig1	HCGP-NT-CO_01597
CL2211Contig1	HCGP-NT-CO_01598
CL2212Contig1	HCGP-NT-CO_01599
CL2213Contig1	HCGP-NT-CO_01600
CL2214Contig1	HCGP-NT-CO_01601
CL2215Contig1	HCGP-NT-CO_01602
CL2216Contig1	HCGP-NT-CO_01603
CL2217Contig1	HCGP-NT-CO_01604
CL2218Contig1	HCGP-NT-CO_01605
CL2219Contig1	HCGP-NT-CO_01606
CL221Contig1	HCGP-NT-CO_01607
CL2221Contig1	HCGP-NT-CO_01608
CL2222Contig1	HCGP-NT-CO_01609
CL2224Contig1	HCGP-NT-CO_01610
CL2225Contig1	HCGP-NT-CO_01611
CL2227Contig1	HCGP-NT-CO_01612
CL2228Contig1	HCGP-NT-CO_01613
CL2229Contig1	HCGP-NT-CO_01614
CL222Contig1	HCGP-NT-CO_01615
CL2231Contig1	HCGP-NT-CO_01616
CL2232Contig1	HCGP-NT-CO_01617
CL2233Contig1	HCGP-NT-CO_01618
CL2234Contig1	HCGP-NT-CO_01619
CL2235Contig1	HCGP-NT-CO_01620
CL2236Contig1	HCGP-NT-CO_01621
CL2238Contig1	HCGP-NT-CO_01622
CL223Contig1	HCGP-NT-CO_01623
CL223Contig2	HCGP-NT-CO_01624
CL2240Contig1	HCGP-NT-CO_01625
CL2242Contig1	HCGP-NT-CO_01626
CL2243Contig1	HCGP-NT-CO_01627
CL2244Contig1	HCGP-NT-CO_01628
CL2245Contig1	HCGP-NT-CO_01629
CL2246Contig1	HCGP-NT-CO_01630
CL2247Contig1	HCGP-NT-CO_01631
CL2248Contig1	HCGP-NT-CO_01632
CL2249Contig1	HCGP-NT-CO_01633
CL224Contig1	HCGP-NT-CO_01634
CL224Contig2	HCGP-NT-CO_01635
CL2250Contig1	HCGP-NT-CO_01636
CL2251Contig1	HCGP-NT-CO_01637
CL2252Contig1	HCGP-NT-CO_01638
CL2253Contig1	HCGP-NT-CO_01639
CL2255Contig1	HCGP-NT-CO_01640
CL2256Contig1	HCGP-NT-CO_01641
CL2257Contig1	HCGP-NT-CO_01642
CL2258Contig1	HCGP-NT-CO_01643
CL2259Contig1	HCGP-NT-CO_01644
CL225Contig1	HCGP-NT-CO_01645
CL225Contig2	HCGP-NT-CO_01646
CL2260Contig1	HCGP-NT-CO_01647
CL2261Contig1	HCGP-NT-CO_01648
CL2262Contig1	HCGP-NT-CO_01649
CL2263Contig1	HCGP-NT-CO_01650
CL2264Contig1	HCGP-NT-CO_01651
CL2265Contig1	HCGP-NT-CO_01652
CL2266Contig1	HCGP-NT-CO_01653
CL2267Contig1	HCGP-NT-CO_01654
CL2268Contig1	HCGP-NT-CO_01655
CL2269Contig1	HCGP-NT-CO_01656
CL2271Contig1	HCGP-NT-CO_01657
CL2272Contig1	HCGP-NT-CO_01658
CL2273Contig1	HCGP-NT-CO_01659
CL2274Contig1	HCGP-NT-CO_01660
CL2275Contig1	HCGP-NT-CO_01661
CL2276Contig1	HCGP-NT-CO_01662
CL2277Contig1	HCGP-NT-CO_01663
CL2278Contig1	HCGP-NT-CO_01664
CL2279Contig1	HCGP-NT-CO_01665
CL227Contig1	HCGP-NT-CO_01666
CL2281Contig1	HCGP-NT-CO_01667
CL2283Contig1	HCGP-NT-CO_01668
CL2284Contig1	HCGP-NT-CO_01669
CL2285Contig1	HCGP-NT-CO_01670
CL2287Contig1	HCGP-NT-CO_01671
CL2288Contig1	HCGP-NT-CO_01672
CL2289Contig1	HCGP-NT-CO_01673
CL228Contig1	HCGP-NT-CO_01674
CL2290Contig1	HCGP-NT-CO_01675
CL2291Contig1	HCGP-NT-CO_01676
CL2293Contig1	HCGP-NT-CO_01677
CL2294Contig1	HCGP-NT-CO_01678
CL2295Contig1	HCGP-NT-CO_01679
CL2296Contig1	HCGP-NT-CO_01680
CL2298Contig1	HCGP-NT-CO_01681
CL2299Contig1	HCGP-NT-CO_01682
CL229Contig1	HCGP-NT-CO_01683
CL22Contig1	HCGP-NT-CO_01684
CL22Contig2	HCGP-NT-CO_01685
CL22Contig3	HCGP-NT-CO_01686
CL22Contig4	HCGP-NT-CO_01687
CL2302Contig1	HCGP-NT-CO_01688
CL2304Contig1	HCGP-NT-CO_01689
CL2305Contig1	HCGP-NT-CO_01690
CL2306Contig1	HCGP-NT-CO_01691
CL2307Contig1	HCGP-NT-CO_01692
CL2308Contig1	HCGP-NT-CO_01693
CL230Contig1	HCGP-NT-CO_01694
CL230Contig2	HCGP-NT-CO_01695
CL2311Contig1	HCGP-NT-CO_01696
CL2312Contig1	HCGP-NT-CO_01697
CL2315Contig1	HCGP-NT-CO_01698
CL2316Contig1	HCGP-NT-CO_01699
CL2317Contig1	HCGP-NT-CO_01700
CL2318Contig1	HCGP-NT-CO_01701
CL2319Contig1	HCGP-NT-CO_01702
CL231Contig1	HCGP-NT-CO_01703
CL2320Contig1	HCGP-NT-CO_01704
CL2321Contig1	HCGP-NT-CO_01705
CL2322Contig1	HCGP-NT-CO_01706
CL2323Contig1	HCGP-NT-CO_01707
CL2324Contig1	HCGP-NT-CO_01708
CL2327Contig1	HCGP-NT-CO_01709
CL2328Contig1	HCGP-NT-CO_01710
CL2329Contig1	HCGP-NT-CO_01711
CL232Contig1	HCGP-NT-CO_01712
CL2330Contig1	HCGP-NT-CO_01713
CL2331Contig1	HCGP-NT-CO_01714
CL2332Contig1	HCGP-NT-CO_01715
CL2333Contig1	HCGP-NT-CO_01716
CL2334Contig1	HCGP-NT-CO_01717
CL2335Contig1	HCGP-NT-CO_01718
CL2336Contig1	HCGP-NT-CO_01719
CL2338Contig1	HCGP-NT-CO_01720
CL2339Contig1	HCGP-NT-CO_01721
CL233Contig1	HCGP-NT-CO_01722
CL2340Contig1	HCGP-NT-CO_01723
CL2343Contig1	HCGP-NT-CO_01724
CL2344Contig1	HCGP-NT-CO_01725
CL2345Contig1	HCGP-NT-CO_01726
CL2346Contig1	HCGP-NT-CO_01727
CL2349Contig1	HCGP-NT-CO_01728
CL234Contig1	HCGP-NT-CO_01729
CL2350Contig1	HCGP-NT-CO_01730
CL2351Contig1	HCGP-NT-CO_01731
CL2352Contig1	HCGP-NT-CO_01732
CL2354Contig1	HCGP-NT-CO_01733
CL2355Contig1	HCGP-NT-CO_01734
CL2356Contig1	HCGP-NT-CO_01735
CL2358Contig1	HCGP-NT-CO_01736
CL2359Contig1	HCGP-NT-CO_01737
CL235Contig1	HCGP-NT-CO_01738
CL2360Contig1	HCGP-NT-CO_01739
CL2361Contig1	HCGP-NT-CO_01740
CL2362Contig1	HCGP-NT-CO_01741
CL2363Contig1	HCGP-NT-CO_01742
CL2365Contig1	HCGP-NT-CO_01743
CL2366Contig1	HCGP-NT-CO_01744
CL2367Contig1	HCGP-NT-CO_01745
CL2368Contig1	HCGP-NT-CO_01746
CL236Contig1	HCGP-NT-CO_01747
CL236Contig2	HCGP-NT-CO_01748
CL2370Contig1	HCGP-NT-CO_01749
CL2371Contig1	HCGP-NT-CO_01750
CL2373Contig1	HCGP-NT-CO_01751
CL2374Contig1	HCGP-NT-CO_01752
CL2376Contig1	HCGP-NT-CO_01753
CL2377Contig1	HCGP-NT-CO_01754
CL2379Contig1	HCGP-NT-CO_01755
CL237Contig1	HCGP-NT-CO_01756
CL2380Contig1	HCGP-NT-CO_01757
CL2383Contig1	HCGP-NT-CO_01758
CL2384Contig1	HCGP-NT-CO_01759
CL2385Contig1	HCGP-NT-CO_01760
CL2386Contig1	HCGP-NT-CO_01761
CL2387Contig1	HCGP-NT-CO_01762
CL2388Contig1	HCGP-NT-CO_01763
CL2389Contig1	HCGP-NT-CO_01764
CL238Contig1	HCGP-NT-CO_01765
CL2390Contig1	HCGP-NT-CO_01766
CL2391Contig1	HCGP-NT-CO_01767
CL2392Contig1	HCGP-NT-CO_01768
CL2393Contig1	HCGP-NT-CO_01769
CL2394Contig1	HCGP-NT-CO_01770
CL2395Contig1	HCGP-NT-CO_01771
CL2396Contig1	HCGP-NT-CO_01772
CL2398Contig1	HCGP-NT-CO_01773
CL2399Contig1	HCGP-NT-CO_01774
CL239Contig1	HCGP-NT-CO_01775
CL23Contig1	HCGP-NT-CO_01776
CL2400Contig1	HCGP-NT-CO_01777
CL2402Contig1	HCGP-NT-CO_01778
CL2403Contig1	HCGP-NT-CO_01779
CL2404Contig1	HCGP-NT-CO_01780
CL2405Contig1	HCGP-NT-CO_01781
CL2406Contig1	HCGP-NT-CO_01782
CL2407Contig1	HCGP-NT-CO_01783
CL2408Contig1	HCGP-NT-CO_01784
CL2409Contig1	HCGP-NT-CO_01785
CL240Contig1	HCGP-NT-CO_01786
CL2410Contig1	HCGP-NT-CO_01787
CL2411Contig1	HCGP-NT-CO_01788
CL2412Contig1	HCGP-NT-CO_01789
CL2413Contig1	HCGP-NT-CO_01790
CL2414Contig1	HCGP-NT-CO_01791
CL2415Contig1	HCGP-NT-CO_01792
CL2416Contig1	HCGP-NT-CO_01793
CL2417Contig1	HCGP-NT-CO_01794
CL2418Contig1	HCGP-NT-CO_01795
CL2419Contig1	HCGP-NT-CO_01796
CL241Contig1	HCGP-NT-CO_01797
CL2421Contig1	HCGP-NT-CO_01798
CL2422Contig1	HCGP-NT-CO_01799
CL2425Contig1	HCGP-NT-CO_01800
CL2426Contig1	HCGP-NT-CO_01801
CL2427Contig1	HCGP-NT-CO_01802
CL2428Contig1	HCGP-NT-CO_01803
CL2429Contig1	HCGP-NT-CO_01804
CL242Contig1	HCGP-NT-CO_01805
CL2430Contig1	HCGP-NT-CO_01806
CL2431Contig1	HCGP-NT-CO_01807
CL2432Contig1	HCGP-NT-CO_01808
CL2433Contig1	HCGP-NT-CO_01809
CL2435Contig1	HCGP-NT-CO_01810
CL2436Contig1	HCGP-NT-CO_01811
CL2437Contig1	HCGP-NT-CO_01812
CL2438Contig1	HCGP-NT-CO_01813
CL2439Contig1	HCGP-NT-CO_01814
CL243Contig1	HCGP-NT-CO_01815
CL2440Contig1	HCGP-NT-CO_01816
CL2442Contig1	HCGP-NT-CO_01817
CL2444Contig1	HCGP-NT-CO_01818
CL2445Contig1	HCGP-NT-CO_01819
CL2446Contig1	HCGP-NT-CO_01820
CL2448Contig1	HCGP-NT-CO_01821
CL2449Contig1	HCGP-NT-CO_01822
CL244Contig1	HCGP-NT-CO_01823
CL2451Contig1	HCGP-NT-CO_01824
CL2452Contig1	HCGP-NT-CO_01825
CL2454Contig1	HCGP-NT-CO_01826
CL2455Contig1	HCGP-NT-CO_01827
CL2457Contig1	HCGP-NT-CO_01828
CL2458Contig1	HCGP-NT-CO_01829
CL2459Contig1	HCGP-NT-CO_01830
CL245Contig1	HCGP-NT-CO_01831
CL2462Contig1	HCGP-NT-CO_01832
CL2463Contig1	HCGP-NT-CO_01833
CL2464Contig1	HCGP-NT-CO_01834
CL2465Contig1	HCGP-NT-CO_01835
CL2467Contig1	HCGP-NT-CO_01836
CL2468Contig1	HCGP-NT-CO_01837
CL2469Contig1	HCGP-NT-CO_01838
CL246Contig1	HCGP-NT-CO_01839
CL2470Contig1	HCGP-NT-CO_01840
CL2471Contig1	HCGP-NT-CO_01841
