#TGICL_NAME	CONTIG_NAME
CL3080Contig1	HCGP-NT-CO_02453
CL3081Contig1	HCGP-NT-CO_02454
CL3082Contig1	HCGP-NT-CO_02455
CL3083Contig1	HCGP-NT-CO_02456
CL3085Contig1	HCGP-NT-CO_02457
CL3086Contig1	HCGP-NT-CO_02458
CL3087Contig1	HCGP-NT-CO_02459
CL3088Contig1	HCGP-NT-CO_02460
CL3089Contig1	HCGP-NT-CO_02461
CL308Contig1	HCGP-NT-CO_02462
CL3090Contig1	HCGP-NT-CO_02463
CL3091Contig1	HCGP-NT-CO_02464
CL3092Contig1	HCGP-NT-CO_02465
CL3093Contig1	HCGP-NT-CO_02466
CL3094Contig1	HCGP-NT-CO_02467
CL3095Contig1	HCGP-NT-CO_02468
CL3096Contig1	HCGP-NT-CO_02469
CL3097Contig1	HCGP-NT-CO_02470
CL3098Contig1	HCGP-NT-CO_02471
CL3099Contig1	HCGP-NT-CO_02472
CL309Contig1	HCGP-NT-CO_02473
CL30Contig1	HCGP-NT-CO_02474
CL3100Contig1	HCGP-NT-CO_02475
CL3101Contig1	HCGP-NT-CO_02476
CL3102Contig1	HCGP-NT-CO_02477
CL3103Contig1	HCGP-NT-CO_02478
CL3104Contig1	HCGP-NT-CO_02479
CL3105Contig1	HCGP-NT-CO_02480
CL3106Contig1	HCGP-NT-CO_02481
CL3107Contig1	HCGP-NT-CO_02482
CL3108Contig1	HCGP-NT-CO_02483
CL3109Contig1	HCGP-NT-CO_02484
CL310Contig1	HCGP-NT-CO_02485
CL3110Contig1	HCGP-NT-CO_02486
CL3111Contig1	HCGP-NT-CO_02487
CL3112Contig1	HCGP-NT-CO_02488
CL3113Contig1	HCGP-NT-CO_02489
CL3114Contig1	HCGP-NT-CO_02490
CL3115Contig1	HCGP-NT-CO_02491
CL3116Contig1	HCGP-NT-CO_02492
CL3117Contig1	HCGP-NT-CO_02493
CL3118Contig1	HCGP-NT-CO_02494
CL3119Contig1	HCGP-NT-CO_02495
CL311Contig1	HCGP-NT-CO_02496
CL3121Contig1	HCGP-NT-CO_02497
CL3122Contig1	HCGP-NT-CO_02498
CL3123Contig1	HCGP-NT-CO_02499
CL3125Contig1	HCGP-NT-CO_02500
CL3126Contig1	HCGP-NT-CO_02501
CL3127Contig1	HCGP-NT-CO_02502
CL3128Contig1	HCGP-NT-CO_02503
CL3129Contig1	HCGP-NT-CO_02504
CL3130Contig1	HCGP-NT-CO_02505
CL3131Contig1	HCGP-NT-CO_02506
CL3132Contig1	HCGP-NT-CO_02507
CL3133Contig1	HCGP-NT-CO_02508
CL3134Contig1	HCGP-NT-CO_02509
CL3135Contig1	HCGP-NT-CO_02510
CL3136Contig1	HCGP-NT-CO_02511
CL3137Contig1	HCGP-NT-CO_02512
CL3139Contig1	HCGP-NT-CO_02513
CL313Contig1	HCGP-NT-CO_02514
CL313Contig2	HCGP-NT-CO_02515
CL3140Contig1	HCGP-NT-CO_02516
CL3142Contig1	HCGP-NT-CO_02517
CL3143Contig1	HCGP-NT-CO_02518
CL3144Contig1	HCGP-NT-CO_02519
CL3145Contig1	HCGP-NT-CO_02520
CL3147Contig1	HCGP-NT-CO_02521
CL3148Contig1	HCGP-NT-CO_02522
CL3149Contig1	HCGP-NT-CO_02523
CL314Contig1	HCGP-NT-CO_02524
CL3150Contig1	HCGP-NT-CO_02525
CL3151Contig1	HCGP-NT-CO_02526
CL3152Contig1	HCGP-NT-CO_02527
CL3153Contig1	HCGP-NT-CO_02528
CL3154Contig1	HCGP-NT-CO_02529
CL3155Contig1	HCGP-NT-CO_02530
CL3156Contig1	HCGP-NT-CO_02531
CL3157Contig1	HCGP-NT-CO_02532
CL3158Contig1	HCGP-NT-CO_02533
CL3159Contig1	HCGP-NT-CO_02534
CL315Contig1	HCGP-NT-CO_02535
CL315Contig2	HCGP-NT-CO_02536
CL3160Contig1	HCGP-NT-CO_02537
CL3161Contig1	HCGP-NT-CO_02538
CL3162Contig1	HCGP-NT-CO_02539
CL3163Contig1	HCGP-NT-CO_02540
CL3164Contig1	HCGP-NT-CO_02541
CL3165Contig1	HCGP-NT-CO_02542
CL3166Contig1	HCGP-NT-CO_02543
CL3167Contig1	HCGP-NT-CO_02544
CL3168Contig1	HCGP-NT-CO_02545
CL3169Contig1	HCGP-NT-CO_02546
CL316Contig1	HCGP-NT-CO_02547
CL3170Contig1	HCGP-NT-CO_02548
CL3171Contig1	HCGP-NT-CO_02549
CL3173Contig1	HCGP-NT-CO_02550
CL3174Contig1	HCGP-NT-CO_02551
CL3175Contig1	HCGP-NT-CO_02552
CL3176Contig1	HCGP-NT-CO_02553
CL3177Contig1	HCGP-NT-CO_02554
CL3178Contig1	HCGP-NT-CO_02555
CL3179Contig1	HCGP-NT-CO_02556
CL317Contig1	HCGP-NT-CO_02557
CL3180Contig1	HCGP-NT-CO_02558
CL3181Contig1	HCGP-NT-CO_02559
CL3182Contig1	HCGP-NT-CO_02560
CL3183Contig1	HCGP-NT-CO_02561
CL3184Contig1	HCGP-NT-CO_02562
CL3185Contig1	HCGP-NT-CO_02563
CL3186Contig1	HCGP-NT-CO_02564
CL3187Contig1	HCGP-NT-CO_02565
CL3188Contig1	HCGP-NT-CO_02566
CL3189Contig1	HCGP-NT-CO_02567
CL318Contig1	HCGP-NT-CO_02568
CL3190Contig1	HCGP-NT-CO_02569
CL3191Contig1	HCGP-NT-CO_02570
CL3192Contig1	HCGP-NT-CO_02571
CL3193Contig1	HCGP-NT-CO_02572
CL3194Contig1	HCGP-NT-CO_02573
CL3195Contig1	HCGP-NT-CO_02574
CL3196Contig1	HCGP-NT-CO_02575
CL3197Contig1	HCGP-NT-CO_02576
CL3198Contig1	HCGP-NT-CO_02577
CL3199Contig1	HCGP-NT-CO_02578
CL319Contig1	HCGP-NT-CO_02579
CL31Contig1	HCGP-NT-CO_02580
CL31Contig2	HCGP-NT-CO_02581
CL3200Contig1	HCGP-NT-CO_02582
CL3201Contig1	HCGP-NT-CO_02583
CL3202Contig1	HCGP-NT-CO_02584
CL3203Contig1	HCGP-NT-CO_02585
CL3204Contig1	HCGP-NT-CO_02586
CL3207Contig1	HCGP-NT-CO_02587
CL3208Contig1	HCGP-NT-CO_02588
CL3209Contig1	HCGP-NT-CO_02589
CL320Contig1	HCGP-NT-CO_02590
CL3210Contig1	HCGP-NT-CO_02591
CL3211Contig1	HCGP-NT-CO_02592
CL3212Contig1	HCGP-NT-CO_02593
CL3213Contig1	HCGP-NT-CO_02594
CL3214Contig1	HCGP-NT-CO_02595
CL3215Contig1	HCGP-NT-CO_02596
CL3216Contig1	HCGP-NT-CO_02597
CL3217Contig1	HCGP-NT-CO_02598
CL3218Contig1	HCGP-NT-CO_02599
CL3219Contig1	HCGP-NT-CO_02600
CL321Contig1	HCGP-NT-CO_02601
CL3220Contig1	HCGP-NT-CO_02602
CL3221Contig1	HCGP-NT-CO_02603
CL3222Contig1	HCGP-NT-CO_02604
CL3223Contig1	HCGP-NT-CO_02605
CL3224Contig1	HCGP-NT-CO_02606
CL3225Contig1	HCGP-NT-CO_02607
CL3226Contig1	HCGP-NT-CO_02608
CL3227Contig1	HCGP-NT-CO_02609
CL3228Contig1	HCGP-NT-CO_02610
CL3229Contig1	HCGP-NT-CO_02611
CL322Contig1	HCGP-NT-CO_02612
CL3230Contig1	HCGP-NT-CO_02613
CL3231Contig1	HCGP-NT-CO_02614
CL3232Contig1	HCGP-NT-CO_02615
CL3233Contig1	HCGP-NT-CO_02616
CL3234Contig1	HCGP-NT-CO_02617
CL3235Contig1	HCGP-NT-CO_02618
CL3236Contig1	HCGP-NT-CO_02619
CL3237Contig1	HCGP-NT-CO_02620
CL3239Contig1	HCGP-NT-CO_02621
CL323Contig1	HCGP-NT-CO_02622
CL3240Contig1	HCGP-NT-CO_02623
CL3241Contig1	HCGP-NT-CO_02624
CL3242Contig1	HCGP-NT-CO_02625
CL3243Contig1	HCGP-NT-CO_02626
CL3245Contig1	HCGP-NT-CO_02627
CL3246Contig1	HCGP-NT-CO_02628
CL3247Contig1	HCGP-NT-CO_02629
CL3248Contig1	HCGP-NT-CO_02630
CL3249Contig1	HCGP-NT-CO_02631
CL324Contig1	HCGP-NT-CO_02632
CL3250Contig1	HCGP-NT-CO_02633
CL3251Contig1	HCGP-NT-CO_02634
CL3252Contig1	HCGP-NT-CO_02635
CL3253Contig1	HCGP-NT-CO_02636
CL3254Contig1	HCGP-NT-CO_02637
CL3255Contig1	HCGP-NT-CO_02638
CL3256Contig1	HCGP-NT-CO_02639
CL3257Contig1	HCGP-NT-CO_02640
CL3258Contig1	HCGP-NT-CO_02641
CL3259Contig1	HCGP-NT-CO_02642
CL325Contig1	HCGP-NT-CO_02643
CL3260Contig1	HCGP-NT-CO_02644
CL3261Contig1	HCGP-NT-CO_02645
CL3262Contig1	HCGP-NT-CO_02646
CL3263Contig1	HCGP-NT-CO_02647
CL3264Contig1	HCGP-NT-CO_02648
CL3265Contig1	HCGP-NT-CO_02649
CL3266Contig1	HCGP-NT-CO_02650
CL3267Contig1	HCGP-NT-CO_02651
CL3268Contig1	HCGP-NT-CO_02652
CL3269Contig1	HCGP-NT-CO_02653
CL326Contig1	HCGP-NT-CO_02654
CL3270Contig1	HCGP-NT-CO_02655
CL3271Contig1	HCGP-NT-CO_02656
CL3272Contig1	HCGP-NT-CO_02657
CL3273Contig1	HCGP-NT-CO_02658
CL3274Contig1	HCGP-NT-CO_02659
CL3275Contig1	HCGP-NT-CO_02660
CL3276Contig1	HCGP-NT-CO_02661
CL3277Contig1	HCGP-NT-CO_02662
CL3278Contig1	HCGP-NT-CO_02663
CL3279Contig1	HCGP-NT-CO_02664
CL327Contig1	HCGP-NT-CO_02665
CL3280Contig1	HCGP-NT-CO_02666
CL3281Contig1	HCGP-NT-CO_02667
CL3282Contig1	HCGP-NT-CO_02668
CL3283Contig1	HCGP-NT-CO_02669
CL3284Contig1	HCGP-NT-CO_02670
CL3285Contig1	HCGP-NT-CO_02671
CL3286Contig1	HCGP-NT-CO_02672
CL3287Contig1	HCGP-NT-CO_02673
CL3288Contig1	HCGP-NT-CO_02674
CL3289Contig1	HCGP-NT-CO_02675
CL328Contig1	HCGP-NT-CO_02676
CL3290Contig1	HCGP-NT-CO_02677
CL3291Contig1	HCGP-NT-CO_02678
CL3292Contig1	HCGP-NT-CO_02679
CL3293Contig1	HCGP-NT-CO_02680
CL3294Contig1	HCGP-NT-CO_02681
CL3295Contig1	HCGP-NT-CO_02682
CL3296Contig1	HCGP-NT-CO_02683
CL3297Contig1	HCGP-NT-CO_02684
CL3298Contig1	HCGP-NT-CO_02685
CL3299Contig1	HCGP-NT-CO_02686
CL329Contig1	HCGP-NT-CO_02687
CL32Contig1	HCGP-NT-CO_02688
CL3300Contig1	HCGP-NT-CO_02689
CL3301Contig1	HCGP-NT-CO_02690
CL3302Contig1	HCGP-NT-CO_02691
CL3303Contig1	HCGP-NT-CO_02692
CL3304Contig1	HCGP-NT-CO_02693
CL3305Contig1	HCGP-NT-CO_02694
CL3306Contig1	HCGP-NT-CO_02695
CL3308Contig1	HCGP-NT-CO_02696
CL3309Contig1	HCGP-NT-CO_02697
CL330Contig1	HCGP-NT-CO_02698
CL3310Contig1	HCGP-NT-CO_02699
CL3311Contig1	HCGP-NT-CO_02700
CL3312Contig1	HCGP-NT-CO_02701
CL3313Contig1	HCGP-NT-CO_02702
CL3314Contig1	HCGP-NT-CO_02703
CL3315Contig1	HCGP-NT-CO_02704
CL3316Contig1	HCGP-NT-CO_02705
CL3317Contig1	HCGP-NT-CO_02706
CL3318Contig1	HCGP-NT-CO_02707
CL3319Contig1	HCGP-NT-CO_02708
CL331Contig1	HCGP-NT-CO_02709
CL3320Contig1	HCGP-NT-CO_02710
CL3321Contig1	HCGP-NT-CO_02711
CL3322Contig1	HCGP-NT-CO_02712
CL3323Contig1	HCGP-NT-CO_02713
CL3324Contig1	HCGP-NT-CO_02714
CL3325Contig1	HCGP-NT-CO_02715
CL3326Contig1	HCGP-NT-CO_02716
CL3327Contig1	HCGP-NT-CO_02717
CL3329Contig1	HCGP-NT-CO_02718
CL332Contig1	HCGP-NT-CO_02719
CL3330Contig1	HCGP-NT-CO_02720
CL3331Contig1	HCGP-NT-CO_02721
CL3332Contig1	HCGP-NT-CO_02722
CL3333Contig1	HCGP-NT-CO_02723
CL3334Contig1	HCGP-NT-CO_02724
CL3335Contig1	HCGP-NT-CO_02725
CL3336Contig1	HCGP-NT-CO_02726
CL3337Contig1	HCGP-NT-CO_02727
CL3338Contig1	HCGP-NT-CO_02728
CL3339Contig1	HCGP-NT-CO_02729
CL333Contig1	HCGP-NT-CO_02730
CL3340Contig1	HCGP-NT-CO_02731
CL3341Contig1	HCGP-NT-CO_02732
CL3342Contig1	HCGP-NT-CO_02733
CL3343Contig1	HCGP-NT-CO_02734
CL3344Contig1	HCGP-NT-CO_02735
CL3345Contig1	HCGP-NT-CO_02736
CL3346Contig1	HCGP-NT-CO_02737
CL3347Contig1	HCGP-NT-CO_02738
CL3348Contig1	HCGP-NT-CO_02739
CL3349Contig1	HCGP-NT-CO_02740
CL334Contig1	HCGP-NT-CO_02741
CL334Contig2	HCGP-NT-CO_02742
CL3350Contig1	HCGP-NT-CO_02743
CL3351Contig1	HCGP-NT-CO_02744
CL3352Contig1	HCGP-NT-CO_02745
CL3353Contig1	HCGP-NT-CO_02746
CL3354Contig1	HCGP-NT-CO_02747
CL3355Contig1	HCGP-NT-CO_02748
CL3356Contig1	HCGP-NT-CO_02749
CL3357Contig1	HCGP-NT-CO_02750
CL3358Contig1	HCGP-NT-CO_02751
CL3359Contig1	HCGP-NT-CO_02752
CL335Contig1	HCGP-NT-CO_02753
CL3360Contig1	HCGP-NT-CO_02754
CL3361Contig1	HCGP-NT-CO_02755
CL3362Contig1	HCGP-NT-CO_02756
CL3363Contig1	HCGP-NT-CO_02757
CL3364Contig1	HCGP-NT-CO_02758
CL3365Contig1	HCGP-NT-CO_02759
CL3366Contig1	HCGP-NT-CO_02760
CL3367Contig1	HCGP-NT-CO_02761
CL3368Contig1	HCGP-NT-CO_02762
CL3369Contig1	HCGP-NT-CO_02763
CL336Contig1	HCGP-NT-CO_02764
CL336Contig2	HCGP-NT-CO_02765
CL3370Contig1	HCGP-NT-CO_02766
CL3371Contig1	HCGP-NT-CO_02767
CL3372Contig1	HCGP-NT-CO_02768
CL3373Contig1	HCGP-NT-CO_02769
CL3374Contig1	HCGP-NT-CO_02770
CL3375Contig1	HCGP-NT-CO_02771
CL3376Contig1	HCGP-NT-CO_02772
CL3377Contig1	HCGP-NT-CO_02773
CL3378Contig1	HCGP-NT-CO_02774
CL3379Contig1	HCGP-NT-CO_02775
CL337Contig1	HCGP-NT-CO_02776
CL3380Contig1	HCGP-NT-CO_02777
CL3381Contig1	HCGP-NT-CO_02778
CL3382Contig1	HCGP-NT-CO_02779
CL3383Contig1	HCGP-NT-CO_02780
CL3384Contig1	HCGP-NT-CO_02781
CL3385Contig1	HCGP-NT-CO_02782
CL3386Contig1	HCGP-NT-CO_02783
CL3387Contig1	HCGP-NT-CO_02784
CL3388Contig1	HCGP-NT-CO_02785
CL3389Contig1	HCGP-NT-CO_02786
CL338Contig1	HCGP-NT-CO_02787
CL3390Contig1	HCGP-NT-CO_02788
CL3391Contig1	HCGP-NT-CO_02789
CL3392Contig1	HCGP-NT-CO_02790
CL3393Contig1	HCGP-NT-CO_02791
CL3394Contig1	HCGP-NT-CO_02792
CL3395Contig1	HCGP-NT-CO_02793
CL3396Contig1	HCGP-NT-CO_02794
CL3397Contig1	HCGP-NT-CO_02795
CL3398Contig1	HCGP-NT-CO_02796
CL3399Contig1	HCGP-NT-CO_02797
CL339Contig1	HCGP-NT-CO_02798
CL33Contig1	HCGP-NT-CO_02799
CL33Contig2	HCGP-NT-CO_02800
CL33Contig3	HCGP-NT-CO_02801
CL3400Contig1	HCGP-NT-CO_02802
CL3401Contig1	HCGP-NT-CO_02803
CL3402Contig1	HCGP-NT-CO_02804
CL3403Contig1	HCGP-NT-CO_02805
CL3404Contig1	HCGP-NT-CO_02806
CL3405Contig1	HCGP-NT-CO_02807
CL3406Contig1	HCGP-NT-CO_02808
CL3407Contig1	HCGP-NT-CO_02809
CL3408Contig1	HCGP-NT-CO_02810
CL3409Contig1	HCGP-NT-CO_02811
CL340Contig1	HCGP-NT-CO_02812
CL3410Contig1	HCGP-NT-CO_02813
CL3411Contig1	HCGP-NT-CO_02814
CL3412Contig1	HCGP-NT-CO_02815
CL3413Contig1	HCGP-NT-CO_02816
CL3414Contig1	HCGP-NT-CO_02817
CL3415Contig1	HCGP-NT-CO_02818
CL3416Contig1	HCGP-NT-CO_02819
CL3417Contig1	HCGP-NT-CO_02820
CL3418Contig1	HCGP-NT-CO_02821
CL3419Contig1	HCGP-NT-CO_02822
CL341Contig1	HCGP-NT-CO_02823
CL341Contig2	HCGP-NT-CO_02824
CL3421Contig1	HCGP-NT-CO_02825
CL3422Contig1	HCGP-NT-CO_02826
CL3423Contig1	HCGP-NT-CO_02827
CL3424Contig1	HCGP-NT-CO_02828
CL3425Contig1	HCGP-NT-CO_02829
CL3426Contig1	HCGP-NT-CO_02830
CL3427Contig1	HCGP-NT-CO_02831
CL3428Contig1	HCGP-NT-CO_02832
CL3429Contig1	HCGP-NT-CO_02833
CL342Contig1	HCGP-NT-CO_02834
CL3430Contig1	HCGP-NT-CO_02835
CL3431Contig1	HCGP-NT-CO_02836
CL3432Contig1	HCGP-NT-CO_02837
CL3433Contig1	HCGP-NT-CO_02838
CL3434Contig1	HCGP-NT-CO_02839
CL3435Contig1	HCGP-NT-CO_02840
CL3436Contig1	HCGP-NT-CO_02841
CL3437Contig1	HCGP-NT-CO_02842
CL3438Contig1	HCGP-NT-CO_02843
CL3439Contig1	HCGP-NT-CO_02844
CL343Contig1	HCGP-NT-CO_02845
CL3440Contig1	HCGP-NT-CO_02846
CL3441Contig1	HCGP-NT-CO_02847
CL3442Contig1	HCGP-NT-CO_02848
CL3443Contig1	HCGP-NT-CO_02849
CL3444Contig1	HCGP-NT-CO_02850
CL3445Contig1	HCGP-NT-CO_02851
CL3446Contig1	HCGP-NT-CO_02852
CL3447Contig1	HCGP-NT-CO_02853
CL3448Contig1	HCGP-NT-CO_02854
CL3449Contig1	HCGP-NT-CO_02855
CL344Contig1	HCGP-NT-CO_02856
CL3450Contig1	HCGP-NT-CO_02857
CL3451Contig1	HCGP-NT-CO_02858
CL3452Contig1	HCGP-NT-CO_02859
CL3453Contig1	HCGP-NT-CO_02860
CL3454Contig1	HCGP-NT-CO_02861
CL3455Contig1	HCGP-NT-CO_02862
CL3456Contig1	HCGP-NT-CO_02863
CL3457Contig1	HCGP-NT-CO_02864
CL3458Contig1	HCGP-NT-CO_02865
CL3459Contig1	HCGP-NT-CO_02866
CL345Contig1	HCGP-NT-CO_02867
CL3460Contig1	HCGP-NT-CO_02868
CL3461Contig1	HCGP-NT-CO_02869
CL3462Contig1	HCGP-NT-CO_02870
CL3463Contig1	HCGP-NT-CO_02871
CL3464Contig1	HCGP-NT-CO_02872
CL3465Contig1	HCGP-NT-CO_02873
CL3466Contig1	HCGP-NT-CO_02874
CL3467Contig1	HCGP-NT-CO_02875
CL3468Contig1	HCGP-NT-CO_02876
CL3469Contig1	HCGP-NT-CO_02877
CL346Contig1	HCGP-NT-CO_02878
CL3470Contig1	HCGP-NT-CO_02879
CL3471Contig1	HCGP-NT-CO_02880
CL3472Contig1	HCGP-NT-CO_02881
CL3473Contig1	HCGP-NT-CO_02882
CL3474Contig1	HCGP-NT-CO_02883
CL3476Contig1	HCGP-NT-CO_02884
CL3477Contig1	HCGP-NT-CO_02885
CL3478Contig1	HCGP-NT-CO_02886
CL347Contig1	HCGP-NT-CO_02887
CL3480Contig1	HCGP-NT-CO_02888
CL3481Contig1	HCGP-NT-CO_02889
CL3482Contig1	HCGP-NT-CO_02890
CL3483Contig1	HCGP-NT-CO_02891
CL3484Contig1	HCGP-NT-CO_02892
CL3485Contig1	HCGP-NT-CO_02893
CL3486Contig1	HCGP-NT-CO_02894
CL3487Contig1	HCGP-NT-CO_02895
CL3488Contig1	HCGP-NT-CO_02896
CL3489Contig1	HCGP-NT-CO_02897
CL348Contig1	HCGP-NT-CO_02898
CL3490Contig1	HCGP-NT-CO_02899
CL3491Contig1	HCGP-NT-CO_02900
CL3492Contig1	HCGP-NT-CO_02901
CL3493Contig1	HCGP-NT-CO_02902
CL3494Contig1	HCGP-NT-CO_02903
CL3495Contig1	HCGP-NT-CO_02904
CL3496Contig1	HCGP-NT-CO_02905
CL3497Contig1	HCGP-NT-CO_02906
CL3498Contig1	HCGP-NT-CO_02907
CL3499Contig1	HCGP-NT-CO_02908
CL349Contig1	HCGP-NT-CO_02909
CL34Contig1	HCGP-NT-CO_02910
CL34Contig2	HCGP-NT-CO_02911
CL3500Contig1	HCGP-NT-CO_02912
CL3501Contig1	HCGP-NT-CO_02913
CL3502Contig1	HCGP-NT-CO_02914
CL3503Contig1	HCGP-NT-CO_02915
CL3504Contig1	HCGP-NT-CO_02916
CL3505Contig1	HCGP-NT-CO_02917
CL3506Contig1	HCGP-NT-CO_02918
CL3507Contig1	HCGP-NT-CO_02919
CL3508Contig1	HCGP-NT-CO_02920
CL3509Contig1	HCGP-NT-CO_02921
CL350Contig1	HCGP-NT-CO_02922
CL3510Contig1	HCGP-NT-CO_02923
CL3511Contig1	HCGP-NT-CO_02924
CL3512Contig1	HCGP-NT-CO_02925
CL3513Contig1	HCGP-NT-CO_02926
CL3514Contig1	HCGP-NT-CO_02927
CL3515Contig1	HCGP-NT-CO_02928
CL3516Contig1	HCGP-NT-CO_02929
CL3517Contig1	HCGP-NT-CO_02930
CL3518Contig1	HCGP-NT-CO_02931
CL3519Contig1	HCGP-NT-CO_02932
CL351Contig1	HCGP-NT-CO_02933
CL3520Contig1	HCGP-NT-CO_02934
CL3521Contig1	HCGP-NT-CO_02935
CL3522Contig1	HCGP-NT-CO_02936
CL3523Contig1	HCGP-NT-CO_02937
CL3524Contig1	HCGP-NT-CO_02938
CL3525Contig1	HCGP-NT-CO_02939
CL3526Contig1	HCGP-NT-CO_02940
CL3527Contig1	HCGP-NT-CO_02941
CL3528Contig1	HCGP-NT-CO_02942
CL3529Contig1	HCGP-NT-CO_02943
CL352Contig1	HCGP-NT-CO_02944
CL3530Contig1	HCGP-NT-CO_02945
CL3531Contig1	HCGP-NT-CO_02946
CL3532Contig1	HCGP-NT-CO_02947
CL3533Contig1	HCGP-NT-CO_02948
CL3534Contig1	HCGP-NT-CO_02949
CL3535Contig1	HCGP-NT-CO_02950
CL3536Contig1	HCGP-NT-CO_02951
CL3537Contig1	HCGP-NT-CO_02952
CL3538Contig1	HCGP-NT-CO_02953
CL3539Contig1	HCGP-NT-CO_02954
CL353Contig1	HCGP-NT-CO_02955
CL3540Contig1	HCGP-NT-CO_02956
CL3541Contig1	HCGP-NT-CO_02957
CL3542Contig1	HCGP-NT-CO_02958
CL3544Contig1	HCGP-NT-CO_02959
CL3545Contig1	HCGP-NT-CO_02960
CL3547Contig1	HCGP-NT-CO_02961
CL3548Contig1	HCGP-NT-CO_02962
CL3549Contig1	HCGP-NT-CO_02963
CL354Contig1	HCGP-NT-CO_02964
CL3550Contig1	HCGP-NT-CO_02965
CL3551Contig1	HCGP-NT-CO_02966
CL3552Contig1	HCGP-NT-CO_02967
CL3553Contig1	HCGP-NT-CO_02968
CL3554Contig1	HCGP-NT-CO_02969
CL3555Contig1	HCGP-NT-CO_02970
CL3556Contig1	HCGP-NT-CO_02971
CL3557Contig1	HCGP-NT-CO_02972
CL3558Contig1	HCGP-NT-CO_02973
CL3559Contig1	HCGP-NT-CO_02974
CL355Contig1	HCGP-NT-CO_02975
CL3560Contig1	HCGP-NT-CO_02976
CL3561Contig1	HCGP-NT-CO_02977
CL3562Contig1	HCGP-NT-CO_02978
CL3563Contig1	HCGP-NT-CO_02979
CL3564Contig1	HCGP-NT-CO_02980
CL3565Contig1	HCGP-NT-CO_02981
CL3566Contig1	HCGP-NT-CO_02982
CL3567Contig1	HCGP-NT-CO_02983
CL3568Contig1	HCGP-NT-CO_02984
CL3569Contig1	HCGP-NT-CO_02985
CL356Contig1	HCGP-NT-CO_02986
CL3570Contig1	HCGP-NT-CO_02987
CL3571Contig1	HCGP-NT-CO_02988
CL3572Contig1	HCGP-NT-CO_02989
CL3573Contig1	HCGP-NT-CO_02990
CL3574Contig1	HCGP-NT-CO_02991
CL3576Contig1	HCGP-NT-CO_02992
CL3577Contig1	HCGP-NT-CO_02993
CL3578Contig1	HCGP-NT-CO_02994
CL3579Contig1	HCGP-NT-CO_02995
CL357Contig1	HCGP-NT-CO_02996
CL3580Contig1	HCGP-NT-CO_02997
CL3581Contig1	HCGP-NT-CO_02998
CL3582Contig1	HCGP-NT-CO_02999
CL3583Contig1	HCGP-NT-CO_03000
CL3584Contig1	HCGP-NT-CO_03001
CL3585Contig1	HCGP-NT-CO_03002
CL3586Contig1	HCGP-NT-CO_03003
CL3587Contig1	HCGP-NT-CO_03004
CL3588Contig1	HCGP-NT-CO_03005
CL3589Contig1	HCGP-NT-CO_03006
CL358Contig1	HCGP-NT-CO_03007
CL3590Contig1	HCGP-NT-CO_03008
CL3591Contig1	HCGP-NT-CO_03009
CL3592Contig1	HCGP-NT-CO_03010
CL3593Contig1	HCGP-NT-CO_03011
CL3594Contig1	HCGP-NT-CO_03012
CL3595Contig1	HCGP-NT-CO_03013
CL3596Contig1	HCGP-NT-CO_03014
CL3597Contig1	HCGP-NT-CO_03015
CL3598Contig1	HCGP-NT-CO_03016
CL3599Contig1	HCGP-NT-CO_03017
CL359Contig1	HCGP-NT-CO_03018
CL35Contig1	HCGP-NT-CO_03019
CL35Contig2	HCGP-NT-CO_03020
CL35Contig3	HCGP-NT-CO_03021
CL3600Contig1	HCGP-NT-CO_03022
CL3601Contig1	HCGP-NT-CO_03023
CL3602Contig1	HCGP-NT-CO_03024
CL3603Contig1	HCGP-NT-CO_03025
CL3604Contig1	HCGP-NT-CO_03026
CL3605Contig1	HCGP-NT-CO_03027
CL3606Contig1	HCGP-NT-CO_03028
CL3607Contig1	HCGP-NT-CO_03029
CL3608Contig1	HCGP-NT-CO_03030
CL3609Contig1	HCGP-NT-CO_03031
CL360Contig1	HCGP-NT-CO_03032
CL3610Contig1	HCGP-NT-CO_03033
CL3611Contig1	HCGP-NT-CO_03034
CL3612Contig1	HCGP-NT-CO_03035
CL3613Contig1	HCGP-NT-CO_03036
CL3614Contig1	HCGP-NT-CO_03037
CL3615Contig1	HCGP-NT-CO_03038
CL3616Contig1	HCGP-NT-CO_03039
CL3617Contig1	HCGP-NT-CO_03040
CL3618Contig1	HCGP-NT-CO_03041
CL3619Contig1	HCGP-NT-CO_03042
CL361Contig1	HCGP-NT-CO_03043
CL361Contig2	HCGP-NT-CO_03044
CL3620Contig1	HCGP-NT-CO_03045
CL3621Contig1	HCGP-NT-CO_03046
CL3622Contig1	HCGP-NT-CO_03047
CL3623Contig1	HCGP-NT-CO_03048
CL3624Contig1	HCGP-NT-CO_03049
CL3625Contig1	HCGP-NT-CO_03050
CL3626Contig1	HCGP-NT-CO_03051
CL3627Contig1	HCGP-NT-CO_03052
CL3628Contig1	HCGP-NT-CO_03053
CL3629Contig1	HCGP-NT-CO_03054
CL362Contig1	HCGP-NT-CO_03055
CL3630Contig1	HCGP-NT-CO_03056
CL3631Contig1	HCGP-NT-CO_03057
CL3632Contig1	HCGP-NT-CO_03058
CL3633Contig1	HCGP-NT-CO_03059
CL3634Contig1	HCGP-NT-CO_03060
CL3635Contig1	HCGP-NT-CO_03061
CL3636Contig1	HCGP-NT-CO_03062
