#TGICL_NAME	CONTIG_NAME
CL382Contig1	HCGP-FT-CO_01229
CL383Contig1	HCGP-FT-CO_01230
CL384Contig1	HCGP-FT-CO_01231
CL384Contig2	HCGP-FT-CO_01232
CL385Contig1	HCGP-FT-CO_01233
CL386Contig1	HCGP-FT-CO_01234
CL387Contig1	HCGP-FT-CO_01235
CL388Contig1	HCGP-FT-CO_01236
CL389Contig1	HCGP-FT-CO_01237
CL38Contig1	HCGP-FT-CO_01238
CL390Contig1	HCGP-FT-CO_01239
CL391Contig1	HCGP-FT-CO_01240
CL392Contig1	HCGP-FT-CO_01241
CL393Contig1	HCGP-FT-CO_01242
CL393Contig2	HCGP-FT-CO_01243
CL394Contig1	HCGP-FT-CO_01244
CL395Contig1	HCGP-FT-CO_01245
CL396Contig1	HCGP-FT-CO_01246
CL397Contig1	HCGP-FT-CO_01247
CL398Contig1	HCGP-FT-CO_01248
CL399Contig1	HCGP-FT-CO_01249
CL3Contig1	HCGP-FT-CO_01250
CL3Contig10	HCGP-FT-CO_01251
CL3Contig11	HCGP-FT-CO_01252
CL3Contig12	HCGP-FT-CO_01253
CL3Contig13	HCGP-FT-CO_01254
CL3Contig14	HCGP-FT-CO_01255
CL3Contig15	HCGP-FT-CO_01256
CL3Contig16	HCGP-FT-CO_01257
CL3Contig17	HCGP-FT-CO_01258
CL3Contig18	HCGP-FT-CO_01259
CL3Contig19	HCGP-FT-CO_01260
CL3Contig2	HCGP-FT-CO_01261
CL3Contig20	HCGP-FT-CO_01262
CL3Contig21	HCGP-FT-CO_01263
CL3Contig22	HCGP-FT-CO_01264
CL3Contig23	HCGP-FT-CO_01265
CL3Contig24	HCGP-FT-CO_01266
CL3Contig25	HCGP-FT-CO_01267
CL3Contig26	HCGP-FT-CO_01268
CL3Contig27	HCGP-FT-CO_01269
CL3Contig28	HCGP-FT-CO_01270
CL3Contig29	HCGP-FT-CO_01271
CL3Contig3	HCGP-FT-CO_01272
CL3Contig30	HCGP-FT-CO_01273
CL3Contig4	HCGP-FT-CO_01274
CL3Contig5	HCGP-FT-CO_01275
CL3Contig6	HCGP-FT-CO_01276
CL3Contig7	HCGP-FT-CO_01277
CL3Contig8	HCGP-FT-CO_01278
CL3Contig9	HCGP-FT-CO_01279
CL400Contig1	HCGP-FT-CO_01280
CL401Contig1	HCGP-FT-CO_01281
CL402Contig1	HCGP-FT-CO_01282
CL403Contig1	HCGP-FT-CO_01283
CL404Contig1	HCGP-FT-CO_01284
CL404Contig2	HCGP-FT-CO_01285
CL405Contig1	HCGP-FT-CO_01286
CL406Contig1	HCGP-FT-CO_01287
CL408Contig1	HCGP-FT-CO_01288
CL409Contig1	HCGP-FT-CO_01289
CL40Contig1	HCGP-FT-CO_01290
CL410Contig1	HCGP-FT-CO_01291
CL411Contig1	HCGP-FT-CO_01292
CL412Contig1	HCGP-FT-CO_01293
CL413Contig1	HCGP-FT-CO_01294
CL414Contig1	HCGP-FT-CO_01295
CL415Contig1	HCGP-FT-CO_01296
CL416Contig1	HCGP-FT-CO_01297
CL417Contig1	HCGP-FT-CO_01298
CL418Contig1	HCGP-FT-CO_01299
CL419Contig1	HCGP-FT-CO_01300
CL41Contig1	HCGP-FT-CO_01301
CL420Contig1	HCGP-FT-CO_01302
CL421Contig1	HCGP-FT-CO_01303
CL422Contig1	HCGP-FT-CO_01304
CL423Contig1	HCGP-FT-CO_01305
CL424Contig1	HCGP-FT-CO_01306
CL425Contig1	HCGP-FT-CO_01307
CL427Contig1	HCGP-FT-CO_01308
CL428Contig1	HCGP-FT-CO_01309
CL429Contig1	HCGP-FT-CO_01310
CL42Contig1	HCGP-FT-CO_01311
CL430Contig1	HCGP-FT-CO_01312
CL430Contig2	HCGP-FT-CO_01313
CL431Contig1	HCGP-FT-CO_01314
CL432Contig1	HCGP-FT-CO_01315
CL433Contig1	HCGP-FT-CO_01316
CL434Contig1	HCGP-FT-CO_01317
CL435Contig1	HCGP-FT-CO_01318
CL436Contig1	HCGP-FT-CO_01319
CL437Contig1	HCGP-FT-CO_01320
CL438Contig1	HCGP-FT-CO_01321
CL439Contig1	HCGP-FT-CO_01322
CL43Contig1	HCGP-FT-CO_01323
CL43Contig2	HCGP-FT-CO_01324
CL440Contig1	HCGP-FT-CO_01325
CL441Contig1	HCGP-FT-CO_01326
CL442Contig1	HCGP-FT-CO_01327
CL443Contig1	HCGP-FT-CO_01328
CL444Contig1	HCGP-FT-CO_01329
CL445Contig1	HCGP-FT-CO_01330
CL446Contig1	HCGP-FT-CO_01331
CL449Contig1	HCGP-FT-CO_01332
CL44Contig1	HCGP-FT-CO_01333
CL450Contig1	HCGP-FT-CO_01334
CL451Contig1	HCGP-FT-CO_01335
CL452Contig1	HCGP-FT-CO_01336
CL453Contig1	HCGP-FT-CO_01337
CL454Contig1	HCGP-FT-CO_01338
CL456Contig1	HCGP-FT-CO_01339
CL457Contig1	HCGP-FT-CO_01340
CL458Contig1	HCGP-FT-CO_01341
CL459Contig1	HCGP-FT-CO_01342
CL45Contig1	HCGP-FT-CO_01343
CL45Contig2	HCGP-FT-CO_01344
CL45Contig3	HCGP-FT-CO_01345
CL45Contig4	HCGP-FT-CO_01346
CL460Contig1	HCGP-FT-CO_01347
CL461Contig1	HCGP-FT-CO_01348
CL462Contig1	HCGP-FT-CO_01349
CL463Contig1	HCGP-FT-CO_01350
CL464Contig1	HCGP-FT-CO_01351
CL465Contig1	HCGP-FT-CO_01352
CL466Contig1	HCGP-FT-CO_01353
CL467Contig1	HCGP-FT-CO_01354
CL468Contig1	HCGP-FT-CO_01355
CL469Contig1	HCGP-FT-CO_01356
CL469Contig2	HCGP-FT-CO_01357
CL46Contig1	HCGP-FT-CO_01358
CL470Contig1	HCGP-FT-CO_01359
CL471Contig1	HCGP-FT-CO_01360
CL472Contig1	HCGP-FT-CO_01361
CL473Contig1	HCGP-FT-CO_01362
CL474Contig1	HCGP-FT-CO_01363
CL475Contig1	HCGP-FT-CO_01364
CL476Contig1	HCGP-FT-CO_01365
CL477Contig1	HCGP-FT-CO_01366
CL478Contig1	HCGP-FT-CO_01367
CL47Contig1	HCGP-FT-CO_01368
CL481Contig1	HCGP-FT-CO_01369
CL482Contig1	HCGP-FT-CO_01370
CL483Contig1	HCGP-FT-CO_01371
CL484Contig1	HCGP-FT-CO_01372
CL485Contig1	HCGP-FT-CO_01373
CL486Contig1	HCGP-FT-CO_01374
CL487Contig1	HCGP-FT-CO_01375
CL488Contig1	HCGP-FT-CO_01376
CL489Contig1	HCGP-FT-CO_01377
CL48Contig1	HCGP-FT-CO_01378
CL490Contig1	HCGP-FT-CO_01379
CL491Contig1	HCGP-FT-CO_01380
CL491Contig2	HCGP-FT-CO_01381
CL492Contig1	HCGP-FT-CO_01382
CL493Contig1	HCGP-FT-CO_01383
CL494Contig1	HCGP-FT-CO_01384
CL495Contig1	HCGP-FT-CO_01385
CL497Contig1	HCGP-FT-CO_01386
CL498Contig1	HCGP-FT-CO_01387
CL499Contig1	HCGP-FT-CO_01388
CL49Contig1	HCGP-FT-CO_01389
CL4Contig1	HCGP-FT-CO_01390
CL4Contig2	HCGP-FT-CO_01391
CL4Contig3	HCGP-FT-CO_01392
CL4Contig4	HCGP-FT-CO_01393
CL500Contig1	HCGP-FT-CO_01394
CL501Contig1	HCGP-FT-CO_01395
CL502Contig1	HCGP-FT-CO_01396
CL503Contig1	HCGP-FT-CO_01397
CL504Contig1	HCGP-FT-CO_01398
CL505Contig1	HCGP-FT-CO_01399
CL506Contig1	HCGP-FT-CO_01400
CL507Contig1	HCGP-FT-CO_01401
CL508Contig1	HCGP-FT-CO_01402
CL509Contig1	HCGP-FT-CO_01403
CL50Contig1	HCGP-FT-CO_01404
CL50Contig2	HCGP-FT-CO_01405
CL510Contig1	HCGP-FT-CO_01406
CL511Contig1	HCGP-FT-CO_01407
CL512Contig1	HCGP-FT-CO_01408
CL513Contig1	HCGP-FT-CO_01409
CL514Contig1	HCGP-FT-CO_01410
CL515Contig1	HCGP-FT-CO_01411
CL516Contig1	HCGP-FT-CO_01412
CL517Contig1	HCGP-FT-CO_01413
CL518Contig1	HCGP-FT-CO_01414
CL519Contig1	HCGP-FT-CO_01415
CL51Contig1	HCGP-FT-CO_01416
CL51Contig2	HCGP-FT-CO_01417
CL520Contig1	HCGP-FT-CO_01418
CL521Contig1	HCGP-FT-CO_01419
CL522Contig1	HCGP-FT-CO_01420
CL523Contig1	HCGP-FT-CO_01421
CL524Contig1	HCGP-FT-CO_01422
CL525Contig1	HCGP-FT-CO_01423
CL526Contig1	HCGP-FT-CO_01424
CL527Contig1	HCGP-FT-CO_01425
CL528Contig1	HCGP-FT-CO_01426
CL528Contig2	HCGP-FT-CO_01427
CL529Contig1	HCGP-FT-CO_01428
CL52Contig1	HCGP-FT-CO_01429
CL530Contig1	HCGP-FT-CO_01430
CL532Contig1	HCGP-FT-CO_01431
CL533Contig1	HCGP-FT-CO_01432
CL534Contig1	HCGP-FT-CO_01433
CL535Contig1	HCGP-FT-CO_01434
CL536Contig1	HCGP-FT-CO_01435
CL537Contig1	HCGP-FT-CO_01436
CL538Contig1	HCGP-FT-CO_01437
CL539Contig1	HCGP-FT-CO_01438
CL53Contig1	HCGP-FT-CO_01439
CL540Contig1	HCGP-FT-CO_01440
CL541Contig1	HCGP-FT-CO_01441
CL542Contig1	HCGP-FT-CO_01442
CL543Contig1	HCGP-FT-CO_01443
CL544Contig1	HCGP-FT-CO_01444
CL545Contig1	HCGP-FT-CO_01445
CL546Contig1	HCGP-FT-CO_01446
CL547Contig1	HCGP-FT-CO_01447
CL548Contig1	HCGP-FT-CO_01448
CL549Contig1	HCGP-FT-CO_01449
CL54Contig1	HCGP-FT-CO_01450
CL550Contig1	HCGP-FT-CO_01451
CL551Contig1	HCGP-FT-CO_01452
CL552Contig1	HCGP-FT-CO_01453
CL553Contig1	HCGP-FT-CO_01454
CL554Contig1	HCGP-FT-CO_01455
CL555Contig1	HCGP-FT-CO_01456
CL555Contig2	HCGP-FT-CO_01457
CL556Contig1	HCGP-FT-CO_01458
CL558Contig1	HCGP-FT-CO_01459
CL559Contig1	HCGP-FT-CO_01460
CL55Contig1	HCGP-FT-CO_01461
CL55Contig2	HCGP-FT-CO_01462
CL560Contig1	HCGP-FT-CO_01463
CL561Contig1	HCGP-FT-CO_01464
CL562Contig1	HCGP-FT-CO_01465
CL563Contig1	HCGP-FT-CO_01466
CL564Contig1	HCGP-FT-CO_01467
CL565Contig1	HCGP-FT-CO_01468
CL566Contig1	HCGP-FT-CO_01469
CL567Contig1	HCGP-FT-CO_01470
CL568Contig1	HCGP-FT-CO_01471
CL569Contig1	HCGP-FT-CO_01472
CL56Contig1	HCGP-FT-CO_01473
CL570Contig1	HCGP-FT-CO_01474
CL571Contig1	HCGP-FT-CO_01475
CL572Contig1	HCGP-FT-CO_01476
CL573Contig1	HCGP-FT-CO_01477
CL574Contig1	HCGP-FT-CO_01478
CL575Contig1	HCGP-FT-CO_01479
CL576Contig1	HCGP-FT-CO_01480
CL577Contig1	HCGP-FT-CO_01481
CL578Contig1	HCGP-FT-CO_01482
CL579Contig1	HCGP-FT-CO_01483
CL57Contig1	HCGP-FT-CO_01484
CL57Contig2	HCGP-FT-CO_01485
CL580Contig1	HCGP-FT-CO_01486
CL581Contig1	HCGP-FT-CO_01487
CL582Contig1	HCGP-FT-CO_01488
CL583Contig1	HCGP-FT-CO_01489
CL584Contig1	HCGP-FT-CO_01490
CL585Contig1	HCGP-FT-CO_01491
CL586Contig1	HCGP-FT-CO_01492
CL587Contig1	HCGP-FT-CO_01493
CL588Contig1	HCGP-FT-CO_01494
CL58Contig1	HCGP-FT-CO_01495
CL590Contig1	HCGP-FT-CO_01496
CL593Contig1	HCGP-FT-CO_01497
CL594Contig1	HCGP-FT-CO_01498
CL595Contig1	HCGP-FT-CO_01499
CL596Contig1	HCGP-FT-CO_01500
CL597Contig1	HCGP-FT-CO_01501
CL598Contig1	HCGP-FT-CO_01502
CL599Contig1	HCGP-FT-CO_01503
CL59Contig1	HCGP-FT-CO_01504
CL59Contig2	HCGP-FT-CO_01505
CL59Contig3	HCGP-FT-CO_01506
CL5Contig1	HCGP-FT-CO_01507
CL600Contig1	HCGP-FT-CO_01508
CL601Contig1	HCGP-FT-CO_01509
CL602Contig1	HCGP-FT-CO_01510
CL603Contig1	HCGP-FT-CO_01511
CL604Contig1	HCGP-FT-CO_01512
CL605Contig1	HCGP-FT-CO_01513
CL606Contig1	HCGP-FT-CO_01514
CL607Contig1	HCGP-FT-CO_01515
CL608Contig1	HCGP-FT-CO_01516
CL609Contig1	HCGP-FT-CO_01517
CL60Contig1	HCGP-FT-CO_01518
CL60Contig2	HCGP-FT-CO_01519
CL610Contig1	HCGP-FT-CO_01520
CL611Contig1	HCGP-FT-CO_01521
CL612Contig1	HCGP-FT-CO_01522
CL613Contig1	HCGP-FT-CO_01523
CL614Contig1	HCGP-FT-CO_01524
CL615Contig1	HCGP-FT-CO_01525
CL616Contig1	HCGP-FT-CO_01526
CL617Contig1	HCGP-FT-CO_01527
CL618Contig1	HCGP-FT-CO_01528
CL619Contig1	HCGP-FT-CO_01529
CL61Contig1	HCGP-FT-CO_01530
CL620Contig1	HCGP-FT-CO_01531
CL622Contig1	HCGP-FT-CO_01532
CL624Contig1	HCGP-FT-CO_01533
CL625Contig1	HCGP-FT-CO_01534
CL626Contig1	HCGP-FT-CO_01535
CL627Contig1	HCGP-FT-CO_01536
CL629Contig1	HCGP-FT-CO_01537
CL62Contig1	HCGP-FT-CO_01538
CL630Contig1	HCGP-FT-CO_01539
CL632Contig1	HCGP-FT-CO_01540
CL633Contig1	HCGP-FT-CO_01541
CL634Contig1	HCGP-FT-CO_01542
CL636Contig1	HCGP-FT-CO_01543
CL637Contig1	HCGP-FT-CO_01544
CL638Contig1	HCGP-FT-CO_01545
CL639Contig1	HCGP-FT-CO_01546
CL63Contig1	HCGP-FT-CO_01547
CL641Contig1	HCGP-FT-CO_01548
CL642Contig1	HCGP-FT-CO_01549
CL643Contig1	HCGP-FT-CO_01550
CL644Contig1	HCGP-FT-CO_01551
CL646Contig1	HCGP-FT-CO_01552
CL647Contig1	HCGP-FT-CO_01553
CL648Contig1	HCGP-FT-CO_01554
CL649Contig1	HCGP-FT-CO_01555
CL64Contig1	HCGP-FT-CO_01556
CL650Contig1	HCGP-FT-CO_01557
CL651Contig1	HCGP-FT-CO_01558
CL652Contig1	HCGP-FT-CO_01559
CL653Contig1	HCGP-FT-CO_01560
CL654Contig1	HCGP-FT-CO_01561
CL655Contig1	HCGP-FT-CO_01562
CL656Contig1	HCGP-FT-CO_01563
CL657Contig1	HCGP-FT-CO_01564
CL658Contig1	HCGP-FT-CO_01565
CL659Contig1	HCGP-FT-CO_01566
CL65Contig1	HCGP-FT-CO_01567
CL65Contig2	HCGP-FT-CO_01568
CL660Contig1	HCGP-FT-CO_01569
CL661Contig1	HCGP-FT-CO_01570
CL662Contig1	HCGP-FT-CO_01571
CL663Contig1	HCGP-FT-CO_01572
CL664Contig1	HCGP-FT-CO_01573
CL667Contig1	HCGP-FT-CO_01574
CL668Contig1	HCGP-FT-CO_01575
CL669Contig1	HCGP-FT-CO_01576
CL66Contig1	HCGP-FT-CO_01577
CL670Contig1	HCGP-FT-CO_01578
CL672Contig1	HCGP-FT-CO_01579
CL673Contig1	HCGP-FT-CO_01580
CL674Contig1	HCGP-FT-CO_01581
CL675Contig1	HCGP-FT-CO_01582
CL676Contig1	HCGP-FT-CO_01583
CL677Contig1	HCGP-FT-CO_01584
CL678Contig1	HCGP-FT-CO_01585
CL679Contig1	HCGP-FT-CO_01586
CL67Contig1	HCGP-FT-CO_01587
CL680Contig1	HCGP-FT-CO_01588
CL681Contig1	HCGP-FT-CO_01589
CL682Contig1	HCGP-FT-CO_01590
CL683Contig1	HCGP-FT-CO_01591
CL684Contig1	HCGP-FT-CO_01592
CL685Contig1	HCGP-FT-CO_01593
CL686Contig1	HCGP-FT-CO_01594
CL687Contig1	HCGP-FT-CO_01595
CL688Contig1	HCGP-FT-CO_01596
CL689Contig1	HCGP-FT-CO_01597
CL68Contig1	HCGP-FT-CO_01598
CL690Contig1	HCGP-FT-CO_01599
CL691Contig1	HCGP-FT-CO_01600
CL692Contig1	HCGP-FT-CO_01601
CL693Contig1	HCGP-FT-CO_01602
CL694Contig1	HCGP-FT-CO_01603
CL695Contig1	HCGP-FT-CO_01604
CL696Contig1	HCGP-FT-CO_01605
CL697Contig1	HCGP-FT-CO_01606
CL699Contig1	HCGP-FT-CO_01607
CL69Contig1	HCGP-FT-CO_01608
CL69Contig2	HCGP-FT-CO_01609
CL6Contig1	HCGP-FT-CO_01610
CL700Contig1	HCGP-FT-CO_01611
CL701Contig1	HCGP-FT-CO_01612
CL702Contig1	HCGP-FT-CO_01613
CL703Contig1	HCGP-FT-CO_01614
CL704Contig1	HCGP-FT-CO_01615
CL705Contig1	HCGP-FT-CO_01616
CL707Contig1	HCGP-FT-CO_01617
CL708Contig1	HCGP-FT-CO_01618
CL709Contig1	HCGP-FT-CO_01619
CL70Contig1	HCGP-FT-CO_01620
CL710Contig1	HCGP-FT-CO_01621
CL711Contig1	HCGP-FT-CO_01622
CL712Contig1	HCGP-FT-CO_01623
CL713Contig1	HCGP-FT-CO_01624
CL714Contig1	HCGP-FT-CO_01625
CL715Contig1	HCGP-FT-CO_01626
CL716Contig1	HCGP-FT-CO_01627
CL717Contig1	HCGP-FT-CO_01628
CL718Contig1	HCGP-FT-CO_01629
CL719Contig1	HCGP-FT-CO_01630
CL71Contig1	HCGP-FT-CO_01631
CL720Contig1	HCGP-FT-CO_01632
CL722Contig1	HCGP-FT-CO_01633
CL723Contig1	HCGP-FT-CO_01634
CL724Contig1	HCGP-FT-CO_01635
CL725Contig1	HCGP-FT-CO_01636
CL726Contig1	HCGP-FT-CO_01637
CL727Contig1	HCGP-FT-CO_01638
CL728Contig1	HCGP-FT-CO_01639
CL729Contig1	HCGP-FT-CO_01640
CL72Contig1	HCGP-FT-CO_01641
CL730Contig1	HCGP-FT-CO_01642
CL731Contig1	HCGP-FT-CO_01643
CL732Contig1	HCGP-FT-CO_01644
CL733Contig1	HCGP-FT-CO_01645
CL734Contig1	HCGP-FT-CO_01646
CL735Contig1	HCGP-FT-CO_01647
CL736Contig1	HCGP-FT-CO_01648
CL737Contig1	HCGP-FT-CO_01649
CL738Contig1	HCGP-FT-CO_01650
CL739Contig1	HCGP-FT-CO_01651
CL73Contig1	HCGP-FT-CO_01652
CL73Contig2	HCGP-FT-CO_01653
CL740Contig1	HCGP-FT-CO_01654
CL741Contig1	HCGP-FT-CO_01655
CL742Contig1	HCGP-FT-CO_01656
CL743Contig1	HCGP-FT-CO_01657
CL744Contig1	HCGP-FT-CO_01658
CL745Contig1	HCGP-FT-CO_01659
CL746Contig1	HCGP-FT-CO_01660
CL747Contig1	HCGP-FT-CO_01661
CL749Contig1	HCGP-FT-CO_01662
CL750Contig1	HCGP-FT-CO_01663
CL752Contig1	HCGP-FT-CO_01664
CL753Contig1	HCGP-FT-CO_01665
CL754Contig1	HCGP-FT-CO_01666
CL755Contig1	HCGP-FT-CO_01667
CL756Contig1	HCGP-FT-CO_01668
CL757Contig1	HCGP-FT-CO_01669
CL758Contig1	HCGP-FT-CO_01670
CL759Contig1	HCGP-FT-CO_01671
CL75Contig1	HCGP-FT-CO_01672
CL760Contig1	HCGP-FT-CO_01673
CL761Contig1	HCGP-FT-CO_01674
CL762Contig1	HCGP-FT-CO_01675
CL763Contig1	HCGP-FT-CO_01676
CL764Contig1	HCGP-FT-CO_01677
CL765Contig1	HCGP-FT-CO_01678
CL766Contig1	HCGP-FT-CO_01679
CL767Contig1	HCGP-FT-CO_01680
CL768Contig1	HCGP-FT-CO_01681
CL769Contig1	HCGP-FT-CO_01682
CL76Contig1	HCGP-FT-CO_01683
CL770Contig1	HCGP-FT-CO_01684
CL771Contig1	HCGP-FT-CO_01685
CL772Contig1	HCGP-FT-CO_01686
CL773Contig1	HCGP-FT-CO_01687
CL774Contig1	HCGP-FT-CO_01688
CL775Contig1	HCGP-FT-CO_01689
CL776Contig1	HCGP-FT-CO_01690
CL777Contig1	HCGP-FT-CO_01691
CL778Contig1	HCGP-FT-CO_01692
CL77Contig1	HCGP-FT-CO_01693
CL780Contig1	HCGP-FT-CO_01694
CL781Contig1	HCGP-FT-CO_01695
CL782Contig1	HCGP-FT-CO_01696
CL783Contig1	HCGP-FT-CO_01697
CL784Contig1	HCGP-FT-CO_01698
CL785Contig1	HCGP-FT-CO_01699
CL786Contig1	HCGP-FT-CO_01700
CL787Contig1	HCGP-FT-CO_01701
CL788Contig1	HCGP-FT-CO_01702
CL789Contig1	HCGP-FT-CO_01703
CL78Contig1	HCGP-FT-CO_01704
CL790Contig1	HCGP-FT-CO_01705
CL791Contig1	HCGP-FT-CO_01706
CL792Contig1	HCGP-FT-CO_01707
CL795Contig1	HCGP-FT-CO_01708
CL796Contig1	HCGP-FT-CO_01709
CL797Contig1	HCGP-FT-CO_01710
CL798Contig1	HCGP-FT-CO_01711
CL799Contig1	HCGP-FT-CO_01712
CL79Contig1	HCGP-FT-CO_01713
CL79Contig2	HCGP-FT-CO_01714
CL7Contig1	HCGP-FT-CO_01715
CL7Contig2	HCGP-FT-CO_01716
CL7Contig3	HCGP-FT-CO_01717
CL800Contig1	HCGP-FT-CO_01718
CL801Contig1	HCGP-FT-CO_01719
CL803Contig1	HCGP-FT-CO_01720
CL804Contig1	HCGP-FT-CO_01721
CL805Contig1	HCGP-FT-CO_01722
CL806Contig1	HCGP-FT-CO_01723
CL808Contig1	HCGP-FT-CO_01724
CL809Contig1	HCGP-FT-CO_01725
CL80Contig1	HCGP-FT-CO_01726
CL810Contig1	HCGP-FT-CO_01727
CL811Contig1	HCGP-FT-CO_01728
CL813Contig1	HCGP-FT-CO_01729
CL814Contig1	HCGP-FT-CO_01730
CL815Contig1	HCGP-FT-CO_01731
CL816Contig1	HCGP-FT-CO_01732
CL817Contig1	HCGP-FT-CO_01733
CL818Contig1	HCGP-FT-CO_01734
CL819Contig1	HCGP-FT-CO_01735
CL81Contig1	HCGP-FT-CO_01736
CL820Contig1	HCGP-FT-CO_01737
CL821Contig1	HCGP-FT-CO_01738
CL822Contig1	HCGP-FT-CO_01739
CL823Contig1	HCGP-FT-CO_01740
CL824Contig1	HCGP-FT-CO_01741
CL825Contig1	HCGP-FT-CO_01742
CL826Contig1	HCGP-FT-CO_01743
CL827Contig1	HCGP-FT-CO_01744
CL828Contig1	HCGP-FT-CO_01745
CL829Contig1	HCGP-FT-CO_01746
CL82Contig1	HCGP-FT-CO_01747
CL830Contig1	HCGP-FT-CO_01748
CL831Contig1	HCGP-FT-CO_01749
CL832Contig1	HCGP-FT-CO_01750
CL833Contig1	HCGP-FT-CO_01751
CL835Contig1	HCGP-FT-CO_01752
CL836Contig1	HCGP-FT-CO_01753
CL837Contig1	HCGP-FT-CO_01754
CL838Contig1	HCGP-FT-CO_01755
CL839Contig1	HCGP-FT-CO_01756
CL83Contig1	HCGP-FT-CO_01757
CL840Contig1	HCGP-FT-CO_01758
CL841Contig1	HCGP-FT-CO_01759
CL842Contig1	HCGP-FT-CO_01760
CL843Contig1	HCGP-FT-CO_01761
CL844Contig1	HCGP-FT-CO_01762
CL845Contig1	HCGP-FT-CO_01763
CL846Contig1	HCGP-FT-CO_01764
CL847Contig1	HCGP-FT-CO_01765
CL848Contig1	HCGP-FT-CO_01766
CL849Contig1	HCGP-FT-CO_01767
CL84Contig1	HCGP-FT-CO_01768
CL850Contig1	HCGP-FT-CO_01769
CL851Contig1	HCGP-FT-CO_01770
CL852Contig1	HCGP-FT-CO_01771
CL854Contig1	HCGP-FT-CO_01772
CL855Contig1	HCGP-FT-CO_01773
CL856Contig1	HCGP-FT-CO_01774
CL857Contig1	HCGP-FT-CO_01775
CL858Contig1	HCGP-FT-CO_01776
CL859Contig1	HCGP-FT-CO_01777
CL85Contig1	HCGP-FT-CO_01778
CL85Contig2	HCGP-FT-CO_01779
CL85Contig3	HCGP-FT-CO_01780
CL860Contig1	HCGP-FT-CO_01781
CL861Contig1	HCGP-FT-CO_01782
CL862Contig1	HCGP-FT-CO_01783
CL863Contig1	HCGP-FT-CO_01784
CL864Contig1	HCGP-FT-CO_01785
CL865Contig1	HCGP-FT-CO_01786
CL866Contig1	HCGP-FT-CO_01787
CL867Contig1	HCGP-FT-CO_01788
CL868Contig1	HCGP-FT-CO_01789
CL869Contig1	HCGP-FT-CO_01790
CL86Contig1	HCGP-FT-CO_01791
CL86Contig2	HCGP-FT-CO_01792
CL870Contig1	HCGP-FT-CO_01793
CL871Contig1	HCGP-FT-CO_01794
CL872Contig1	HCGP-FT-CO_01795
CL875Contig1	HCGP-FT-CO_01796
CL877Contig1	HCGP-FT-CO_01797
CL878Contig1	HCGP-FT-CO_01798
CL879Contig1	HCGP-FT-CO_01799
CL87Contig1	HCGP-FT-CO_01800
CL881Contig1	HCGP-FT-CO_01801
CL882Contig1	HCGP-FT-CO_01802
CL885Contig1	HCGP-FT-CO_01803
CL886Contig1	HCGP-FT-CO_01804
CL887Contig1	HCGP-FT-CO_01805
CL888Contig1	HCGP-FT-CO_01806
CL889Contig1	HCGP-FT-CO_01807
CL88Contig1	HCGP-FT-CO_01808
CL891Contig1	HCGP-FT-CO_01809
CL892Contig1	HCGP-FT-CO_01810
CL893Contig1	HCGP-FT-CO_01811
CL894Contig1	HCGP-FT-CO_01812
CL895Contig1	HCGP-FT-CO_01813
CL896Contig1	HCGP-FT-CO_01814
CL897Contig1	HCGP-FT-CO_01815
CL898Contig1	HCGP-FT-CO_01816
CL899Contig1	HCGP-FT-CO_01817
CL89Contig1	HCGP-FT-CO_01818
CL8Contig1	HCGP-FT-CO_01819
CL900Contig1	HCGP-FT-CO_01820
CL901Contig1	HCGP-FT-CO_01821
CL902Contig1	HCGP-FT-CO_01822
CL903Contig1	HCGP-FT-CO_01823
CL904Contig1	HCGP-FT-CO_01824
CL905Contig1	HCGP-FT-CO_01825
CL906Contig1	HCGP-FT-CO_01826
CL907Contig1	HCGP-FT-CO_01827
CL908Contig1	HCGP-FT-CO_01828
CL909Contig1	HCGP-FT-CO_01829
CL90Contig1	HCGP-FT-CO_01830
CL910Contig1	HCGP-FT-CO_01831
CL911Contig1	HCGP-FT-CO_01832
CL912Contig1	HCGP-FT-CO_01833
CL913Contig1	HCGP-FT-CO_01834
CL914Contig1	HCGP-FT-CO_01835
CL916Contig1	HCGP-FT-CO_01836
CL917Contig1	HCGP-FT-CO_01837
CL918Contig1	HCGP-FT-CO_01838
CL919Contig1	HCGP-FT-CO_01839
CL91Contig1	HCGP-FT-CO_01840
CL91Contig2	HCGP-FT-CO_01841
CL921Contig1	HCGP-FT-CO_01842
CL923Contig1	HCGP-FT-CO_01843
CL924Contig1	HCGP-FT-CO_01844
CL925Contig1	HCGP-FT-CO_01845
CL926Contig1	HCGP-FT-CO_01846
CL928Contig1	HCGP-FT-CO_01847
CL929Contig1	HCGP-FT-CO_01848
CL92Contig1	HCGP-FT-CO_01849
CL930Contig1	HCGP-FT-CO_01850
CL932Contig1	HCGP-FT-CO_01851
CL934Contig1	HCGP-FT-CO_01852
CL935Contig1	HCGP-FT-CO_01853
CL937Contig1	HCGP-FT-CO_01854
CL939Contig1	HCGP-FT-CO_01855
CL93Contig1	HCGP-FT-CO_01856
CL941Contig1	HCGP-FT-CO_01857
CL942Contig1	HCGP-FT-CO_01858
CL943Contig1	HCGP-FT-CO_01859
CL944Contig1	HCGP-FT-CO_01860
CL945Contig1	HCGP-FT-CO_01861
CL946Contig1	HCGP-FT-CO_01862
CL947Contig1	HCGP-FT-CO_01863
